"COD.IBGE","LONGITUDE","LATITUDE","ALTITUDE"
4302378,-53.8667908856402,-27.5467742033812,465.310464
4302600,-53.74432938207521,-27.6191925067591,439.97037
4321402,-53.7572696148981,-27.3721669183435,492.6076699999999
4312302,-53.6859940447681,-27.4960764222926,488.114563
4306320,-53.8651194603325,-27.2653909355284,454.249413
4323705,-53.7013197816331,-27.289978374572,470.791233
4314498,-53.6195609569296,-27.2097627884918,213.041627
4301859,-53.7144126933058,-27.1880699607268,189.740805
4208401,-53.7148020649025,-27.1753750887232,189.650907
4218756,-53.641459736047,-26.972223590726,420.176826
4215554,-53.6199878739379,-26.9398439228776,514.0663
4202081,-53.64104958659,-26.7689379005651,502.983496
4212239,-53.6753141316767,-26.6152629700366,503.295401
4307302,-53.5095730836612,-27.5494171257352,408.689937
4313805,-53.5555460129883,-27.3560199131671,516.982325
4323507,-53.49241046612481,-27.3700841693036,546.141637
4321329,-53.46695195961439,-27.3980360501364,540.15949
4320206,-53.4054673035279,-27.4804138157532,530.600807
4308508,-53.40077673885141,-27.3588824116103,544.36496
4216255,-53.59596667974431,-27.0974826246758,337.939301
4303400,-53.43189548510399,-27.2809406638578,567.334445
4323101,-53.4021290554095,-27.1684450433776,220.997806
4211009,-53.3986840279187,-27.1036116933375,218.702999
4215075,-53.3252862115099,-27.0675941638144,225.582248
4310850,-53.2843894020471,-27.6312223855182,533.264266
4314456,-53.2147061788915,-27.511674242684,340.750715
4305157,-53.1659130764764,-27.6079801339615,368.250529
4313441,-53.1857025890656,-27.5635584337012,333.510446
4306072,-53.2491844952574,-27.4536295663969,333.740406
4315909,-53.16853060434379,-27.4704034346893,356.072502
4300646,-53.1921772619969,-27.3564254730142,465.820061
4311601,-53.0748607372178,-27.5964701630804,327.247544
4310504,-53.26429601851491,-27.1922819742509,229.495684
4203105,-53.2505271955837,-27.0730539317928,322.78054
4212106,-53.1622672928949,-27.0702505484029,422.408996
4314704,-53.058880813139,-27.331463874696,570.376822
4300505,-53.03736604855119,-27.2487687559215,447.887313
4216008,-53.017394273321,-27.0786350771308,293.198058
4200507,-52.9872510056855,-27.0762129117104,237.124936
4207650,-53.5395118843069,-26.9960166785808,545.960185
4202156,-53.5809772314809,-26.844586346722,567.3582280000001
4204905,-53.5046288706139,-26.8178702202313,589.538271
4205357,-53.3448914354815,-26.7794323280009,299.438254
4217204,-53.5188394061561,-26.7264271759021,643.853122
4206405,-53.52208971818379,-26.6003475699992,645.751807
4214151,-53.5981058756425,-26.4443352060677,579.015419
4216701,-53.5001241069131,-26.456060296096,708.980832
4202099,-53.44130254060449,-26.6522935990991,317.891799
4215208,-53.320158400046,-26.6794635623605,404.2604039999999
4200804,-53.333270177229,-26.5356808599025,700.527395
4204707,-53.1738455719665,-26.8917270816889,515.223585
4207759,-53.2760577940404,-26.8240650308153,439.70139
4210506,-53.174818815895,-26.7616239465027,571.90925
4204756,-53.09329049259039,-26.9731396975643,412.311092
4217303,-52.9955697272511,-26.9197569502826,464.461724
4210902,-53.0535007992379,-26.7780420749367,453.790585
4212908,-52.9822532451308,-26.8488143334593,549.978946
4217154,-53.25455637668019,-26.6944751445592,442.005464
4217956,-53.1575419839148,-26.6894748370017,633.510948
4215687,-53.1998469616569,-26.6197755731101,420.190791
4202578,-53.0953502802337,-26.6918115538359,607.027933
4215356,-53.05863124892601,-26.6085589188173,650.022485
4217550,-53.0462763415455,-26.7247733732928,653.006804
4108304,-54.5871024886046,-25.5424932787946,161.684267
4124053,-54.39951873112721,-25.44216051268401,283.01521
4110953,-54.3050007423361,-25.1384806502357,263.175899
4123501,-54.3364531522835,-24.8570958299164,264.154392
4205001,-53.63139512282729,-26.266488532911,802.8100879999998
4102604,-53.6350002652568,-26.2526028434601,820.3698030000001
4124400,-53.7230834338629,-26.0749754778129,532.424763
4120358,-53.742622639593,-26.0156642879852,541.419937
4119004,-53.740108472608,-25.8282656759615,412.874252
4102752,-53.6660426284896,-25.8794933215093,543.333871
4125704,-54.242120554007,-25.3488942665276,285.257924
4115804,-54.09178212692221,-25.2924974992706,394.970883
4126355,-54.05837658397481,-25.3798841820512,314.966339
4115606,-53.9743873416592,-25.2379210121256,548.531428
4119806,-53.770857430338,-25.7121014970234,379.666388
4104501,-53.8001786950115,-25.6829774166965,387.125094
4104600,-53.6172110107619,-25.479468483784,337.892509
4206603,-53.5254451083141,-26.3849206032803,699.6605960000001
4103156,-53.59959996947019,-26.1928749685172,559.487727
4107850,-53.3085976818885,-26.2552988451785,883.9041809999999
4122800,-53.3621154225924,-26.1704605179045,510.571653
4114351,-53.3125829630542,-26.1437768717995,534.865034
4119251,-53.48309044221699,-26.0327285539415,500.782989
4101002,-53.4732567447246,-25.9170684645403,527.461213
4212007,-53.2799772512092,-26.3465081330525,877.93116
4203501,-53.0901551703376,-26.3945511402537,940.9538809999999
4115408,-53.0261839782571,-26.1486971922463,659.595526
4121604,-52.97216201169879,-26.1562209287958,707.969219
4116950,-53.2642073185992,-25.8987792075935,556.19003
4107405,-53.166185268213,-25.9407559819665,622.394365
4108403,-53.0561357214894,-26.0784499992544,554.0125890000001
4121406,-53.532574359025,-25.7625799498748,445.937107
4123808,-53.4836175358081,-25.8143812176812,483.2167289999999
4123006,-53.31493510182099,-25.7767652421911,465.85204
4117255,-53.3479572462114,-25.6318770902275,490.156304
4123824,-53.5711436726035,-25.4113199190377,421.306119
4113452,-53.5771259362793,-25.2559851252331,597.601794
4103057,-53.41173648903699,-25.4304049435915,476.9200700000001
4103024,-53.2171600749416,-25.6358731586601,421.462611
4106571,-53.1268226637842,-25.6165692695503,462.356389
4107207,-53.0548359924349,-25.7460100192612,496.667412
4127858,-53.1874988005459,-25.4194083187462,534.482583
4116059,-54.2431753258264,-25.0911596673316,309.79579
4107157,-54.1036264276883,-24.9421618548938,505.8397959999999
4121257,-54.02723703178771,-25.1189865228841,586.1401560000001
4107538,-54.2448936714884,-24.7081421694804,260.672493
4118451,-54.231395741042,-24.6256440137772,270.968732
4125456,-54.0599182790456,-24.8340818666493,523.100106
4105300,-53.85726938306739,-25.149761208586,624.595387
4128559,-53.8800300706254,-25.0631701882863,641.2747669999999
4125753,-53.8598616786826,-24.9309309241334,540.941653
4124020,-53.6272357310511,-25.0587219002295,740.607765
4117453,-53.8995380841541,-24.7707942891292,505.457523
4127700,-53.7414114911568,-24.7320769992824,564.64577
4115853,-54.1644357171677,-24.4488897638897,416.862857
4114609,-54.06000781645311,-24.5592544942861,430.00402
4120853,-53.9726991274637,-24.5732085840776,439.323465
4117222,-53.955116084308,-24.46476453260181,393.195605
4127403,-54.0985136359671,-24.1674835253546,376.503117
4108809,-54.2467577203893,-24.0852754792964,258.977932
4115358,-53.8334777829878,-24.4172088385418,406.180258
4117909,-53.8387717238929,-24.2794094842922,337.15339
4108320,-53.84401596715129,-24.0675754036839,345.276715
4110607,-53.7180991714403,-24.0025804978362,352.868988
4104808,-53.4597221819856,-24.95379749927771,769.52822
4106308,-53.2965277769968,-24.7996495152542,700.236539
4103453,-53.32491647843019,-24.6156669754192,549.023054
4105003,-53.1537063668495,-25.1964932487334,706.56337
4109757,-53.0231216933671,-25.112867070434,859.314988
4104055,-52.9968696036502,-25.03963448206561,701.214794
4101051,-53.1333198286711,-24.6475824579028,485.180004
4103354,-53.1210736649672,-24.8148946319132,651.783245
4110052,-53.0860050753783,-24.7112618437246,519.2156230000001
4127957,-53.51449531483031,-24.5798134081611,543.115676
4102000,-53.5212369274392,-24.4085300842051,409.472436
4112751,-53.3881148800191,-24.3772489090173,470.1346580000001
4110656,-53.358110555243,-24.4290304145846,498.673795
4103370,-53.52404181355671,-24.1938462804714,352.681097
4108205,-53.31616101073949,-24.2941972130191,397.114107
4100707,-53.4412490788684,-24.0190125557152,412.7792170000001
4116703,-53.2575255396178,-24.5284853282826,526.486634
4128005,-52.9945060158455,-24.5410348842787,517.019885
4115101,-53.15152581889491,-24.00373262907191,422.499505
4120655,-53.0752885848612,-24.2790209170507,496.303988
4108601,-53.0273189133007,-24.1891883931559,493.880009
4116109,-53.01344656966341,-24.0447582362327,467.6609599999999
5105507,-59.95255819947811,-15.009324478308,197.943405
5103361,-59.5450742072991,-14.5362728145169,272.583354
5106182,-59.5903305027945,-14.4697889935471,223.954482
5106828,-58.46929874225211,-15.8576348614212,185.870805
5104500,-58.5739923860232,-15.4975142290697,180.818286
5103957,-58.31448558872399,-15.7679623090543,188.891969
5107107,-58.176505937373,-15.6271057361822,231.679012
5106752,-59.3380018443657,-15.2297275706311,258.543409
5108352,-59.06457115722701,-15.2958978413495,272.996979
5105002,-58.8798383973631,-15.3418963810325,373.936532
5103809,-58.7378245488632,-15.4461351141469,260.175276
5101258,-58.3483671518683,-15.4681442691829,213.474802
5107206,-58.1179393479916,-15.2356828096646,187.085274
5107156,-58.3853645299516,-15.1224095307099,291.965221
5107750,-58.1267518070165,-15.1358245742926,293.232081
5006903,-57.8884823022607,-21.707324558183,78.86481499999999
5002803,-57.0259387643523,-22.0127382885385,220.99928
5003157,-55.5413276902645,-23.2764445601002,515.582496
5001243,-55.6307614468625,-22.9478813284076,608.830844
5002100,-56.5313145677842,-22.1159761777779,198.343489
5000906,-55.9480815053866,-22.1946853898682,691.679609
5006606,-55.7108501778637,-22.4861870780929,628.770714
5002209,-56.4928586185731,-21.1243412838146,320.621818
5002159,-56.6735673000081,-20.5548426975257,292.789316
5005004,-56.1458445844119,-21.479603145113,265.075635
5004106,-56.1081525022452,-21.4524591416024,262.41265
5005806,-55.83388992141349,-21.1581523128633,195.0721
5000708,-55.8045705990792,-20.4823601989565,155.354682
5001102,-55.7906160902267,-20.4746543462973,152.460203
5005608,-56.3901982861341,-20.2393334984304,122.647034
5006358,-55.4330304573901,-23.8968696607807,415.93522
5007703,-55.0533150890634,-23.9835132542699,408.378556
5007950,-55.0203205182963,-23.6347420213221,359.652164
5000609,-55.2438276926237,-23.1005822376948,481.340413
5004809,-54.4034847428654,-23.89406695076231,362.203574
5005681,-54.2816614237766,-23.9352736174856,315.646732
5003751,-54.2800282489385,-23.7740539193786,329.599063
5004304,-54.5586010866498,-23.6619015638135,352.396557
5005152,-54.60132283125709,-22.8624718337163,375.452037
5005251,-55.1501077344737,-22.5505815138437,501.607704
5005400,-55.1571395689956,-21.6236103831694,378.098652
5002407,-54.8269701013583,-22.6365822187274,472.470163
5003702,-54.8112891228926,-22.2272355362375,444.064306
5005103,-54.3080543756429,-22.4816870298604,393.310051
5003801,-54.5163759902411,-22.3754232103941,331.697333
5008404,-54.44212477684211,-22.4017875566794,341.95457
5004502,-54.7956587372653,-22.0824475595066,348.79063
5003504,-54.6079306686314,-22.0455302813855,327.068427
5007208,-54.54224222246891,-21.8011952569219,318.300106
5004601,-54.18819830274341,-23.490663261656,338.407938
4100509,-53.8919738559114,-23.8708814050519,373.689031
4125357,-53.8833305620973,-23.7582479645602,348.692373
4107520,-53.8104950389931,-23.7246547641817,391.224616
4118907,-53.6732521304902,-23.7974787679922,430.975427
4128625,-53.73289315076921,-23.508130737238,392.883794
4109906,-53.62557016229591,-23.396711427317,363.813465
5005707,-54.1988361701181,-23.0599994818193,356.378408
4103479,-53.5110648541672,-23.90470447054,393.76826
4128807,-53.4869406945526,-23.738394395443,389.415368
4118857,-53.4115002037974,-23.8945617445719,415.662654
4128104,-53.3084598047956,-23.7639499993035,427.0484529999999
4111555,-53.3738794057888,-23.4095888732628,399.656544
4106605,-53.0818216076221,-23.7769048599603,461.701275
4114708,-53.2048192711896,-23.6176096554274,365.39649
4117206,-53.0912329510219,-23.4711009784115,425.239649
4121000,-53.4870407060353,-23.086528578665,321.470541
4107256,-53.2964486552293,-23.3819072154777,404.891309
4123303,-53.29730642049571,-22.9585816071235,389.283742
4126900,-53.07532530673451,-23.3171088643701,382.476042
4123956,-53.1112728730423,-23.1054239380859,359.916733
4123709,-53.1959475093714,-23.0010888087247,396.381126
4125902,-53.22293714046291,-22.82512944855,296.100092
4113502,-53.1344689597801,-22.9302286211757,488.438669
5004007,-54.2346287898579,-22.4144245303329,398.3697819999999
5003454,-54.1611832428627,-22.2729491416043,404.963585
5006259,-53.8608865570425,-22.6549531049098,347.988549
5004700,-53.8269701470603,-22.3016035620454,383.831426
5000856,-53.76973048046271,-22.156062521774,360.922677
5007976,-53.3519187419396,-22.4899870558582,271.338133
5006200,-53.3515738148688,-22.2487593120915,388.288738
4120200,-53.26796811150509,-22.7783515579737,273.763951
4115002,-53.0371858842334,-22.7318252444575,383.225614
4117107,-52.98631262987659,-22.7638686041618,344.864466
3544251,-53.0586544794081,-22.5811754986355,280.694047
5002001,-53.2748069911071,-22.2958799659277,329.043096
5003488,-55.281914486329,-20.692312057615,287.764716
5007901,-54.9660301365064,-20.9310544589063,489.033574
5006002,-54.3828036000825,-21.4666342518715,419.364465
5008008,-54.8655566306489,-20.4423076794172,428.486778
5002704,-54.6157435664588,-20.4580299872454,544.512131
5007505,-54.8927719306444,-19.9618596059358,254.503195
5007307,-54.9875023242982,-19.4474291067475,253.663447
5003108,-54.8300060009779,-19.8312180166324,297.0113
5004908,-54.44068395393851,-20.1037403910954,545.587363
5001508,-54.36319389428411,-19.9209203024895,633.2267419999999
5007695,-54.5645690937601,-19.3955213695662,617.230603
5007109,-53.761677624322,-20.4436755249679,383.042971
5002605,-54.04330948642801,-19.535259798153,413.772232
5003207,-57.6489854573401,-19.0063746540642,149.864792
5005202,-57.6024001955275,-19.0017756674418,113.546848
5105622,-58.0979035689912,-15.6740707805967,251.460121
5103437,-57.9171149786644,-15.6093061703671,179.076212
5102504,-57.6747623072181,-16.074095629861,120.540178
5105234,-58.0058251786064,-15.3155012395628,192.562607
5107958,-57.4912991530603,-14.6237847500065,401.831814
5106851,-57.2013572999111,-15.3313363055225,160.775835
5101704,-57.1864086868428,-15.0662579398692,180.532606
5106232,-57.2829239619584,-14.7794142413993,218.707712
5103452,-57.0537772728323,-14.7338159178671,214.729211
5107263,-57.00050363747089,-14.4907768192401,406.396888
5101308,-56.8444892395472,-14.4555216655191,234.987416
5108857,-56.9731767858961,-14.3624512712826,311.403803
5106505,-56.62650935273499,-16.2595094664589,153.666083
5106109,-56.3452585551782,-15.7896762061736,235.975079
5101605,-55.9671211336846,-16.1950994471373,137.480136
5107800,-56.0941622007565,-15.8691790434606,144.024707
5108402,-56.1446637401866,-15.6580648235976,193.286861
5103403,-56.0732520381911,-15.5699890126321,242.927031
5104906,-56.490194562614,-15.2396872251141,195.679723
5100102,-56.3715525667098,-15.197889979856,201.780987
5106000,-56.8020689751516,-14.4537245563087,223.819249
5107701,-56.4282932054054,-14.8264275710099,202.679135
5105903,-56.3340848305989,-14.7245002729059,215.437604
5100508,-56.49444166257549,-14.5147118098727,238
5103502,-56.433566081512,-14.4013229617098,293.43399
5103007,-55.7450045178921,-15.4605696784231,806.085591
5007406,-54.84225369011249,-18.9165864396768,335.342105
5003306,-54.75805595019331,-18.508410538078,205.12382
5006408,-54.5524458291661,-18.1018562336928,276.231363
5007935,-54.7549062179542,-17.5813552339093,442.7810559999999
5003900,-53.6425733238918,-18.6754480701946,392.700428
5000252,-53.7080896262813,-18.325033978799,430.929927
5003256,-53.1330469048741,-18.543548387841,659.85165
5104609,-54.1443008960004,-17.2068250548319,519.708244
5100607,-53.2819931222741,-17.8347436501711,874.216457
5100300,-53.22026032998431,-17.3155899398596,669.9529720000001
5219407,-53.2051465107986,-17.3263507857821,699.7604700000001
5100409,-53.5284541196243,-16.946722175513,776.9120339999998
5101209,-53.03561988386,-16.8575455373669,453.412444
5104807,-54.9641881751901,-15.9648381836498,347.465702
5107404,-54.9189931830667,-16.0027085200254,258.319565
5103601,-54.9174807825692,-15.8074551502946,333.432456
5102678,-55.1716554148957,-15.5537042698269,746.458888
5107602,-54.6335870401784,-16.4701628729862,232.440085
5106372,-54.4713956382101,-16.6222104153648,248.504424
5107297,-54.2562463683381,-16.4663303082739,279.40174
5105200,-54.8887609429504,-16.0446851886071,238.071258
5107008,-54.4007326559538,-15.8181355564855,372.300524
5107040,-54.3000532591227,-15.5522935926261,662.656159
5106208,-54.9719088691261,-14.9254644555349,481.837125
5106455,-54.7834957522787,-14.6607059390278,509.109884
5104203,-53.7609640294195,-16.3483892675563,489.954831
5108105,-53.55584396202981,-16.0752374007198,406.379119
5106307,-54.0540919919065,-14.427698479643,465.2897379999999
5107792,-53.6117238521722,-14.8008133960851,647.0233500000001
5106281,-53.0161155129018,-14.8865652622461,368.192952
1200435,-70.4864968937616,-9.44340653710605,216.72423
1200054,-69.5634591746677,-10.942865680565,234.866835
1200252,-68.7448680666749,-11.0282398276016,206.036126
1200104,-68.7479434259584,-11.0164110187314,188.324139
1200708,-68.5062948050463,-10.6520719399922,173.281643
1200351,-72.7902659086983,-8.953591122863189,214.910605
1200393,-72.74233396480329,-8.26666636255869,201.805961
1200336,-72.9165010261308,-7.59322259361088,187.065998
1200427,-72.6478549141997,-7.73360203347127,189.585426
1200203,-72.6725313174358,-7.63069000476114,183.079525
1301654,-72.58243053833959,-7.54777441458756,182.751246
1200328,-71.9508751248365,-9.193357859530501,264.977881
1301803,-71.69441806030839,-7.05098011420702,156.327962
1200609,-70.7555010628937,-8.155668591500291,172.144466
1200302,-70.3539836082165,-8.160247529734519,159.822497
1301506,-70.0304125429825,-7.43981754372578,137.396301
1200344,-69.2599445775075,-8.836317736604871,162.133821
1200500,-68.655684061692,-9.065339504706021,132.133034
1301407,-69.8662902624416,-6.66735256663392,122.174399
1200450,-67.7431723600051,-10.1481735858712,207.924797
1200138,-67.9518592792015,-9.820019626391851,198.174197
1200401,-67.8105287004235,-9.97829875240255,137.865746
1200179,-67.6735079719432,-10.5697677084521,212.303309
1200385,-67.1882600861516,-10.3351332824092,129.189484
1200807,-67.54059008351941,-9.60085823087717,134.322793
1200013,-67.0523165800206,-10.0737938921381,205.894014
1100080,-64.23165393911719,-12.4360138773168,145.213903
1101492,-63.57086471076491,-12.0637984118473,165.693726
1100106,-65.3239518196923,-10.7738837403235,133.414381
1100338,-65.3291490231467,-10.4117712943643,150.930604
1100700,-63.6249914265426,-10.5684164690079,206.148936
1100452,-63.82967879175651,-10.209805406906,153.171166
1101401,-63.2955591672175,-10.2630977555518,155.400337
1100403,-63.3176294334976,-9.71666673776296,128.000112
1300706,-67.3995777566805,-8.751243195809661,106.766033
1303502,-67.00209748852819,-7.71404364407086,118.458317
1301951,-68.2479174359782,-6.43779934840865,112.652164
1301001,-66.8966352816837,-4.88166590404391,66.15796
1302405,-64.79477302751999,-7.26194655309012,57.507314
1100809,-63.70002007182979,-8.78502070319229,84.750219
1100205,-63.8314456543611,-8.768891789715321,86.895415
1300904,-64.3942308189288,-6.52910607561267,52.008963
2605459,-32.435186328053,-3.85202140065516,0
1300201,-70.1879892845226,-4.3661574895726,76.016638
1300607,-70.0273484332765,-4.37498901846019,69.803811
1304062,-69.9462443752272,-4.23188367550759,63
