"V1.nome","V2.nome","V3.nome","V4.nome","V5.nome","V6.nome","V7.nome","V8.nome","V9.nome","V10.nome","origem.nome","origem","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Epitaciolândia AC","Alvorada D'Oeste RO","Barra dos Coqueiros SE","Vale de São Domingos MT","São José das Missões RS","Alta Floresta D'Oeste RO","Nova Brasilândia D'Oeste RO","Bocaina do Sul SC","Cabixi RO","Campo Belo do Sul SC","Taquarussu MS",5007976,59,25,1757,5311,4993,1,14,4348,3,4365
"Santo Antônio do Leste MT","Seritinga MG","Cocalzinho de Goiás GO","Serro MG","Bueno Brandão MG","Silveirânia MG","São Martinho da Serra RS","Inhapim MG","Espera Feliz MG","Encruzilhada do Sul RS","Terenos MS",5008008,5297,3024,5384,3032,2341,3034,5006,2595,2514,4746
"Jataí GO","Sertãozinho SP","Ubá MG","Ituiutaba MG","Bagé RS","Araucária PR","Castro PR","Atibaia SP","Ibiúna SP","Cachoeira do Sul RS","Três Lagoas MS",5008305,5446,3843,3063,2630,4633,3933,3981,3314,3492,4664
"Borrazópolis PR","Erebango RS","Praia Grande SC","Lagamar MG","Barra do Rio Azul RS","Bom Progresso RS","Murutinga do Sul SP","Nobres MT","Rinópolis SP","Abadia de Goiás GO","Vicentina MS",5008404,3955,4750,4516,2668,4642,4654,3626,5246,3758,5319
"Cantagalo MG","Pavão MG","Montividiu do Norte GO","Santa Teresinha PB","Chapada da Natividade TO","Amparo do Serra MG","Amaralina GO","Bonfim RR","Itagimirim BA","Umburatiba MG","Acorizal MT",5100102,2374,2809,5467,1417,347,2270,5331,140,2008,3068
"Itaara RS","Tapera RS","Guará SP","Jaciara MT","São Pedro do Butiá RS","Serafina Corrêa RS","Pontal do Paraná PR","Sertão RS","Matinhos PR","Valparaíso SP","Água Boa MT",5100201,4814,5042,3468,5232,5012,5030,4187,5032,4127,3897
"Ibiporã PR","Valinhos SP","Rolândia PR","Lajeado RS","Erechim RS","Artur Nogueira SP","Paraíba do Sul RJ","Guaíra SP","Bertioga SP","Marechal Cândido Rondon PR","Alta Floresta MT",5100250,4052,3896,4222,4835,4751,3310,3226,3465,3338,4114
"Morungaba SP","Nova Xavantina MT","Porciúncula RJ","Cesário Lange SP","Capanema PR","Pérola PR","Piraí RJ","Catanduvas SC","Colorado PR","Manoel Ribas PR","Alto Araguaia MT",5100300,3624,5258,3232,3398,3976,4173,3231,4372,3991,4113
"Santana dos Montes MG","Taparuba MG","Araguacema TO","Capitão Enéas MG","Vargem Grande do Rio Pardo MG","Crixás do Tocantins TO","Jangada MT","Marmelópolis MG","Nova Porteirinha MG","Bandeirantes do Tocantins TO","Alto Boa Vista MT",5100359,2932,3042,320,2382,3076,353,5233,2709,2766,331
"Formosa do Sul SC","Áurea RS","Arroio dos Ratos RS","Doutor Ricardo RS","Corumbaíba GO","Morrinhos do Sul RS","Presidente Nereu SC","Faxinal do Soturno RS","Luiz Alves SC","Pirajuba MG","Alto Garças MT",5100409,4399,4632,4627,4743,5388,4864,4519,4767,4460,2837
"Ouro Velho PB","Monte das Gameleiras RN","Camutanga PE","Cabaceiras PB","Viçosa RN","Rodolfo Fernandes RN","Passagem RN","Elísio Medrado BA","Berizal MG","Couto Magalhães TO","Alto Paraguai MT",5100508,1374,1161,1503,1282,1240,1194,1174,1949,2314,351
"Canudos do Vale RS","Cachoeira Alta GO","União da Serra RS","Pouso Novo RS","Paraíso SC","Dona Francisca RS","Nova Ponte MG","Boa Vista do Sul RS","Santa Cecília do Sul RS","São Gabriel da Palha ES","Alto Taquari MT",5100607,4684,5361,5074,4933,4496,4741,2765,4651,4964,3162
"Itamogi MG","Brasilândia do Sul PR","São Domingos do Norte ES","Amorinópolis GO","Pedra Preta MT","Sete de Setembro RS","Panamá GO","Lagoa Grande MG","Dom Pedro de Alcântara RS","Senador Salgado Filho RS","Apiacás MT",5100805,2616,3957,3161,5333,5265,5034,5495,2673,4739,5028
"Conceição da Barra de Minas MG","Divinópolis do Tocantins TO","Caldazinha GO","São José do Barreiro SP","Porto Barreiro PR","Turvânia GO","Guarantã SP","Frei Rogério SC","Riqueza SC","Ribeirão do Pinhal PR","Araguaiana MT",5101001,2408,356,5367,3821,4190,5553,3472,4402,4531,4215
"Inhaúma MG","Santa Rosa de Goiás GO","Dom Silvério MG","Maria da Fé MG","Fortuna de Minas MG","Derrubadas RS","Camacho MG","Brasilândia do Tocantins TO","Palma MG","Aurilândia GO","Araguainha MT",5101209,2596,5526,2497,2703,2537,4732,2356,336,2790,5346
"Lagoa dos Três Cantos RS","Pirangi SP","Vanini RS","Bilac SP","Cafelândia PR","Itapejara D'Oeste PR","Santa Cruz da Esperança SP","Saldanha Marinho RS","Echaporã SP","Picada Café RS","Araputanga MT",5101258,4833,3703,5081,3339,3959,4070,3784,4958,3429,4915
"Chuí RS","Porto Franco MA","Planaltina do Paraná PR","Juquitiba SP","Itaguajé PR","Paraopeba MG","Madre de Deus BA","Pratânia SP","Nova Aliança do Ivaí PR","Prudente de Morais MG","Arenápolis MT",5101308,4710,597,4184,3563,4066,2797,2066,3727,4139,2868
"Vargeão SC","São Carlos do Ivaí PR","Porteirão GO","São Francisco de Assis RS","Vila Valério ES","Santa Cruz do Xingu MT","Araricá RS","Restinga Seca RS","Vila Lângaro RS","Vila Rica MT","Aripuanã MT",5101407,4593,4250,5508,4986,3172,5293,4622,4944,5091,5314
"Coroaci MG","Santa Cruz do Escalvado MG","Marquinho PR","Lajeado do Bugre RS","Itaverava MG","Santana de Pirapama MG","Ponte Alta do Bom Jesus TO","Caputira MG","Ataléia MG","Dom Joaquim MG","Barão de Melgaço MT",5101605,2454,2913,4124,4836,2627,2925,411,2384,2295,2496
"Vera Cruz RS","Chapadão do Sul MS","São Marcos RS","Feliz RS","Luz MG","Ipuã SP","Diamantino MT","Casa Branca SP","Getúlio Vargas RS","Videira SC","Barra do Bugres MT",5101704,5083,5122,5004,4770,2691,3511,5218,3390,4783,4597
"Cidade Ocidental GO","Guariba SP","Mococa SP","Cajamar SP","Catalão GO","Pederneiras SP","Bom Jesus do Itabapoana RJ","São Luís de Montes Belos GO","Marialva PR","Nova Granada SP","Barra do Garças MT",5101803,5383,3477,3609,3370,5377,3680,3185,5536,4116,3639
"Alto Jequitibá MG","Esperança do Sul RS","Anastácio MS","São Pedro da Cipa MT","Manoel Viana RS","São João do Caiuá PR","Altamira do Paraná PR","Francisco Alves PR","Bodoquena MS","Coronel Pacheco MG","Bom Jesus do Araguaia MT",5101852,2867,4757,5103,5289,4844,4253,3916,4031,5114,2458
"Comodoro MT","Estrela Dalva MG","Santa Vitória MG","Campinorte GO","Entre Rios do Sul RS","Bom Jesus de Goiás GO","Inconfidentes MG","Araújos MG","Centenário RS","Conceição da Aparecida MG","Brasnorte MT",5101902,5211,2518,2940,5370,4749,5352,2591,2286,4700,2431
"Cubatão SP","Araguaína TO","Valparaíso de Goiás GO","Itaguaí RJ","Barra do Piraí RJ","Araçatuba SP","Parnamirim RN","Nilópolis RJ","Palmas TO","Jacareí SP","Cáceres MT",5102504,3416,322,5559,3204,3181,3298,1110,3221,443,3544
"Jacareacanga PA","Medicilândia PA","Cerro Azul PR","Coronel Sapucaia MS","Senhora do Porto MG","Uruará PA","Almenara MG","Morro do Pilar MG","Caetité BA","Capixaba AC","Campinápolis MT",5102603,211,221,3984,5124,3021,290,2261,2748,1892,57
"Carlos Barbosa RS","Vassouras RJ","Santo Cristo RS","Taquarituba SP","Entre Rios do Oeste PR","Fátima do Sul MS","Paraíba do Sul RJ","Pradópolis SP","Itirapina SP","Panorama SP","Campo Novo do Parecis MT",5102637,4694,3265,4982,3866,4016,5133,3226,3725,3536,3665
"Matinhos PR","Marechal Cândido Rondon PR","Pontal do Paraná PR","Nova Prata RS","Ituverava SP","Tapejara RS","Guaporé RS","Nhandeara SP","Nova Mutum MT","Quatro Barras PR","Campo Verde MT",5102678,4127,4114,4187,4885,3541,5041,4792,3632,5255,4200
"Mirassol D'Oeste MT","Mombuca SP","Ibaiti PR","Araçariguama SP","Buritinópolis GO","Mangueirinha PR","Aimorés MG","São Valentim RS","Caiapônia GO","São Miguel do Iguaçu PR","Campos de Júlio MT",5102686,5245,3613,4050,3297,5359,4112,2254,5016,5365,4264
"Inimutaba MG","Santo Antônio do Rio Abaixo MG","Triunfo PE","Santa Tereza do Tocantins TO","Divino das Laranjeiras MG","Itapirapuã Paulista SP","Ewbank da Câmara MG","Dom Bosco MG","Aracitaba MG","Bela Vista do Toldo SC","Canabrava do Norte MT",5102694,2597,2948,1640,429,2488,3526,2522,2494,2279,4343
"Contenda PR","Acreúna GO","Rio Azul PR","Salinas MG","São Jerônimo RS","Vila Lângaro RS","Feliz Natal MT","Três Palmeiras RS","São Joaquim SC","Urubici SC","Canarana MT",5102702,3994,5321,4216,2905,4989,5091,5220,5062,4557,4590
"Pimenteiras do Oeste RO","Água Fria de Goiás GO","Trajano de Moraes RJ","São José do Goiabal MG","Mucajaí RR","São Cristovão do Sul SC","Caturaí GO","Laguna Carapã MS","São Miguel das Missões RS","Teixeira Soares PR","Carlinda MT",5102793,43,5323,3261,2988,145,4550,5378,5148,5007,4283
"São Brás do Suaçuí MG","São José dos Ausentes RS","Lagoa Bonita do Sul RS","Rodeiro MG","Novo Machado RS","Britânia GO","Coronel Bicaco RS","Alpestre RS","Sooretama ES","Fortaleza de Minas MG","Castanheira MT",5102850,2952,5000,4831,2897,4891,5356,4721,4612,3167,2536
"Lupionópolis PR","Ponte Preta RS","Itamonte MG","Paulo Lopes SC","Treze de Maio SC","Mara Rosa GO","Ibiraci MG","Arapuá MG","Canápolis MG","Itanhangá MT","Chapada dos Guimarães MT",5103007,4105,4926,2617,4499,4583,5456,2580,2285,2371,5229
"Novo Barreiro RS","Buritinópolis GO","Nova Santa Helena MT","Edealina GO","Machadinho RS","Ibaiti PR","Campos de Júlio MT","Caiapônia GO","Guareí SP","Aparecida do Taboado MS","Cláudia MT",5103056,4894,5359,5252,5399,4841,4050,5201,5365,3476,5107
"Cacique Doble RS","Macieira SC","São José do Vale do Rio Preto RJ","Segredo RS","Arroio Grande RS","Nova Maringá MT","Jacuizinho RS","Itacurubi RS","Iretama PR","Portelândia GO","Cocalinho MT",5103106,4666,4462,3251,5026,4629,5317,4823,4815,4065,5509
"Armação dos Búzios RJ","Mirassol D'Oeste MT","Nova Bréscia RS","Araçariguama SP","Camapuã MS","São Valentim RS","Taquaruçu do Sul RS","Mombuca SP","Aimorés MG","Imbé RS","Colíder MT",5103205,3179,5245,4878,3297,5118,5016,5046,3613,2254,4807
"Dom Feliciano RS","Ortigueira PR","Ferros MG","Divino MG","Brasil Novo PA","Nacip Raydan MG","Cotriguaçu MT","Barão do Triunfo RS","Poconé MT","Morro do Pilar MG","Colniza MT",5103254,4738,4154,2531,2487,176,2753,5214,4637,5268,2748
"Estrela Dalva MG","Centenário RS","Entre Rios do Sul RS","Antonina PR","Brasnorte MT","Santa Vitória MG","Campinorte GO","Comendador Gomes MG","Ibiá MG","Carmo do Paranaíba MG","Comodoro MT",5103304,2518,4700,4749,3926,5196,2940,5370,2429,2577,2398
"Entre-Ijuís RS","Cristianópolis GO","Pedro Osório RS","Maurilândia GO","Passo do Sobrado RS","Serra do Salitre MG","São Vicente do Sul RS","Buritis MG","Pimenta MG","Brochier RS","Confresa MT",5103353,4748,5390,4912,5459,4907,3028,5020,2344,2833,4660
"Santa Albertina SP","Flórida Paulista SP","Carapebus RJ","Meleiro SC","Sud Mennucci SP","Santa Mariana PR","São Roque do Canaã ES","Pato Bragado PR","Rancho Alegre PR","Populina SP","Conquista D'Oeste MT",5103361,3779,3450,3189,4471,3849,4240,3165,4167,4207,3718
"Ferros MG","Santa Bárbara do Monte Verde MG","Sabinópolis MG","Jequitinhonha MG","Medina MG","Colniza MT","Pedra do Anta MG","Bonópolis GO","Divino MG","Nacip Raydan MG","Cotriguaçu MT",5103379,2531,2909,2903,2650,2722,5210,2813,5354,2487,2753
"Anápolis GO","Londrina PR","Ribeirão Preto SP","Juiz de Fora MG","Sorocaba SP","Aracaju SE","São José dos Campos SP","Santo André SP","Macapá AP","São Bernardo do Campo SP","Cuiabá MT",5103403,5334,4102,3754,2663,3848,1754,3824,3801,303,3811
"Abdon Batista SC","Suzanápolis SP","Pracinha SP","Heitoraí GO","Farol PR","Coronel Macedo SP","Ouro Verde de Goiás GO","Americano do Brasil GO","Marinópolis SP","Caiabu SP","Curvelândia MT",5103437,4311,3852,3724,5422,4018,3407,5488,5332,3594,3367
"Faria Lemos MG","Abatiá PR","Saudade do Iguaçu PR","Bandeira do Sul MG","Palma Sola SC","Joaquim Távora PR","Ourizona PR","Tocantins MG","Nova Esperança do Sudoeste PR","Montes Claros de Goiás GO","Denise MT",5103452,2525,3912,4272,2301,4492,4089,4155,3052,4144,5465
"Ibirá SP","Chapadão do Sul MS","Getúlio Vargas RS","Luz MG","São Marcos RS","Capitão Leônidas Marques PR","Linha Nova RS","Arroio do Sal RS","Fagundes Varela RS","Feliz RS","Diamantino MT",5103502,3489,5122,4783,2691,5004,3977,4840,4625,4765,4770
"Cachoeira Dourada GO","Vera Cruz do Oeste PR","Pérola PR","Mantena MG","Ponte Branca MT","Douradina MS","Deodápolis MS","Catanduvas SC","Ipiranga do Norte MT","Manoel Ribas PR","Dom Aquino MT",5103601,5363,4304,4173,2700,5270,5130,5128,4372,5228,4113
"Rio Azul PR","Canarana MT","Batayporã MS","Leoberto Leal SC","São Jerônimo RS","Contenda PR","Major Gercino SC","Boa Esperança do Sul SP","Porto dos Gaúchos MT","Salinas MG","Feliz Natal MT",5103700,4216,5203,5112,4457,4989,3994,4464,3342,5273,2905
"Sagrada Família RS","Comendador Levy Gasparian RJ","Águia Branca ES","Trindade do Sul RS","Ibema PR","Jardim Olinda PR","Canitar SP","Aperibé RJ","Buenópolis MG","Baldim MG","Figueirópolis D'Oeste MT",5103809,4957,3190,3098,5064,4051,4086,3383,3176,2342,2298
"Candeias do Jamari RO","Piedade dos Gerais MG","Felixlândia MG","Nova Lacerda MT","Nioaque MS","Pedras Altas RS","Joaquim Felício MG","Piau MG","Teixeirópolis RO","Bonfim MG","Gaúcha do Norte MT",5103858,32,2832,2529,5251,5153,4911,2656,2828,48,2329
"Conceição das Pedras MG","Xambioá TO","Adrianópolis PR","Godoy Moreira PR","Wenceslau Braz MG","Hidrolina GO","Matrinchã GO","Colméia TO","Bom Jardim de Minas MG","Santana do Itararé PR","General Carneiro MT",5103908,2432,449,3913,4035,3096,5424,5458,407,2323,4242
"Gália SP","Andrelândia MG","Mirim Doce SC","Itaguaru GO","Uniflor PR","Platina SP","Santa Rosa de Lima SC","Nova Marilândia MT","Lobato PR","Pongaí SP","Glória D'Oeste MT",5103957,3456,2273,4472,5435,4300,3710,4540,5316,4101,3714
"Cordeirópolis SP","Pontal SP","Espírito Santo do Pinhal SP","Palotina PR","Encantado RS","João Neiva ES","Conchal SP","São Carlos SC","Canela RS","Monte Alegre do Sul SP","Guarantã do Norte MT",5104104,3405,3715,3438,4161,4745,3137,3403,4549,4681,3616
"Elisiário SP","Turiúba SP","Três Barras SC","Oscar Bressane SP","Bento de Abreu SP","Paulistânia SP","Três Fronteiras SP","Engenheiro Beltrão PR","São Sebastião da Amoreira PR","Araporã MG","Guiratinga MT",5104203,3432,3885,4581,3655,3336,3678,3881,4014,4268,2284
"São Francisco do Glória MG","Miradouro MG","Vila Nova do Sul RS","Chácara MG","Conselheiro Pena MG","Cristal do Sul RS","São Félix do Araguaia MT","Papagaios MG","Inhapim MG","Seritinga MG","Indiavaí MT",5104500,2959,2729,5093,2418,2446,4727,5299,2792,2595,3024
"Catanduvas SC","Manoel Ribas PR","Pérola PR","Goiás GO","Correia Pinto SC","Porciúncula RJ","Morungaba SP","Cesário Lange SP","Colorado PR","Rio do Campo SC","Ipiranga do Norte MT",5104526,4372,4113,4173,5415,4384,3232,3624,3398,3991,4524
"Jerônimo Monteiro ES","Arapuá MG","Paulo Lopes SC","Pratinha MG","Carlos Gomes RS","Lupionópolis PR","São João do Sul SC","Boa Vista do Cadeado RS","Itamonte MG","Davinópolis GO","Itanhangá MT",5104542,3136,2285,4499,2862,4695,4105,4556,4649,2617,5396
"Itarana ES","Mundo Novo MS","Buriti de Goiás GO","Ametista do Sul RS","Sapucaia RJ","Machadinho RS","Serra Azul SP","Clevelândia PR","Pedralva MG","Independência RS","Itaúba MT",5104559,3133,5151,5358,4617,3254,4841,3840,3989,2816,4809
"Alto Paraíso de Goiás GO","Porto Amazonas PR","Engenho Velho RS","Rondon PR","Quarto Centenário PR","Taquaruçu do Sul RS","Deodápolis MS","São Valentim RS","Vera Cruz do Oeste PR","Capivari do Sul RS","Itiquira MT",5104609,5329,4189,4747,4224,4198,5046,5128,5016,4304,4689
"Serafina Corrêa RS","Frederico Westphalen RS","Água Boa MT","Horizontina RS","Guará SP","Porecatu PR","Itápolis SP","São Pedro do Butiá RS","Garuva SC","Campinas do Sul RS","Jaciara MT",5104807,5030,4777,5179,4796,3468,4188,3527,5012,4405,4674
"Riacho dos Machados MG","Araguacema TO","Campo Azul MG","Cônego Marinho MG","Vargem Grande do Rio Pardo MG","Capitão Enéas MG","Nova Porteirinha MG","São João da Lagoa MG","Guarani de Goiás GO","Santana dos Montes MG","Jangada MT",5104906,2879,320,2364,2439,3076,2382,2766,2969,5420,2932
"Santa Maria da Serra SP","Bom Sucesso PR","Santa Cruz de Goiás GO","Itapirapuã GO","Resende Costa MG","Panamá GO","Toropi RS","São João da Urtiga RS","Areal RJ","Porto Lucena RS","Jauru MT",5105002,3792,3953,5520,5438,2875,5495,5053,4990,3178,4929
"Prata MG","Cristais MG","São Lourenço do Sul RS","Jaboticatubas MG","Morretes PR","Paverama RS","Maratá RS","Serra do Salitre MG","Paraty RJ","Camanducaia MG","Juara MT",5105101,2860,2466,5002,2634,4136,4910,4846,3028,3227,2357
"Guanhães MG","Coxim MS","São Gabriel do Oeste MS","Roca Sales RS","Presidente Castello Branco SC","Bela Vista MS","Laranjeiras do Sul PR","Presidente Nereu SC","Luiz Alves SC","Jaru RO","Juína MT",5105150,2561,5127,5168,4949,4517,5113,4096,4519,4460,11
"São Gonçalo do Rio Abaixo MG","Nova Cantu PR","São Pedro da Cipa MT","Luiziana PR","Altamira do Paraná PR","Francisco Alves PR","Divinésia MG","Bodoquena MS","Sagrada Família RS","Buenópolis MG","Juruena MT",5105176,2965,4142,5289,4103,3916,4031,2486,5114,4957,2342
"Onda Verde SP","Tapiratiba SP","Carvalhópolis MG","Campo Alegre SC","Salmourão SP","Estrela D'Oeste SP","Paraisópolis MG","Guarani das Missões RS","Bom Jesus do Norte ES","Bom Jesus da Penha MG","Juscimeira MT",5105200,3650,3863,2403,4364,3772,3440,2796,4793,3110,2324
"Mariluz PR","Herveiras RS","Hulha Negra RS","São José do Norte RS","Alto Parnaíba MA","Gramado Xavier RS","Cujubim RO","Tijucas do Sul PR","Campo Novo de Rondônia RO","Sete Quedas MS","Lambari D'Oeste MT",5105234,4119,4795,4797,4997,458,4788,35,4289,31,5169
"Artur Nogueira SP","Paraíso do Tocantins TO","Ibiporã PR","Colinas do Tocantins TO","Miguel Pereira RJ","Bom Jesus do Itabapoana RJ","Três de Maio RS","Santa Helena PR","Cambará PR","Bandeirantes PR","Lucas do Rio Verde MT",5105259,3310,401,4052,348,3218,3185,5060,4234,3962,3940
"Ipueira RN","Itaóca SP","Augustinópolis TO","Sucupira TO","Leme do Prado MG","Oliveira de Fátima TO","Ariranha do Ivaí PR","Conceição do Jacuípe BA","Uruana de Minas MG","Acari RN","Luciara MT",5105309,1127,3520,327,439,2682,398,3934,1930,3071,1075
"Abre Campo MG","Carlos Chagas MG","Capelinha MG","Pinhal da Serra RS","Simão Pereira MG","Silveirânia MG","Jaguarari BA","Serranos MG","Serro MG","Senador Firmino MG","Vila Bela da Santíssima Trindade MT",5105507,2246,2392,2377,4917,3036,3034,2036,3031,3032,3017
"Ibiam SC","Deodápolis MS","Edéia GO","Vera Cruz do Oeste PR","Fátima do Sul MS","Gastão Vidigal SP","Taquarituba SP","São Martinho SC","Pedregulho SP","Rio Fortuna SC","Marcelândia MT",5105580,4416,5128,5400,4304,5133,3458,3866,4563,3683,4528
"Tupãssi PR","São Pedro do Butiá RS","Sertão RS","Campinas do Sul RS","Tapera RS","Itaara RS","Porecatu PR","Serafina Corrêa RS","Sanclerlândia GO","Água Boa MT","Matupá MT",5105606,4295,5012,5032,4674,5042,4814,4188,5030,5518,5179
"Aimorés MG","Campos de Júlio MT","São Miguel do Iguaçu PR","São Simão GO","Colíder MT","Mombuca SP","Mangueirinha PR","Araçariguama SP","Ibaiti PR","São Valentim RS","Mirassol D'Oeste MT",5105622,2254,5201,4264,5541,5209,3613,4112,3297,4050,5016
"Praia Grande SC","Lagamar MG","Chiapetta RS","Rinópolis SP","Paranacity PR","Atalaia PR","Vicentina MS","Boracéia SP","Areado MG","Erebango RS","Nobres MT",5105903,4516,2668,4709,3758,4163,3938,5177,3349,2290,4750
"Nantes SP","Santana de Cataguases MG","Canas SP","Flora Rica SP","Serra do Navio AP","Prudente de Morais MG","Nova Aliança do Ivaí PR","Madre de Deus BA","Terezópolis de Goiás GO","Ribeira SP","Nortelândia MT",5106000,3627,2924,3380,3448,295,2868,4139,2066,5549,3746
"Ilha de Itamaracá PE","Santa Teresinha PB","Umburatiba MG","Itagimirim BA","São Valério TO","Barrolândia TO","Morro da Garça MG","Cantagalo MG","Itambé do Mato Dentro MG","Vila Boa GO","Nossa Senhora do Livramento MT",5106109,1547,1417,3068,2008,436,333,2747,2374,2615,5563
"Piratini RS","Sério RS","Ipiranga PR","Rochedo MS","Igaratinga MG","Imbituva PR","Jesuânia MG","Avelinópolis GO","Tavares RS","São João da Mata MG","Nova Bandeirantes MT",5106158,4922,5031,4061,5166,2586,4057,2651,5347,5047,2970
"Santa Rita de Minas MG","Capixaba AC","Cerro Azul PR","Campo do Brito SE","Caravelas BA","Abel Figueiredo PA","Itapiratins TO","Mundo Novo BA","Coronel Domingos Soares PR","Taquaritinga do Norte PE","Nova Nazaré MT",5106174,2935,57,3984,1760,1913,153,372,2093,3997,1633
"Joaquim Felício MG","Itueta MG","Olaria MG","Piedade dos Gerais MG","Pedras Altas RS","Argirita MG","Lagoão RS","Santa Rita do Novo Destino GO","Ervália MG","Piau MG","Nova Lacerda MT",5106182,2656,2629,2772,2832,4911,2291,4832,5525,2512,2828
