"V1.nome","V2.nome","V3.nome","V4.nome","V5.nome","V6.nome","V7.nome","V8.nome","V9.nome","V10.nome","origem.nome","origem","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Campo Redondo RN","Pacoti CE","Retirolândia BA","Baixio CE","Bacabeira MA","Lajes RN","Guimarães MA","Muribeca SE","Mirinzal MA","São Félix BA","Ipiranga do Piauí PI",2204808,"2402105","2309805","2926103","2301802","2101251","2406700","2104909","2804300","2106805","2929008"
"Vale do Anari RO","Theobroma RO","Governador Jorge Teixeira RO","Bujari AC","Seringueiras RO","Tacuru MS","Frei Paulo SE","Nova União RO","Inácio Martins PR","Sericita MG","Isaías Coelho PI",2204907,"1101757","1101609","1101005","1200138","1101500","5007950","2802304","1101435","4110201","3166303"
"Quatipuru PA","São José do Jacuípe BA","Caetanos BA","Brejão PE","Uarini AM","Mirante BA","Coité do Nóia AL","Porto Walter AC","Floresta Azul BA","Lagoa dos Gatos PE","Itainópolis PI",2205003,"1506112","2929370","2905156","2602407","1304260","2921450","2702009","1200393","2911006","2608701"
"Pau Brasil BA","Lucena PB","Andorinha BA","Carnaubais RN","Itapebi BA","Brejinho RN","Bom Jesus RN","Itamari BA","Wagner BA","Cristino Castro PI","Itaueira PI",2205102,"2923902","2508604","2901353","2402501","2916302","2401800","2401701","2915700","2933406","2203107"
"Capim PB","Coronel José Dias PI","Caridade do Piauí PI","Benedito Leite MA","Damião PB","São João do Arraial PI","São Miguel de Taipu PB","Feira Nova do Maranhão MA","Massapê do Piauí PI","Nossa Senhora dos Remédios PI","Jacobina do Piauí PI",2205151,"2504033","2202851","2202554","2101806","2505352","2209971","2515005","2104073","2206050","2206803"
"Jataúba PE","Coronel João Sá BA","Colônia Leopoldina AL","Correntes PE","Juruá AM","São Vicente Ferrer PE","Sítio do Quinto BA","Arara PB","Passagem Franca MA","Novo Lino AL","Jaicós PI",2205201,"2608008","2909208","2702108","2604700","1302207","2613800","2930766","2500908","2107902","2705606"
"Granjeiro CE","Bela Vista do Piauí PI","Carrasco Bonito TO","Santa Cruz dos Milagres PI","Malhada dos Bois SE","Itacuruba PE","Santana do São Francisco SE","Nossa Senhora de Lourdes SE","Telha SE","Santa Cruz do Piauí PI","Jardim do Mulato PI",2205250,"2304806","2201556","1703891","2209153","2803807","2607406","2806404","2804706","2807303","2209104"
"São José do Divino PI","São Félix de Balsas MA","Josenópolis MG","Nova Santa Rita PI","Pedra Grande RN","São José de Espinharas PB","Jurema PI","Barra D'Alcântara PI","São José de Princesa PB","Olho D'Água PB","Jatobá do Piauí PI",2205276,"2210052","2110807","3136579","2207959","2409506","2514404","2205532","2201176","2514552","2510402"
"Santa Rosa do Tocantins TO","Nossa Senhora de Nazaré PI","Aricanduva MG","Bertópolis MG","Santa Maria RN","Boa Ventura PB","Ouro Verde de Minas MG","Padre Carvalho MG","São Bentinho PB","Santa Efigênia de Minas MG","Jerumenha PI",2205300,"1718907","2206753","3104452","3106606","2409332","2502102","3146206","3146255","2513927","3157500"
"Cajazeiras do Piauí PI","Riachão PB","São Luis do Piauí PI","Prata do Piauí PI","Pedra Preta RN","Olho D'Água do Piauí PI","Salgadinho PB","Curralinhos PI","São Sebastião do Tocantins TO","Itaubal AP","João Costa PI",2205359,"2202075","2512747","2210375","2208601","2409605","2207108","2513000","2203255","1720309","1600253"
"Guajará AM","Alvarães AM","São João das Missões MG","Santa Filomena PE","Dois Riachos AL","Pedro Alexandre BA","Santa Luzia do Itanhy SE","Queimada Nova PI","Dário Meira BA","Maraã AM","Joaquim Pires PI",2205409,"1301654","1300029","3162450","2612554","2702504","2924207","2806305","2208650","2910008","1302801"
"Paquetá PI","Belo Monte AL","Recursolândia TO","Casserengue PB","Damião PB","Massapê do Piauí PI","Brejo do Piauí PI","Caxingó PI","Nova Itarana BA","Guaribas PI","Joca Marques PI",2205458,"2207553","2700904","1718501","2504157","2505352","2206050","2201988","2202653","2922805","2204550"
"Lavras da Mangabeira CE","Entre Rios BA","Pilar AL","Simão Dias SE","Nova Cruz RN","Altos PI","Maragogipe BA","Ruy Barbosa BA","Esperantina PI","Delmiro Gouveia AL","José de Freitas PI",2205508,"2307502","2910503","2706901","2807105","2408300","2200400","2920601","2927200","2203701","2702405"
"Itaubal AP","Manoel Emídio PI","São Sebastião do Tocantins TO","Geminiano PI","Nova Colinas MA","Alvorada do Gurguéia PI","Lagoa PB","Arraial PI","Vieirópolis PB","Patos do Piauí PI","Juazeiro do Piauí PI",2205516,"1600253","2205904","1720309","2204352","2107258","2200459","2508109","2201002","2517209","2207777"
"Santarém Novo PA","São João da Ponta PA","Moraújo CE","Juvenília MG","Presidente Médici MA","São Braz do Piauí PI","Feira da Mata BA","Riachinho TO","Pai Pedro MG","Canavieira PI","Júlio Borges PI",2205524,"1506906","1507466","2308807","3136959","2109239","2209559","2910776","1718550","3146552","2202251"
"Curralinhos PI","Nova Santa Rita PI","Arraial PI","São Félix de Balsas MA","São João do Tigre PB","São José de Princesa PB","São José do Divino PI","Pedra Grande RN","Jatobá do Piauí PI","Geminiano PI","Jurema PI",2205532,"2203255","2207959","2201002","2110807","2514107","2514552","2210052","2409506","2205276","2204352"
"Emas PB","Jundiá RN","Cacimba de Areia PB","Nova Belém MG","Presidente Kubitschek MG","Lafaiete Coutinho BA","Riacho de Santana RN","Lagoa de Velhos RN","Prata PB","Taboleiro Grande RN","Lagoinha do Piauí PI",2205540,"2505907","2406155","2503407","3144672","3153301","2918704","2410801","2406403","2512200","2413805"
"Brejão PE","Morpará BA","Lagoa de Pedras RN","Campestre AL","Cardeal da Silva BA","Floresta Azul BA","Apuarema BA","São José do Jacuípe BA","Boqueirão do Piauí PI","Avelino Lopes PI","Lagoa Alegre PI",2205557,"2602407","2921609","2406304","2701357","2907004","2911006","2901957","2929370","2201945","2201101"
"Pau D'Arco do Piauí PI","Recursolândia TO","São Francisco de Assis do Piauí PI","São Roberto MA","Ribeira do Piauí PI","Joca Marques PI","Pavussu PI","Casserengue PB","São João da Fronteira PI","Gado Bravo PB","Lagoa do Barro do Piauí PI",2205565,"2207793","1718501","2209658","2111672","2208874","2205458","2207850","2504157","2209872","2506251"
"São Roberto MA","Lagoa do Sítio PI","Campo Grande AL","Nossa Senhora dos Remédios PI","Nova Itarana BA","Massapê do Piauí PI","Casserengue PB","Santana de Mangueira PB","São José dos Ramos PB","Gado Bravo PB","Lagoa de São Francisco PI",2205573,"2111672","2205599","2701506","2206803","2922805","2206050","2504157","2513505","2514453","2506251"
"Logradouro PB","Nossa Senhora de Nazaré PI","Santa Maria RN","Riacho de Santana RN","Barra D'Alcântara PI","Mar Vermelho AL","Aricanduva MG","São José do Peixe PI","Feira Nova SE","Jundiá RN","Lagoa do Piauí PI",2205581,"2508554","2206753","2409332","2410801","2201176","2704906","3104452","2210102","2802205","2406155"
"Currais PI","Fartura do Piauí PI","Várzea Branca PI","Santana de Mangueira PB","Lagoa de São Francisco PI","Lajedinho BA","São José dos Ramos PB","São João do Tigre PB","Frei Lagonegro MG","Tanque D'Arca AL","Lagoa do Sítio PI",2205599,"2203230","2203750","2211357","2513505","2205573","2919009","2514453","2514107","3126950","2709004"
"Caldeirão Grande do Piauí PI","Serra de São Bento RN","Congo PB","Aiquara BA","Gracho Cardoso SE","Alegrete do Piauí PI","Nova Iorque MA","Lajeado Novo MA","Sussuapara PI","Porto do Mangue RN","Landri Sales PI",2205607,"2202091","2413300","2504702","2900603","2802601","2200277","2107308","2105989","2210938","2410256"
"Canhotinho PE","Pio Xii MA","Feijó AC","Miguel Alves PI","Tarauacá AC","Carauari AM","Planalto BA","São Joaquim do Monte PE","Presidente Tancredo Neves BA","Fonte Boa AM","Luís Correia PI",2205706,"2603702","2108702","1200302","2206209","1200609","1301001","2925006","2613305","2925758","1301605"
"Mari PB","São Luís do Quitunde AL","Quijingue BA","Nova Soure BA","Ipubi PE","Conde BA","Ibimirim PE","Lagoa da Canoa AL","Taquarana AL","São Sebastião AL","Luzilândia PI",2205805,"2509107","2708501","2925907","2922904","2607307","2908606","2606606","2704104","2709103","2708808"
"Santa Cruz do Arari PA","Moraújo CE","Sítio do Mato BA","Januário Cicco RN","Amaturá AM","Júlio Borges PI","Santo Antônio do Retiro MG","Ipaporanga CE","Faro PA","Curuá PA","Madeiro PI",2205854,"1506401","2308807","2930758","2405306","1300060","2205524","3160454","2305654","1503002","1502855"
"Vieirópolis PB","Jacaré dos Homens AL","Juazeiro do Piauí PI","Itaubal AP","Santa Cruz de Salinas MG","São João da Serra PI","Sucupira do Riachão MA","Patos do Piauí PI","Geminiano PI","Alcantil PB","Manoel Emídio PI",2205904,"2517209","2703403","2205516","1600253","3157377","2209906","2111953","2207777","2204352","2500536"
