"V1.nome","V2.nome","V3.nome","V4.nome","V5.nome","V6.nome","V7.nome","V8.nome","V9.nome","V10.nome","origem.nome","origem","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"Sete Lagoas MG","Dourados MS","Praia Grande SP","Mesquita RJ","Divinópolis MG","Cabo Frio RJ","Várzea Grande MT","Paranaguá PR","Sumaré SP","Rondonópolis MT","Cachoeiro de Itapemirim ES",3201209,"3167202","5003702","3541000","3302858","3122306","3300704","5108402","4118204","3552403","5107602"
"Aparecida de Goiânia GO","Governador Valadares MG","São João de Meriti RJ","Campos dos Goytacazes RJ","Várzea Grande MT","Itaquaquecetuba SP","Serra ES","Magé RJ","Olinda PE","Gravataí RS","Cariacica ES",3201308,"5201405","3127701","3305109","3301009","5108402","3523107","3205002","3302502","2609600","4309209"
"Assis Chateaubriand PR","Fraiburgo SC","Além Paraíba MG","Porangatu GO","Goioerê PR","Ouro Fino MG","Iguape SP","Curitibanos SC","Jardinópolis SP","Itaqui RS","Castelo ES",3201407,"4102000","4205506","3101508","5218003","4108601","3146008","3520301","4204806","3525102","4310603"
"Apucarana PR","Tatuí SP","Arapongas PR","Itumbiara GO","Bagé RS","São Mateus ES","Cambé PR","Ituiutaba MG","Formosa GO","Leme SP","Colatina ES",3201506,"4101408","3554003","4101507","5211503","4301602","3204906","4103701","3134202","5208004","3526704"
"Belo Oriente MG","São Francisco do Conde BA","Taiobeiras MG","Pau dos Ferros RN","Tocantinópolis TO","Mantena MG","Carandaí MG","Pilar do Sul SP","Campos Gerais MG","Turmalina MG","Conceição da Barra ES",3201605,"3106309","2929206","3168002","2409407","1721208","3139607","3113206","3537909","3111606","3169703"
"Paraúna GO","Paranaíta MT","Peixe TO","Vila Valério ES","Teixeiras MG","Fontoura Xavier RS","Capela de Santana RS","Trajano de Moraes RJ","Pedralva MG","Iretama PR","Conceição do Castelo ES",3201704,"5216403","5106299","1716604","3205176","3168507","4308300","4304689","3305901","3149101","4110805"
"Oratórios MG","Santo Antônio do Grama MG","Santa Cruz do Escalvado MG","Dom Joaquim MG","Acaiaca MG","Dores de Guanhães MG","Dores do Turvo MG","Olhos-D'Água MG","Joaquim Felício MG","Bonópolis GO","Divino de São Lourenço ES",3201803,"3145851","3160108","3157401","3122603","3100401","3123106","3123304","3145455","3136405","5203575"
"Santa Maria de Jetibá ES","Imbituva PR","Iúna ES","Mimoso do Sul ES","Juara MT","Candelária RS","Afonso Cláudio ES","Espigão D'Oeste RO","Rio Branco do Sul PR","Ribas do Rio Pardo MS","Domingos Martins ES",3201902,"3204559","4110102","3203007","3203403","5105101","4304200","3200102","1100098","4122206","5007109"
"Ferreira Gomes AP","Alvorada do Norte GO","Pium TO","Adrianópolis PR","São João do Oriente MG","Divinópolis de Goiás GO","Boa Ventura de São Roque PR","Alto Rio Novo ES","Munhoz MG","Reserva do Iguaçu PR","Dores do Rio Preto ES",3202009,"1600238","5200803","1717503","4100202","3162609","5208301","4103040","3200359","3143807","4121752"
"Pancas ES","Ilha de Itamaracá PE","Extremoz RN","Taiobeiras MG","Santo Antônio do Amparo MG","Pedro Canário ES","Monte Azul MG","Pojuca BA","Ipaba MG","Brasília de Minas MG","Ecoporanga ES",3202108,"3204005","2607604","2403608","3168002","3159902","3204054","3142908","2925204","3131158","3108602"
"Giruá RS","Paranapanema SP","Dores do Indaiá MG","Salto do Lontra PR","Terra Rica PR","Itapaci GO","Crissiumal RS","Luz MG","Diamantino MT","Jaguaruna SC","Fundão ES",3202207,"4309001","3535804","3123205","4123006","4127304","5210901","4306007","3138807","5103502","4208807"
"Marilândia ES","Goianápolis GO","Tabaporã MT","Santa Izabel do Oeste PR","Andrelândia MG","São José do Calçado ES","Areiópolis SP","Ribeirão do Pinhal PR","São Sebastião da Grama SP","Anita Garibaldi SC","Governador Lindenberg ES",3202256,"3203353","5208400","5107941","4123808","3102803","3204807","3503604","4121901","3550803","4201000"
"São João Nepomuceno MG","Cláudio MG","Mateus Leme MG","Igarapé MG","Marataízes ES","Manhumirim MG","São Gonçalo do Sapucaí MG","Caçapava do Sul RS","Oliveira MG","Bataguassu MS","Guaçuí ES",3202306,"3162906","3116605","3140704","3130101","3203320","3139508","3162005","4302808","3145604","5001904"
"Ituiutaba MG","Guaíba RS","Ubá MG","Tangará da Serra MT","Três Lagoas MS","Sapucaia do Sul RS","Bagé RS","Araucária PR","Cambé PR","Caldas Novas GO","Guarapari ES",3202405,"3134202","4309308","3169901","5107958","5008305","4320008","4301602","4101804","4103701","5204508"
"Carlos Chagas MG","Serro MG","Raul Soares MG","Candeias do Jamari RO","Mutum MG","Muniz Freire ES","Terenos MS","Piratini RS","Inhapim MG","Cocalzinho de Goiás GO","Ibatiba ES",3202454,"3113701","3167103","3154002","1100809","3144003","3203700","5008008","4314605","3130903","5205513"
"Rio dos Cedros SC","Tuparendi RS","Agrolândia SC","Cruzeiro do Sul RS","Jaguapitã PR","Itapuí SP","Peabiru PR","Marmeleiro PR","Montividiu GO","Nova Aurora PR","Ibiraçu ES",3202504,"4214706","4322301","4200200","4306205","4111902","3522901","4118808","4115408","5213756","4116703"
"Santana de Pirapama MG","Monte Alegre de Goiás GO","Coroaci MG","Caputira MG","Mambaí GO","São José do Cerrito SC","Rubim MG","Santana do Manhuaçu MG","Barra Longa MG","Divinolândia de Minas MG","Ibitirama ES",3202553,"3158508","5213509","3119203","3112901","5212709","4216800","3156601","3158904","3105707","3122207"
"Chavantes SP","Borborema SP","Ipaussu SP","Itapejara D'Oeste PR","Quilombo SC","Raposos MG","Mineiros do Tietê SP","Araputanga MT","São Lourenço da Serra SP","Bernardino de Campos SP","Iconha ES",3202603,"3557204","3507407","3520905","4111209","4214201","3153905","3529807","5101258","3549953","3506300"
"Mirante da Serra RO","Mariluz PR","Tibau do Sul RN","Santa Leopoldina ES","São João do Triunfo PR","Monte Carlo SC","Porto Esperidião MT","Palmital PR","Carmo da Cachoeira MG","Tijucas do Sul PR","Irupi ES",3202652,"1101302","4115101","2414209","3204500","4125100","4211058","5106828","4117800","3113909","4127601"
"Mallet PR","Cacequi RS","Muqui ES","Barbosa Ferraz PR","Guiratinga MT","Santa Mariana PR","Florestópolis PR","Itaberá SP","São Roque do Canaã ES","Piên PR","Itaguaçu ES",3202702,"4113908","4302907","3203809","4102505","5104203","4123907","4108007","3521705","3204955","4119103"
"Poconé MT","Jaguarari BA","Pinhão PR","Presidente Figueiredo AM","Pedro Canário ES","Extremoz RN","Salinópolis PA","São Sebastião do Passé BA","Almenara MG","Pojuca BA","Itapemirim ES",3202801,"5106505","2917706","4119301","1303536","3204054","2403608","1506203","2929503","3101706","2925204"
"Serra Azul SP","Batayporã MS","Arceburgo MG","Nova Canaã do Norte MT","Teixeiras MG","Boa Esperança do Sul SP","Pedralva MG","Paraúna GO","Itiquira MT","Catanduvas PR","Itarana ES",3202900,"3551405","5002001","3104106","5106216","3168507","3506706","3149101","5216403","5104609","4105003"
"Mimoso do Sul ES","Afonso Cláudio ES","Nepomuceno MG","Domingos Martins ES","Raul Soares MG","Posse GO","Inhapim MG","São Miguel do Araguaia GO","Itaparica BA","Conselheiro Pena MG","Iúna ES",3203007,"3203403","3200102","3144607","3201902","3154002","5218300","3130903","5220207","2916104","3118403"
"Aimorés MG","Pinheiros ES","Buritis MG","Canaã dos Carajás PA","Paty do Alferes RJ","Mantena MG","Confresa MT","Pau dos Ferros RN","Miracema do Tocantins TO","Bom Jesus PI","Jaguaré ES",3203056,"3101102","3204104","3109303","1502152","3303856","3139607","5103353","2409407","1713205","2201903"
"Mara Rosa GO","Estiva MG","Carmo da Mata MG","São Gonçalo do Pará MG","Alto Paraná PR","Angélica MS","Vargem SP","Recreio MG","São José da Bela Vista SP","Campinorte GO","Jerônimo Monteiro ES",3203106,"5212808","3124500","3114006","3161809","4100608","5000856","3556354","3154101","3549508","5204706"
"Potirendaba SP","Chapadão do Sul MS","Ipuã SP","Cordeirópolis SP","Sobradinho RS","Balneário Piçarras SC","Tarumã SP","Getúlio Vargas RS","Feliz RS","Garopaba SC","João Neiva ES",3203130,"3540804","5002951","3521309","3512407","4320701","4212809","3553955","4308904","4308102","4205704"
"Presidente Kennedy ES","Varre-Sai RJ","Lebon Régis SC","Mantenópolis ES","Iapu MG","Água Doce do Norte ES","Carlinda MT","Ventania PR","Miranorte TO","General Carneiro PR","Laranja da Terra ES",3203163,"3204302","3306156","4209706","3203304","3129301","3200169","5102793","4128534","1713304","4108502"
"Sapucaia do Sul RS","Araruama RJ","Ubá MG","Cabo Frio RJ","Guaíba RS","Itaperuna RJ","São Mateus ES","Guarapari ES","Cambé PR","Bagé RS","Linhares ES",3203205,"4320008","3300209","3169901","3300704","4309308","3302205","3204906","3202405","4103701","4301602"
"Laranja da Terra ES","Lebon Régis SC","General Carneiro PR","Presidente Kennedy ES","Miranorte TO","Carlinda MT","Rebouças PR","Varre-Sai RJ","Água Doce do Norte ES","Mucajaí RR","Mantenópolis ES",3203304,"3203163","4209706","4108502","3204302","1713304","5102793","4121505","3306156","3200169","1400308"
"Igarapé MG","Oliveira MG","Guaçuí ES","Jaraguá GO","Boa Esperança MG","Nanuque MG","Caçapava do Sul RS","Mateus Leme MG","Lapa PR","Goianira GO","Marataízes ES",3203320,"3130101","3145604","3202306","5211800","3107109","3144300","4302808","3140704","4113205","5208806"
"Campanha MG","Arroio do Tigre RS","Bela Vista do Paraíso PR","Pouso Redondo SC","Itamonte MG","Palmares do Sul RS","Rio Paranaíba MG","Planura MG","Ibiraci MG","Carmópolis de Minas MG","Marechal Floriano ES",3203346,"3110905","4301206","4102802","4213708","3133006","4313656","3155504","3151602","3129707","3114501"
"Governador Lindenberg ES","Goianápolis GO","Andrelândia MG","Santa Izabel do Oeste PR","Tabaporã MT","São José do Calçado ES","Riolândia SP","Ribeirão do Pinhal PR","Cachoeira de Minas MG","Tomazina PR","Marilândia ES",3203353,"3202256","5208400","3102803","4123808","5107941","3204807","3544202","4121901","3109709","4127809"
"Iúna ES","Afonso Cláudio ES","Nepomuceno MG","São Miguel do Araguaia GO","Domingos Martins ES","Itaparica BA","Raul Soares MG","Espigão D'Oeste RO","Posse GO","Pinheiros ES","Mimoso do Sul ES",3203403,"3203007","3200102","3144607","5220207","3201902","2916104","3154002","1100098","5218300","3204104"
"Paranatinga MT","Iguatemi MS","Aripuanã MT","São Francisco de Assis RS","São Miguel do Araguaia GO","Piratini RS","Arroio Grande RS","Santo Antônio do Sudoeste PR","Nazaré Paulista SP","São José do Vale do Rio Preto RJ","Montanha ES",3203502,"5106307","5004304","5101407","4318101","5220207","4314605","4301305","4124400","3532405","3305158"
"Senador Amaral MG","Alfredo Vasconcelos MG","Bela Vista do Toldo SC","Nova União MG","Ibertioga MG","Naque MG","Canabrava do Norte MT","Augusto de Lima MG","Pescador MG","Cabeceiras GO","Mucurici ES",3203601,"3165578","3101631","4202131","3136603","3129400","3144359","5102694","3104809","3150000","5204003"
"Carlos Chagas MG","Candeias do Jamari RO","Santa Maria do Suaçuí MG","Sabinópolis MG","Taguatinga TO","Cocalzinho de Goiás GO","Simonésia MG","Felixlândia MG","Mutum MG","Abre Campo MG","Muniz Freire ES",3203700,"3113701","1100809","3158201","3156809","1720903","5205513","3167608","3125705","3144003","3100302"
"Cacequi RS","Cambuci RJ","Santa Mariana PR","Barbosa Ferraz PR","São João do Ivaí PR","Quatis RJ","Piên PR","Itaguaçu ES","Rio Piracicaba MG","São Roque do Canaã ES","Muqui ES",3203809,"4302907","3300902","4123907","4102505","4125001","3304128","4119103","3202702","3155702","3204955"
"Diamantina MG","Itaqui RS","Piedade SP","São Mateus do Sul PR","Paiçandu PR","Lapa PR","Inhumas GO","Porangatu GO","Curitibanos SC","Jaraguá GO","Nova Venécia ES",3203908,"3121605","4310603","3537800","4125605","4117503","4113205","5210000","5218003","4204806","5211800"
"Confresa MT","Extremoz RN","Buritis MG","Ecoporanga ES","Vargem Alta ES","Sengés PR","Pinheiros ES","Nepomuceno MG","Itaparica BA","Lajinha MG","Pancas ES",3204005,"5103353","2403608","3109303","3202108","3205036","4126306","3204104","3144607","2916104","3137700"
"Extremoz RN","Itapemirim ES","Ilha de Itamaracá PE","Pinhão PR","Lajinha MG","Santo Antônio do Leverger MT","Vargem Alta ES","Itaporã MS","Poconé MT","Jaguarari BA","Pedro Canário ES",3204054,"2403608","3202801","2607604","4119301","3137700","5107800","3205036","5004502","5106505","2917706"
"Buritis MG","Confresa MT","Jaguaré ES","Nepomuceno MG","São Miguel do Araguaia GO","São Francisco de Assis RS","Pancas ES","Vargem Alta ES","Aripuanã MT","Miracema do Tocantins TO","Pinheiros ES",3204104,"3109303","5103353","3203056","3144607","5220207","4318101","3204005","3205036","5101407","1713205"
"Paraisópolis MG","Altônia PR","Carmo do Rio Claro MG","Alpinópolis MG","Areado MG","Giruá RS","Caconde SP","Paraguaçu MG","Anchieta ES","Borda da Mata MG","Piúma ES",3204203,"3147303","4100509","3114402","3101904","3104304","4309001","3508702","3147204","3200409","3108305"
"São José da Boa Vista PR","São João da Baliza RR","Amaporã PR","Baldim MG","Barra do Chapéu SP","São João do Sabugi RN","São João do Jaguaribe CE","Grossos RN","São Pedro dos Ferros MG","Araguaçu TO","Ponto Belo ES",3204252,"4125407","1400506","4100905","3105004","3505351","2412104","2312502","2404408","3164001","1702000"
"Laranja da Terra ES","Varre-Sai RJ","Lebon Régis SC","Mantenópolis ES","Ventania PR","Carlinda MT","Miranorte TO","Juruena MT","São João do Oriente MG","Iapu MG","Presidente Kennedy ES",3204302,"3203163","3306156","4209706","3203304","4128534","5102793","1713304","5105176","3162609","3129301"
"Sapucaia RJ","Tocantins MG","Guareí SP","Faxinal PR","Entre Rios de Minas MG","Pedra Preta MT","Cerejeiras RO","Mangueirinha PR","Rio Claro RJ","Bom Sucesso MG","Rio Bananal ES",3204351,"3305406","3169000","3518503","4107603","3123908","5106372","1100056","4114401","3304409","3108008"
"São Pedro do Ivaí PR","Pirapetinga MG","Ribeirão Claro PR","Carlópolis PR","Paranacity PR","Crissiumal RS","Paranaiguara GO","Salto do Lontra PR","Jesuítas PR","Buriti Alegre GO","Rio Novo do Sul ES",3204401,"4125803","3151107","4121802","4104709","4118105","4306007","5216304","4123006","4112751","5203906"
"São João do Triunfo PR","Irupi ES","Imbaú PR","Rio Bonito do Iguaçu PR","Mariluz PR","Vale do Paraíso RO","Mirante da Serra RO","Campo do Brito SE","Lagoa da Confusão TO","Rio Maria PA","Santa Leopoldina ES",3204500,"4125100","3202652","4110078","4122156","4115101","1101807","1101302","2801009","1711902","1506161"
"Domingos Martins ES","Candelária RS","Juara MT","Imbituva PR","Palmas PR","Novo Progresso PA","Espigão D'Oeste RO","Rio Branco do Sul PR","Mimoso do Sul ES","Iúna ES","Santa Maria de Jetibá ES",3204559,"3201902","4304200","5105101","4110102","4117602","1505031","1100098","4122206","3203403","3203007"
"Bela Vista de Goiás GO","Tupanciretã RS","Júlio de Castilhos RS","Diamantino MT","Morro Agudo SP","Itaiópolis SC","Jardim MS","Santo Antônio do Monte MG","Siqueira Campos PR","Hidrolândia GO","Santa Teresa ES",3204609,"5203302","4322202","4311205","5103502","3531902","4208104","5005004","3160405","4126603","5209705"
"Lagoa Grande MG","Itapirapuã GO","Arceburgo MG","Bonfinópolis GO","Apiacás MT","Nova Fátima PR","Passa Tempo MG","Figueira PR","Dom Aquino MT","Iraí RS","São Domingos do Norte ES",3204658,"3137536","5211008","3104106","5203559","5100805","4117008","3147709","4107751","5103601","4310504"
"Coxim MS","Três Coroas RS","Guaratuba PR","Juína MT","Itaberaí GO","Guaíra PR","Morro Agudo SP","Laranjeiras do Sul PR","Tramandaí RS","Bela Vista de Goiás GO","São Gabriel da Palha ES",3204708,"5003306","4321709","4109609","5105150","5210406","4108809","3531902","4113304","4321600","5203302"
"Planalto RS","Querência do Norte PR","Governador Lindenberg ES","Marilândia ES","Nova Glória GO","São João D'Aliança GO","Passa Tempo MG","Dores de Campos MG","Quatis RJ","Ouro Verde SP","São José do Calçado ES",3204807,"4314704","4121000","3202256","3203353","5214861","5220009","3147709","3123007","3304128","3534807"
"Cambé PR","Itaperuna RJ","Formosa GO","Colatina ES","Leme SP","Bagé RS","Campo Largo PR","Unaí MG","Apucarana PR","Sant'Ana do Livramento RS","São Mateus ES",3204906,"4103701","3302205","5208004","3201506","3526704","4301602","4104204","3170404","4101408","4317103"
"Santa Mariana PR","Florestópolis PR","Piên PR","Santa Tereza do Oeste PR","São João do Ivaí PR","Joaquim Távora PR","Cacequi RS","Muqui ES","Quatis RJ","Barbosa Ferraz PR","São Roque do Canaã ES",3204955,"4123907","4108007","4119103","4124020","4125001","4112801","4302907","3203809","3304128","4102505"
"Olinda PE","Carapicuíba SP","Guarujá SP","Várzea Grande MT","Cariacica ES","São João de Meriti RJ","Governador Valadares MG","Aparecida de Goiânia GO","Betim MG","Macapá AP","Serra ES",3205002,"2609600","3510609","3518701","5108402","3201308","3305109","3127701","5201405","3106705","1600303"
"Extremoz RN","Bom Jesus PI","Jaguarari BA","Confresa MT","Santo Antônio do Leverger MT","Canaã dos Carajás PA","Mantena MG","Pancas ES","Lajinha MG","Tanguá RJ","Sooretama ES",3205010,"2403608","2201903","2917706","5103353","5107800","1502152","3139607","3204005","3137700","3305752"
"Sengés PR","Lajinha MG","Santo Antônio do Leverger MT","São Miguel do Araguaia GO","Mucajaí RR","Buritis MG","Pancas ES","Itaporã MS","São José do Vale do Rio Preto RJ","Confresa MT","Vargem Alta ES",3205036,"4126306","3137700","5107800","5220207","1400308","3109303","3204005","5004502","3305158","5103353"
"Itapaci GO","Taquari RS","Ivinhema MS","Santo Antônio do Monte MG","Dois Córregos SP","Vera Cruz RS","Altinópolis SP","Ibirama SC","São Sebastião do Caí RS","Carambeí PR","Venda Nova do Imigrante ES",3205069,"5210901","4321303","5004700","3160405","3514106","4322707","3501004","4206900","4319505","4104659"
"Cajazeiras PB","Catu BA","Dias D'Ávila BA","Balsas MA","Cachoeiras de Macacu RJ","Prudentópolis PR","Jaru RO","Guapimirim RJ","Esmeraldas MG","Sousa PB","Viana ES",3205101,"2503704","2907509","2910057","2101400","3300803","4120606","1100114","3301850","3124104","2516201"
"Monte Castelo SC","Marilena PR","Nazareno MG","Virginópolis MG","Marilândia do Sul PR","Serrania MG","Anita Garibaldi SC","Campo do Meio MG","Antônio Carlos MG","Coqueiral MG","Vila Pavão ES",3205150,"4211108","4115002","3144508","3171808","4114906","3166907","4201000","3111309","3102902","3118700"
"Contenda PR","Boa Esperança do Sul SP","Nazaré Paulista SP","Conceição do Castelo ES","Maurilândia GO","Mozarlândia GO","Aripuanã MT","Barra do Ribeiro RS","Montanha ES","Mar de Espanha MG","Vila Valério ES",3205176,"4106209","3506706","3532405","3201704","5213004","5214002","5101407","4301909","3203502","3139805"
"Bauru SP","Piracicaba SP","São José do Rio Preto SP","Maringá PR","Jundiaí SP","São José dos Campos SP","Caxias do Sul RS","São Bernardo do Campo SP","Ribeirão Preto SP","Barueri SP","Vila Velha ES",3205200,"3506003","3538709","3549805","4115200","3525904","3549904","4305108","3548708","3543402","3505708"
"Santos SP","Florianópolis SC","Niterói RJ","Jundiaí SP","Maringá PR","São Caetano do Sul SP","Santo André SP","Bauru SP","Valinhos SP","São José dos Campos SP","Vitória ES",3205309,"3548500","4205407","3303302","3525904","4115200","3548807","3547809","3506003","3556206","3549904"
"Teresópolis RJ","Guarapuava PR","Sapucaia do Sul RS","Cabo Frio RJ","Linhares ES","Nova Friburgo RJ","Araucária PR","Ubá MG","São Leopoldo RS","Guarapari ES","Angra dos Reis RJ",3300100,"3305802","4109401","4320008","3300704","3203205","3303401","4101804","3169901","4318705","3202405"
"Prudente de Morais MG","Arenápolis MT","Comendador Levy Gasparian RJ","Araruna PR","Ponte Serrada SC","Itambaracá PR","Piên PR","Águia Branca ES","Rio Piracicaba MG","São Roque do Canaã ES","Aperibé RJ",3300159,"3153608","5101308","3300951","4101705","4213401","4111001","4119103","3200136","3155702","3204955"
"Ubá MG","Sapucaia do Sul RS","Linhares ES","Fazenda Rio Grande PR","Pará de Minas MG","Caratinga MG","Sant'Ana do Livramento RS","Itaperuna RJ","Guaíba RS","Corumbá MS","Araruama RJ",3300209,"3169901","4320008","3203205","4107652","3147105","3113404","4317103","3302205","4309308","5003207"
"Resende Costa MG","Maurilândia GO","Mar de Espanha MG","Mozarlândia GO","Jardim Alegre PR","Eldorado MS","Três Barras do Paraná PR","Nova Canaã do Norte MT","Guia Lopes da Laguna MS","Terra de Areia RS","Areal RJ",3300225,"3154200","5213004","3139805","5214002","4112504","5003751","4127858","5106216","5004106","4321436"
"Goiatuba GO","Santa Cruz das Palmeiras SP","Campo Novo do Parecis MT","Laranjal Paulista SP","Guaratuba PR","Santa Helena de Goiás GO","Socorro SP","Guaíra PR","Itaberaí GO","Colíder MT","Armação dos Búzios RJ",3300233,"5209101","3546306","5102637","3526407","4109609","5219308","3552106","4108809","5210406","5103205"
"São Luís de Montes Belos GO","Marialva PR","Brotas SP","Santa Terezinha de Itaipu PR","Coronel Vivida PR","Guararema SP","São Manuel SP","Bandeirantes PR","Bom Jesus do Itabapoana RJ","Palmital SP","Arraial do Cabo RJ",3300258,"5220108","4114807","3507902","4124053","4106506","3518305","3550100","4102406","3300605","3535309"
"Cubatão SP","Vilhena RO","Telêmaco Borba PR","Itanhaém SP","Cajamar SP","Itaguaí RJ","Guaíba RS","Ouro Preto MG","Itaperuna RJ","Três Rios RJ","Barra do Piraí RJ",3300308,"3513504","1100304","4127106","3522109","3509205","3302007","4309308","3146107","3302205","3306008"
"Parauapebas PA","Cubatão SP","Itabuna BA","Barreiras BA","Linhares ES","Cachoeiro de Itapemirim ES","Mossoró RN","Governador Valadares MG","Cabo Frio RJ","Valparaíso de Goiás GO","Barra Mansa RJ",3300407,"1505536","3513504","2914802","2903201","3203205","3201209","2408003","3127701","3300704","5221858"
"Ribeirão das Neves MG","Caruaru PE","Petrolina PE","Vitória da Conquista BA","Camaçari BA","Feira de Santana BA","Caucaia CE","Ananindeua PA","Juazeiro do Norte CE","Itaboraí RJ","Belford Roxo RJ",3300456,"3154606","2604106","2611101","2933307","2905701","2910800","2303709","1500800","2307304","3301900"
"Mandirituba PR","Novo Progresso PA","Espigão D'Oeste RO","Padre Bernardo GO","Santo Antônio do Sudoeste PR","Arroio Grande RS","Imbituva PR","Bonito MS","Piratini RS","Paranatinga MT","Bom Jardim RJ",3300506,"4114302","1505031","1100098","5215603","4124400","4301305","4110102","5002209","4314605","5106307"
"Bandeirantes PR","Marialva PR","Ivaiporã PR","Palmeira das Missões RS","Bertioga SP","São Luís de Montes Belos GO","Guariba SP","Guararema SP","Pederneiras SP","Cabreúva SP","Bom Jesus do Itabapoana RJ",3300605,"4102406","4114807","4111506","4313706","3506359","5220108","3518602","3518305","3536703","3508405"
"Dourados MS","Nova Friburgo RJ","Linhares ES","Cachoeiro de Itapemirim ES","Guarapuava PR","Angra dos Reis RJ","Sapucaia do Sul RS","Governador Valadares MG","Bagé RS","Rio Verde GO","Cabo Frio RJ",3300704,"5003702","3303401","3203205","3201209","4109401","3300100","4320008","3127701","4301602","5218805"
"Guapimirim RJ","Rio Bonito RJ","Castro PR","Rolim de Moura RO","Paraíba do Sul RJ","Caicó RN","São Gabriel RS","Alta Floresta MT","Cristalina GO","Jaru RO","Cachoeiras de Macacu RJ",3300803,"3301850","3304300","4104907","1100288","3303708","2402006","4318309","5100250","5206206","1100114"
"Quatis RJ","Bom Sucesso MG","Muqui ES","Carmo RJ","Querência do Norte PR","Cacequi RS","Barbosa Ferraz PR","São João do Ivaí PR","Tocantins MG","Campos Belos GO","Cambuci RJ",3300902,"3304128","3108008","3203809","3301207","4121000","4302907","4102505","4125001","3169000","5204904"
"Flórida Paulista SP","Severínia SP","Cidade Gaúcha PR","Mallet PR","Crixás GO","Pinhalzinho SP","Getulina SP","Santa Mariana PR","Ribeirão Bonito SP","Sertanópolis PR","Carapebus RJ",3300936,"3516002","3551900","4105607","4113908","5206404","3538204","3517000","4123907","3542909","4126504"
"Águia Branca ES","Trindade do Sul RS","Ibema PR","Ponte Serrada SC","Aperibé RJ","Campo Erê SC","Baldim MG","Luiziana PR","São José da Boa Vista PR","Denise MT","Comendador Levy Gasparian RJ",3300951,"3200136","4321956","4109757","4213401","3300159","4203501","3105004","4113734","4125407","5103452"
"Aparecida de Goiânia GO","Feira de Santana BA","São João de Meriti RJ","Cariacica ES","Jaboatão dos Guararapes PE","Macapá AP","Governador Valadares MG","Serra ES","Campina Grande PB","Ananindeua PA","Campos dos Goytacazes RJ",3301009,"5201405","2910800","3305109","3201308","2607901","1600303","3127701","3205002","2504009","1500800"
"Quissamã RJ","Ampére PR","Hidrolândia GO","São Pedro do Sul RS","Mandaguaçu PR","Guará SP","Piraí do Sul PR","Ladário MS","Fátima do Sul MS","Conchal SP","Cantagalo RJ",3301108,"3304151","4101002","5209705","4319406","4114104","3517703","4119400","5005202","5003801","3512209"
"Ivaí PR","Ministro Andreazza RO","Dois Irmãos do Buriti MS","Curiúva PR","Epitaciolândia AC","Palmital PR","Serra dos Aimorés MG","Duas Barras RJ","Porto Esperidião MT","Guadalupe PI","Cardoso Moreira RJ",3301157,"4111407","1101203","5003488","4107009","1200252","4117800","3166709","3301603","5106828","2204501"
"Bom Sucesso MG","Cambuci RJ","Tapejara PR","Pirenópolis GO","Ladário MS","Santa Cecília SC","Capela do Alto SP","Colorado do Oeste RO","Tabatinga SP","Quissamã RJ","Carmo RJ",3301207,"3108008","3300902","4126801","5217302","5005202","4215505","3510302","1100064","3552700","3304151"
"Santa Cruz das Palmeiras SP","Vassouras RJ","Guariba SP","Marialva PR","Bom Jesus do Itabapoana RJ","Santa Helena de Goiás GO","Campo Novo do Parecis MT","Bertioga SP","Santo Antônio da Platina PR","Paranaíba MS","Casimiro de Abreu RJ",3301306,"3546306","3306206","3518602","4114807","3300605","5219308","5102637","3506359","4124103","5006309"
"Pinheiral RJ","Miracema RJ","Coronel Vivida PR","São José dos Quatro Marcos MT","Bom Jesus dos Perdões SP","Paraibuna SP","Severínia SP","Goiás GO","Itaocara RJ","Cambará PR","Conceição de Macabu RJ",3301405,"3303955","3303005","4106506","5107107","3507100","3535606","3551900","5208905","3302106","4103602"
"Água Boa MT","Valparaíso SP","Jarinu SP","Pontal do Paraná PR","Pradópolis SP","Laranjal Paulista SP","Arapoti PR","Loanda PR","Carambeí PR","Assaí PR","Cordeiro RJ",3301504,"5100201","3556305","3525201","4119954","3540903","3526407","4101606","4113502","4104659","4101903"
"Centenário do Sul PR","Porto Esperidião MT","Agudos do Sul PR","Carmo da Cachoeira MG","Icaraíma PR","Santa Maria Madalena RJ","Mauá da Serra PR","Ivaí PR","Tibau do Sul RN","Castanheira MT","Duas Barras RJ",3301603,"4105102","5106828","4100301","3113909","4109906","3304607","4115754","4111407","2414209","5102850"
"Jaboatão dos Guararapes PE","Nova Iguaçu RJ","Feira de Santana BA","São João de Meriti RJ","Campos dos Goytacazes RJ","Aparecida de Goiânia GO","São Gonçalo RJ","Ananindeua PA","Cariacica ES","Serra ES","Duque de Caxias RJ",3301702,"2607901","3303500","2910800","3305109","3301009","5201405","3304904","1500800","3201308","3205002"
"Pirapora do Bom Jesus SP","Herculândia SP","Natividade RJ","Queluz SP","Madre de Deus BA","Quatá SP","Valentim Gentil SP","Terra Boa PR","Mendes RJ","Rubiataba GO","Engenheiro Paulo de Frontin RJ",3301801,"3539103","3519006","3303104","3541901","2919926","3541703","3556107","4127205","3302809","5218904"
