"NM_MUNICIPIO_CONVENENTE","cod7","total.pjs","documentos.liquidacao","licitacao","dispensa","beneficiarios.pjs","acima10K","acima1M","top10pc.quanto"
"SAO LUIS DO PIAUI",2210375,91204.57,2,0.923030172720512,0.0769698272794883,2,1,0,0.923030172720512
"SAO LUIZ",1400605,4283460.14,42,1,0,10,10,1,0.24322551534237
"SAO LUIZ GONZAGA",4318903,2427461.78,58,1,0,8,8,0,0.268430590903063
"SAO MANOEL DO PARANA",4125555,152380,2,1,0,2,2,0,0.82025200157501
"SAO MANUEL",3550100,559652.44,6,1,0,2,2,0,0.79046743725445
"SAO MARCOS",4319000,1068733.94,39,1,0,8,8,0,0.279977549884867
"SAO MARTINHO",4217105,1349370.79,14,1,0,5,5,0,0.347515348246126
"SAO MARTINHO",4319109,138946.02,1,1,0,1,1,0,1
"SAO MARTINHO DA SERRA",4319125,258999,4,1,0,3,3,0,0.490349383588354
"SAO MATEUS",3204906,279172.15,9,1,0,4,4,0,0.464341303385742
"SAO MATEUS DO MARANHAO",2111508,404018.48,1,1,0,1,1,0,1
"SAO MATEUS DO SUL",4125605,208071.85,8,1,0,5,2,0,0.57513234010271
"SAO MIGUEL",2412500,184062.23,1,1,0,1,1,0,1
"SAO MIGUEL ARCANJO",3550209,238500,8,1,0,2,2,0,0.675052410901468
"SAO MIGUEL DA BOA VISTA",4217154,206493,4,1,0,3,3,0,0.501227644520638
"SAO MIGUEL DAS MATAS",2929404,114385.04,1,1,0,1,1,0,1
"SAO MIGUEL DAS MISSOES",4319158,504461.5,21,1,0,10,10,0,0.243824355277856
"SAO MIGUEL DE TAIPU",2515005,480000,6,1,0,1,1,0,1
"SAO MIGUEL DO ALEIXO",2807006,203447.96,7,1,0,1,1,0,1
"SAO MIGUEL DO ANTA",3163805,922129.63,8,1,0,2,2,0,0.859021990216278
"SAO MIGUEL DO ARAGUAIA",5220207,570518.67,8,1,0,4,3,0,0.675852921693167
"SAO MIGUEL DO GOSTOSO",2412559,11151.14,2,1,0,1,1,0,1
"SAO MIGUEL DO GUAPORE",1100320,3412934.86,27,1,0,16,15,0,0.22109076526588
"SAO MIGUEL DO IGUACU",4125704,212225.47,3,1,0,1,1,0,1
"SAO MIGUEL DO OESTE",4217204,1574760.65,34,0.997188144115742,0.00281185588425771,10,7,0,0.381122858257857
"SAO MIGUEL DO PASSA QUATRO",5220264,251752.81,3,1,0,3,3,0,0.575961793634002
"SAO MIGUEL DO TAPUIO",2210409,206456.32,2,1,0,2,2,0,0.570594932623036
"SAO MIGUEL DO TOCANTINS",1720200,367490.6,6,1,0,3,2,0,0.535576229704923
"SAO MIGUEL DOS CAMPOS",2708600,653500,2,1,0,2,2,0,0.780413159908187
"SAO NICOLAU",4319208,208974,7,1,0,5,5,0,0.659794998420856
"SAO PATRICIO",5220280,680000,3,1,0,2,2,0,0.566176470588235
"SAO PAULO",3550308,47745498.77,528,0.661599333000328,0.338400666999672,167,140,6,0.749943369164222
"SAO PAULO DAS MISSOES",4319307,726259.95,17,1,0,11,8,0,0.31256026165287
"SAO PAULO DO POTENGI",2412609,132113.9,1,1,0,1,1,0,1
"SAO PEDRO",2412708,106018.32,3,1,0,2,2,0,0.875864473234437
"SAO PEDRO",3550407,609316.46,8,1,0,3,3,0,0.443119491634938
"SAO PEDRO DA ALDEIA",3305208,773912.38,21,1,0,9,8,0,0.448156831397373
"SAO PEDRO DA CIPA",5107404,215401.38,6,1,0,1,1,0,1
"SAO PEDRO DA SERRA",4319356,729646.65,8,1,0,3,3,0,0.401947997705465
"SAO PEDRO DA UNIAO",3163904,323272.17,4,1,0,3,3,0,0.619072962575158
"SAO PEDRO DAS MISSOES",4319364,668545.39,13,1,0,4,4,0,0.433777577914343
"SAO PEDRO DE ALCANTARA",4217253,503457.65,12,1,0,4,4,0,0.325548732847738
"SAO PEDRO DO BUTIA",4319372,179441.9,20,1,0,6,3,0,0.556949073767052
"SAO PEDRO DO IGUACU",4125753,309283.75,7,1,0,4,4,0,0.397693056942048
"SAO PEDRO DO IVAI",4125803,232267.68,4,1,0,3,3,0,0.385331269507665
"SAO PEDRO DO PARANA",4125902,478482.31,13,1,0,3,3,0,0.447247464592787
"SAO PEDRO DO PIAUI",2210508,1772699.44,17,0.991942458107845,0.00805754189215516,7,6,1,0.699241457423826
"SAO PEDRO DO SUL",4319406,413346.31,14,1,0,5,5,0,0.452396224366924
"SAO PEDRO DO TURVO",3550506,218380.79,2,1,0,1,1,0,1
"SAO RAIMUNDO DAS MANGABEIRAS",2111607,1096028.94,4,1,0,2,2,0,0.63869567166721
"SAO RAIMUNDO DO DOCA BEZERRA",2111631,305645.43,2,1,0,1,1,0,1
"SAO ROBERTO",2111672,62696.42,1,1,0,1,1,0,1
"SAO ROMAO",3164209,92799.99,2,1,0,2,2,0,0.856681126797535
"SAO ROQUE",3550605,664647.41,21,0.81202725216367,0.18797274783633,8,7,0,0.331147201792301
"SAO ROQUE DO CANAA",3204955,1113500,5,1,0,4,4,0,0.269420745397396
"SAO SALVADOR DO TOCANTINS",1720259,196000,4,1,0,2,2,0,0.811224489795918
"SAO SEBASTIAO",3550704,68880.15,2,1,0,1,1,0,1
"SAO SEBASTIAO DA AMOREIRA",4126009,395200,5,1,0,4,4,0,0.55668016194332
"SAO SEBASTIAO DA GRAMA",3550803,651783.26,10,1,0,2,2,0,0.811065798161186
"SAO SEBASTIAO DE LAGOA DE ROCA",2515104,194700,4,1,0,1,1,0,1
"SAO SEBASTIAO DO ANTA",3164472,534030.08,3,1,0,3,3,0,0.547721956036634
"SAO SEBASTIAO DO CAI",4319505,277867,16,0.86159205663141,0.13840794336859,12,4,0,0.64419308518104
"SAO SEBASTIAO DO MARANHAO",3164506,853040,8,1,0,4,4,0,0.380861389852762
"SAO SEBASTIAO DO PARAISO",3164704,166380,1,1,0,1,1,0,1
"SAO SEBASTIAO DO PASSE",2929503,588545.92,11,1,0,3,3,0,0.857401645057704
"SAO SEPE",4319604,1098215,8,1,0,6,6,0,0.55353459932709
"SAO SIMAO",3550902,33944.43,1,1,0,1,1,0,1
"SAO SIMAO",5220405,120131.49,2,1,0,1,1,0,1
"SAO TOMAS DE AQUINO",3165107,196680,2,1,0,1,1,0,1
"SAO TOME",2412906,289390.82,5,1,0,1,1,0,1
"SAO TOME",4126108,259678.38,4,1,0,4,4,0,0.689314220151866
"SAO VALENTIM",4319703,1050300,4,1,0,4,4,0,0.382747786346758
"SAO VALENTIM DO SUL",4319711,664100,17,1,0,4,4,0,0.466797169101039
"SAO VALERIO DO SUL",4319737,557683.13,5,1,0,1,1,0,1
"SAO VENDELINO",4319752,908244.68,7,1,0,2,2,0,0.550781844381406
"SAO VICENTE",2413003,887556.32,13,1,0,3,3,0,0.631091759900938
"SAO VICENTE",3551009,497895.58,7,1,0,3,3,0,0.372507685245971
"SAO VICENTE DO SUL",4319802,410714.5,9,1,0,7,6,0,0.487545582150131
"SAO VICENTE FERRER",2111706,249486.04,1,1,0,1,1,0,1
"SAPE",2515302,121734.02,6,1,0,1,1,0,1
"SAPIRANGA",4319901,5240777.26,141,0.995080500711835,0.00491949928816475,37,17,1,0.80112833873806
"SAPOPEMA",4126207,471531.21,16,1,0,5,3,0,0.684888302515543
"SAPUCAI-MIRIM",3165404,510875.48,4,1,0,3,3,0,0.505015429591571
"SAPUCAIA",3305406,1880983.61,17,1,0,5,5,0,0.387031548882023
"SARANDI",4126256,1224028,12,1,0,6,5,0,0.511650730212054
"SARANDI",4320107,920049.78,22,1,0,9,9,0,0.289313541273821
"SARDOA",3165503,153676.53,3,1,0,1,1,0,1
"SARUTAIA",3551207,98521.58,1,1,0,1,1,0,1
"SATUBINHA",2111722,205947.94,3,1,0,2,2,0,0.618825320612578
"SAUBARA",2929750,125199.91,2,1,0,1,1,0,1
"SAUDADE DO IGUACU",4126272,758058.36,9,1,0,5,4,0,0.385536279818878
"SAUDADES",4217303,1125424.59,23,0.874272704491022,0.125727295508978,15,12,0,0.27527388574298
"SAUDE",2929800,103806.78,1,1,0,1,1,0,1
"SCHROEDER",4217402,546042.77,6,1,0,2,2,0,0.524762501662644
"SEARA",4217501,685702.1,20,1,0,12,9,0,0.40660120480891
"SEBASTIAO BARROS",2210623,127807.62,2,1,0,1,1,0,1
"SEBERI",4320206,3977928.69,49,1,0,19,17,1,0.355523990049203
"SEGREDO",4320263,571057.55,11,1,0,8,8,0,0.488567220589238
"SELBACH",4320305,402842.05,6,1,0,2,2,0,0.517801083576057
"SEM-PEIXE",3165560,1785,2,1,0,2,0,0,1
"SENA MADUREIRA",1200500,2186474.05,10,0.982117327209989,0.0178826727900109,4,4,1,0.834130155809533
"SENADOR CORTES",3165602,147133.13,1,1,0,1,1,0,1
"SENADOR ELOI DE SOUZA",2413102,94384.98,2,1,0,2,2,0,0.762727395820818
"SENADOR FIRMINO",3165701,247350,5,1,0,3,2,0,0.841722255912674
"SENADOR GEORGINO AVELINO",2413201,54243.69,5,1,0,2,2,0,0.521687407327931
"SENADOR GUIOMARD",1200450,3407686.76,18,1,0,3,3,1,0.715720232454699
"SENADOR MODESTINO GONCALVES",3165909,389430.03,5,1,0,5,5,0,0.372339030967899
"SENADOR POMPEU",2312700,71228.28,1,1,0,1,1,0,1
"SENADOR SALGADO FILHO",4320321,98123,4,1,0,2,1,0,0.899890953191403
"SENGES",4126306,75600,3,1,0,3,3,0,0.621693121693122
"SENHORA DO PORTO",3166105,107090,3,1,0,2,2,0,0.77691661219535
"SENHORA DOS REMEDIOS",3166204,124702.34,2,1,0,1,1,0,1
"SENTINELA DO SUL",4320354,98000,3,1,0,1,1,0,1
"SERAFINA CORREA",4320404,910642.99,36,1,0,4,4,0,0.47072243975655
"SERINGUEIRAS",1101500,3186682.31,22,1,0,11,11,0,0.259988263467656
"SERIO",4320453,402318,8,1,0,6,6,0,0.509050054931671
"SEROPEDICA",3305554,350010.5,8,0.977071087867364,0.022928912132636,4,3,0,0.509342862571266
"SERRA",3205002,698222.63,5,1,0,3,2,0,0.881900648221614
"SERRA ALTA",4217550,343949,3,1,0,3,3,0,0.665214901046376
"SERRA DA RAIZ",2515609,35149.55,1,1,0,1,1,0,1
"SERRA DO MEL",2413359,117104.71,3,1,0,1,1,0,1
"SERRA DO RAMALHO",2930154,383822.01,5,1,0,3,3,0,0.509345751172529
"SERRA DO SALITRE",3166808,1135742.69,13,1,0,4,4,0,0.422630939407587
"SERRA DOURADA",2930303,528238.72,4,1,0,1,1,0,1
"SERRA GRANDE",2515708,287500,5,1,0,1,1,0,1
"SERRA NEGRA",3551603,244890.28,4,1,0,2,2,0,0.587740681255295
"SERRA NEGRA DO NORTE",2413409,302153.43,6,1,0,2,2,0,0.809812815959097
"SERRA NOVA DOURADA",5107883,1705181.45,7,1,0,3,3,0,0.521779925532265
"SERRA PRETA",2930402,464014.68,6,1,0,3,3,0,0.561241359863873
"SERRA TALHADA",2613909,2703706.32,20,1,0,10,9,1,0.377172495568971
"SERRANOPOLIS DO IGUACU",4126355,774692.44,13,1,0,7,7,0,0.406788531459014
"SERRARIA",2515906,202544.48,5,1,0,2,2,0,0.750452443828635
"SERRINHA",2413508,85756.28,2,1,0,1,1,0,1
"SERRINHA DOS PINTOS",2413557,93327.28,1,1,0,1,1,0,1
"SERRITA",2614006,378174.3,2,1,0,1,1,0,1
"SERRO",3167103,350500,8,1,0,1,1,0,1
"SERTANEJA",4126405,135150,3,1,0,3,2,0,0.594894561598224
"SERTANIA",2614105,333000,10,1,0,1,1,0,1
"SERTANOPOLIS",4126504,277303.53,6,1,0,2,2,0,0.622435386956668
"SERTAO",4320503,1092418.61,17,1,0,6,5,0,0.296589601306774
"SERTAO SANTANA",4320552,124632.47,4,1,0,1,1,0,1
"SERTAOZINHO",3551702,2442043.25,16,1,0,3,3,2,0.49325785691961
"SETE BARRAS",3551801,775056.17,10,1,0,5,5,0,0.526886973882164
"SETE DE SETEMBRO",4320578,194250,11,1,0,6,3,0,0.45951093951094
"SETE LAGOAS",3167202,898608.18,64,0.736781185321505,0.263218814678495,23,15,0,0.432581617496516
"SETE QUEDAS",5007703,462247.83,3,1,0,2,2,0,0.649002505863575
"SETUBINHA",3165552,300290,2,1,0,2,2,0,0.666022844583569
"SEVERIANO DE ALMEIDA",4320602,1135449.81,23,1,0,6,6,0,0.391254466809061
"SEVERIANO MELO",2413607,141162.79,3,1,0,2,2,0,0.829352338530572
"SEVERINIA",3551900,123742.94,3,1,0,2,2,0,0.539966158877428
"SIDEROPOLIS",4217600,914942.97,8,1,0,5,5,0,0.326796324802627
"SILVA JARDIM",3305604,469810.42,5,1,0,3,2,0,0.860777523836104
"SILVANIA",5220603,501203.75,4,1,0,2,2,0,0.897838453922182
"SILVANOPOLIS",1720655,1102965.78,7,0.993200151685576,0.00679984831442368,3,3,0,0.670918367023136
"SILVEIRA MARTINS",4320651,747369.48,8,1,0,2,2,0,0.775211586108654
"SILVEIRAS",3552007,176528.99,5,1,0,1,1,0,1
"SILVES",1304005,815399.51,6,1,0,2,2,0,0.625816392752063
"SIMAO DIAS",2807105,794719.4,13,0.986812955616788,0.0131870443832125,5,5,0,0.431739215124231
"SIMOES",2210706,484057.91,13,0.971490931735833,0.028509068264167,4,4,0,0.385188623402518
"SIMOLANDIA",5220686,323773.88,21,1,0,2,2,0,0.696473724192946
"SIMONESIA",3167608,272174.6,4,1,0,2,2,0,0.903491398536087
"SINIMBU",4320677,245000,1,1,0,1,1,0,1
"SINOP",5107909,1824413.55,25,1,0,6,4,1,0.891831816311603
"SIQUEIRA CAMPOS",4126603,809778.56,15,1,0,5,5,0,0.671171140910424
"SITIO D'ABADIA",5220702,104000,1,1,0,1,1,0,1
"SITIO NOVO",2111805,2339144.5,9,1,0,3,3,1,0.824152124847353
"SITIO NOVO DO TOCANTINS",1720804,1061871.06,13,1,0,4,4,0,0.547323871883277
"SOBRADINHO",2930774,1531000,4,1,0,1,1,1,1
"SOBRADINHO",4320701,1661838.28,16,1,0,10,9,0,0.391133125179906
"SOBRADO",2515971,400850,5,1,0,3,2,0,0.532618186353998
"SOBRAL",2312908,37106.69,8,1,0,3,1,0,0.688843170867571
"SOCORRO",3552106,518030.66,10,0.986487286293055,0.0135127137069455,3,3,0,0.613460137668299
"SOLANEA",2516003,198980,5,1,0,1,1,0,1
"SOLEDADE",4320800,715400.57,10,1,0,3,3,0,0.694296343655415
"SOLONOPOLE",2313005,298579.39,8,1,0,4,4,0,0.433889358538779
"SOMBRIO",4217709,2483400.02,19,1,0,6,6,0,0.378070384327371
"SONORA",5007935,425300,5,1,0,2,2,0,0.726545967552316
"SOORETAMA",3205010,366000,3,1,0,1,1,0,1
"SOROCABA",3552205,65608.11,2,1,0,1,1,0,1
"SORRISO",5107925,1108650,15,1,0,4,4,0,0.461822937807243
"SOSSEGO",2516151,405740.86,5,1,0,3,3,0,0.638217506612472
"SOUTO SOARES",2930808,589990.91,3,1,0,3,3,0,0.742483286734028
"SUD MENNUCCI",3552304,103208.68,5,1,0,2,2,0,0.548878253263195
"SUL BRASIL",4217758,1249489.14,6,0.944145861083675,0.0558541389163254,3,3,0,0.768073902587101
"SULINA",4126652,229629.99,2,1,0,2,2,0,0.56456036077866
"SUME",2516300,1031778.8,14,0.988204836152865,0.0117951638471347,13,7,0,0.540813592991056
"SUMIDOURO",3305703,644000,4,1,0,2,2,0,0.62111801242236
"SURUBIM",2614501,218989.67,1,1,0,1,1,0,1
"SUZANAPOLIS",3552551,337069.34,3,1,0,2,2,0,0.584655192904819
"SUZANO",3552502,553693.19,47,0.90738219120954,0.0926178087904603,16,10,0,0.237725517267063
"TABAI",4320859,211031.9,2,1,0,1,1,0,1
"TABATINGA",1304062,2519836.06,2,0.192239117333689,0.807760882666311,2,2,1,0.807760882666311
"TABATINGA",3552700,122925,1,1,0,1,1,0,1
"TABOAO DA SERRA",3552809,112032.28,3,1,0,1,1,0,1
"TABOCAS DO BREJO VELHO",2930907,366190.58,5,1,0,1,1,0,1
"TABULEIRO",3167905,473332.38,5,1,0,5,5,0,0.466902348831491
"TACIBA",3552908,164929.67,2,1,0,2,2,0,0.746809837186966
"TACURU",5007950,369855.23,12,1,0,3,2,0,0.508928858461728
"TAGUAI",3553005,255907.11,3,1,0,1,1,0,1
"TAGUATINGA",1720903,661500,10,1,0,3,3,0,0.628873771730915
"TAIO",4217808,892744.82,10,1,0,3,3,0,0.766051300079232
"TAIOBEIRAS",3168002,296876,9,1,0,5,5,0,0.582839299909727
"TAIPAS DO TOCANTINS",1720937,257307.53,3,1,0,2,2,0,0.60161472926968
"TAIPU",2413904,292569.42,25,0.929693882566401,0.0703061174335992,2,2,0,0.929693882566401
"TAIUVA",3553203,138428,6,1,0,4,4,0,0.614037622446326
"TALISMA",1720978,108279.26,1,1,0,1,1,0,1
"TAMARANA",4126678,469890.19,4,1,0,3,3,0,0.626954991335316
"TAMBAU",3553302,406341.75,11,1,0,2,2,0,0.609441953724913
"TAMBOARA",4126702,180000,1,1,0,1,1,0,1
"TAMBORIL DO PIAUI",2210953,339284.73,3,0.986736803628032,0.0132631963719676,2,1,0,0.986736803628032
"TANABI",3553401,890355.91,5,1,0,2,2,0,0.863116088037199
"TANGARA",2414001,623705.94,13,1,0,5,5,0,0.365824141421517
"TANGARA",4217907,365201.24,3,1,0,3,3,0,0.547643266490552
"TANGARA DA SERRA",5107958,1054080.04,8,1,0,3,2,0,0.777559586461764
"TANGUA",3305752,1267536.17,28,1,0,8,8,0,0.234229536818661
"TANQUE NOVO",2931053,409092.68,4,1,0,1,1,0,1
"TAPARUBA",3168051,109964.31,2,1,0,1,1,0,1
"TAPEJARA",4126801,628815.92,11,1,0,5,5,0,0.386298648418443
"TAPEJARA",4320909,1111546.59,14,1,0,6,6,0,0.328062776028129
"TAPERA",4321006,1250356.63,33,1,0,4,4,0,0.519715635050458
"TAPEROA",2516508,49991.02,4,1,0,1,1,0,1
"TAPIRA",3168101,832308.5,4,1,0,4,4,0,0.280905457531672
"TAPIRA",4126900,551586.74,9,1,0,3,3,0,0.452220787613567
"TAPIRAI",3168200,244849,2,1,0,2,2,0,0.871965987200274
"TAPIRATIBA",3553609,262672.47,2,1,0,1,1,0,1
"TAPURAH",5108006,247000,1,1,0,1,1,0,1
"TAQUARA",4321204,570518.9,5,1,0,1,1,0,1
"TAQUARACU DE MINAS",3168309,470000,1,1,0,1,1,0,1
"TAQUARAL DE GOIAS",5221007,1879229.28,5,1,0,2,2,1,0.898894721350872
"TAQUARANA",2709103,1658400,7,1,0,2,2,1,0.904486251808972
"TAQUARI",4321303,3174689.48,45,0.990175354094788,0.00982464590521149,21,15,0,0.452693092995035
"TAQUARITINGA",3553708,1990518.37,27,0.997813433894609,0.00218656610539093,8,7,0,0.464605574074657
"TAQUARITINGA DO NORTE",2615003,345000,3,1,0,1,1,0,1
"TAQUARIVAI",3553856,243138.63,2,1,0,1,1,0,1
"TAQUARUCU DO SUL",4321329,547743.03,6,1,0,4,4,0,0.438161668620411
"TAQUARUSSU",5007976,564900,2,1,0,2,2,0,0.619401664011329
"TARABAI",3553906,317590.22,4,1,0,2,2,0,0.781697811727326
"TARAUACA",1200609,2364245.51,28,1,0,3,3,0,0.388496032292349
"TARTARUGALZINHO",1600709,6233906.86,31,1,0,7,7,2,0.409449357733908
"TARUMA",3553955,620867.87,21,0.98824226481554,0.0117577351844604,11,9,0,0.208628705492523
"TARUMIRIM",3168408,215039.89,20,0.954712262920149,0.0452877370798506,11,4,0,0.565604316482863
"TATUI",3554003,464834.75,32,0.500467639306227,0.499532360693773,9,6,0,0.429184780182635
"TAUA",2313302,5887661.82,71,0.904732979381618,0.0952670206183819,38,37,1,0.465660515807275
"TAUBATE",3554102,941944.09,62,0.924465899032288,0.0755341009677124,36,5,0,0.897480327096696
"TAVARES",2516607,82311.54,4,1,0,1,1,0,1
"TAVARES",4321352,458225,9,1,0,5,5,0,0.373541382508593
"TEIXEIRA",2516706,390614.38,4,1,0,1,1,0,1
"TEIXEIRA DE FREITAS",2931350,297994.17,1,1,0,1,1,0,1
"TEIXEIRA SOARES",4127007,697608.86,16,1,0,8,8,0,0.372701688450459
"TEIXEIROPOLIS",1101559,634557,7,1,0,7,6,0,0.409734665286176
"TEJUPA",3554201,224825.66,5,1,0,1,1,0,1
"TELHA",2807303,749792.67,16,1,0,5,5,0,0.3697022004763
"TENENTE ANANIAS",2414100,429610.89,10,1,0,4,4,0,0.716022096181035
"TENENTE PORTELA",4321402,895945.89,42,0.983257917506603,0.016742082493397,11,11,0,0.379783694303235
"TENORIO",2516755,139232.62,1,1,0,1,1,0,1
"TEODORO SAMPAIO",2931400,3e+05,6,1,0,2,2,0,0.583333333333333
"TEOFILANDIA",2931509,40067.8,1,1,0,1,1,0,1
"TEOFILO OTONI",3168606,178800,2,1,0,2,2,0,0.876957494407159
"TEOLANDIA",2931608,350000,2,1,0,1,1,0,1
"TERENOS",5008008,113600,5,1,0,1,1,0,1
"TERESINA",2211001,5162381.61,31,1,0,13,13,1,0.396550232945681
"TERESINA DE GOIAS",5221080,1e+05,1,1,0,1,1,0,1
"TEREZOPOLIS DE GOIAS",5221197,353760.87,4,1,0,4,4,0,0.525778896914178
"TERRA BOA",4127205,1835708.1,52,1,0,16,11,0,0.346746990984024
"TERRA NOVA DO NORTE",5108055,269000,1,1,0,1,1,0,1
"TERRA RICA",4127304,156869.08,4,1,0,2,2,0,0.800086670999792
"TERRA ROXA",3554409,260000,3,1,0,2,2,0,0.673076923076923
"TERRA ROXA",4127403,862389.91,7,1,0,5,5,0,0.305864571165959
"TESOURO",5108105,7966.88,1,1,0,1,0,0,1
"TEUTONIA",4321451,866637.84,20,1,0,4,4,0,0.396211213209892
"THEOBROMA",1101609,3357357.99,37,1,0,13,12,0,0.160191392041574
"TIANGUA",2313401,2012881.2,28,1,0,8,8,0,0.351028724397645
"TIBAGI",4127502,425031,12,1,0,6,6,0,0.479141521441965
"TIBAU DO SUL",2414209,179473.58,6,1,0,1,1,0,1
"TIETE",3554508,2441692.69,35,0.998390460840508,0.00160953915949185,9,7,1,0.635762467716607
"TIGRINHOS",4217956,323028.09,3,1,0,2,2,0,0.783300579215882
"TIJUCAS",4218004,260973,7,0.957915186628502,0.0420848133714982,5,5,0,0.593931172956589
"TIJUCAS DO SUL",4127601,6577.04,1,1,0,1,0,0,1
"TIMBAUBA DOS BATISTAS",2414308,258652.91,4,1,0,2,2,0,0.566396102019498
"TIMBE DO SUL",4218103,691488,4,1,0,4,4,0,0.491693275949836
"TIMBO",4218202,1013376.37,11,1,0,3,3,0,0.729442132146815
"TIMBO GRANDE",4218251,911353.05,15,1,0,10,7,0,0.455366885533548
"TIMON",2112209,2870336.97,30,0.95974644050242,0.0402535594975805,8,8,1,0.492256646089884
"TIMOTEO",3168705,92301.08,2,1,0,1,1,0,1
"TIO HUGO",4321469,152339.49,6,1,0,1,1,0,1
"TIRADENTES",3168804,173966.83,2,1,0,2,1,0,0.954204890667951
"TIRADENTES DO SUL",4321477,797271.93,15,1,0,4,4,0,0.400123305482484
"TIROS",3168903,988199.53,9,1,0,5,5,0,0.432503747497229
"TOBIAS BARRETO",2807402,1230617.24,28,1,0,4,4,0,0.312095554585275
"TOCANTINIA",1721109,379812,1,1,0,1,1,0,1
"TOCANTINOPOLIS",1721208,756302.75,6,1,0,4,3,0,0.556199392372962
"TOCANTINS",3169000,447600,2,1,0,1,1,0,1
"TOLEDO",4127700,4156164.19,161,0.803920653096239,0.196079346903761,36,19,2,0.7902100975467
"TOMAZINA",4127809,305296.52,4,1,0,2,2,0,0.502022296225322
"TOMBOS",3169208,375606.53,6,1,0,5,4,0,0.552636824498232
"TOME-ACU",1508001,1984370.57,8,1,0,1,1,1,1
"TORITAMA",2615409,173263.5,2,1,0,1,1,0,1
"TORIXOREU",5108204,383233.34,3,1,0,1,1,0,1
"TOROPI",4321493,91350,3,1,0,3,3,0,0.415654077723043
"TORRE DE PEDRA",3554656,293657.05,28,0.974803942217631,0.0251960577823689,13,6,0,0.377991946728335
"TORRINHA",3554706,1199974.54,10,1,0,1,1,1,1
"TOUROS",2414407,27215.13,1,1,0,1,1,0,1
"TRABIJU",3554755,107990.74,2,1,0,1,1,0,1
"TRACUATEUA",1508035,1138761.43,5,1,0,1,1,1,1
"TRAIRAO",1508050,285500,4,1,0,1,1,0,1
"TRAMANDAI",4321600,126250,2,1,0,2,2,0,0.524752475247525
"TRAVESSEIRO",4321626,638992.98,30,1,0,12,11,0,0.458086409650385
"TREMEMBE",3554805,341586,2,1,0,2,2,0,0.936806543593707
"TRES ARROIOS",4321634,1024354.98,7,1,0,6,4,0,0.534389924086668
"TRES BARRAS DO PARANA",4127858,1397149.47,14,1,0,7,7,0,0.300140306391126
"TRES CACHOEIRAS",4321667,814392.98,4,1,0,4,4,0,0.533894582441023
"TRES CORACOES",3169307,131067.92,1,1,0,1,1,0,1
"TRES COROAS",4321709,611771.08,2,1,0,2,2,0,0.773165021138299
"TRES DE MAIO",4321808,725271.13,11,1,0,5,5,0,0.326026171757312
"TRES FRONTEIRAS",3554904,410100,4,1,0,3,3,0,0.682760302365277
"TRES LAGOAS",5008305,74246.7,1,1,0,1,1,0,1
"TRES MARIAS",3169356,1235382.94,14,1,0,9,9,0,0.226650369641659
"TRES PALMEIRAS",4321857,1078424.67,13,1,0,7,7,0,0.305074623339245
"TRES PASSOS",4321907,555210,4,1,0,3,3,0,0.486302480142649
"TRES PONTAS",3169406,1312198,18,1,0,7,7,0,0.37524824759678
"TRES RANCHOS",5221304,222000,2,1,0,1,1,0,1
"TREVISO",4218350,103311.7,3,1,0,1,1,0,1
"TREZE DE MAIO",4218400,957346.16,8,1,0,5,5,0,0.391707843691565
"TREZE TILIAS",4218509,591575.27,8,1,0,6,6,0,0.312724363883568
"TRINDADE",5221403,128230.09,1,1,0,1,1,0,1
"TRINDADE DO SUL",4321956,942549.82,6,1,0,6,6,0,0.348947072102778
"TRIUNFO",4322004,318700,4,1,0,3,3,0,0.734232820834641
"TROMBAS",5221452,220000,1,1,0,1,1,0,1
"TROMBUDO CENTRAL",4218608,434961,11,1,0,7,7,0,0.436797781870099
"TUBARAO",4218707,60793.81,2,0,1,1,1,0,1
"TUCUMA",1508084,2444044.6,52,0.902173638729833,0.0978263612701667,5,5,0,0.387190831132951
"TUCUNDUVA",4322103,229800,1,1,0,1,1,0,1
"TUCURUI",1508100,278620.51,3,1,0,1,1,0,1
"TUFILANDIA",2112274,803691.21,4,1,0,3,3,0,0.547605839810044
"TUIUTI",3554953,107807.51,3,1,0,1,1,0,1
"TUMIRITINGA",3169505,523964.91,3,1,0,2,2,0,0.727514939884047
"TUNAPOLIS",4218756,559077.72,5,1,0,3,3,0,0.384472484433828
"TUNAS",4322152,290820,7,1,0,3,3,0,0.85276115810467
"TUNAS DO PARANA",4127882,308498.88,3,1,0,2,2,0,0.569856201746988
"TUNEIRAS DO OESTE",4127908,167553.34,6,1,0,1,1,0,1
"TUNTUM",2112308,1093811.12,5,1,0,1,1,1,1
"TUPA",3555000,567996.9,8,1,0,5,5,0,0.53852050953095
"TUPACIGUARA",3169604,1069016.51,9,1,0,5,5,0,0.644720173685624
"TUPANCI DO SUL",4322186,265000,1,1,0,1,1,0,1
"TUPANCIRETA",4322202,730335.47,18,0.831708406549116,0.168291593450884,9,8,0,0.354969956477672
"TUPARENDI",4322301,704075.11,8,1,0,7,7,0,0.3117565113188
"TUPASSI",4127957,504010.14,9,1,0,3,3,0,0.430823633826097
"TUPIRAMA",1721257,245000,1,1,0,1,1,0,1
"TUPIRATINS",1721307,353200,2,1,0,2,2,0,0.902321630804077
"TURILANDIA",2112456,1038615.71,3,1,0,2,2,0,0.747853688829721
"TURMALINA",3169703,179914.41,1,1,0,1,1,0,1
