"origem","NM_ORGAO_SUPERIOR","zscore","total","media"
2411106,"MINISTERIO DO ESPORTE",-0.86429283168257,12173,15339.5
2411106,"MINISTERIO DO TURISMO",1.77863914033763,57446,22037.2
2411205,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.990258621026517,33575,18588.3333333333
2411205,"MINISTERIO DA INTEGRACAO NACIONAL",-0.355628790362793,13646,19170
2411205,"MINISTERIO DA SAUDE",-0.906796494062177,673,15666.25
2411205,"MINISTERIO DAS CIDADES",1.49732089496571,60945,32208.25
2411205,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.707106781186547,9108,11915.5
2411205,"MINISTERIO DO TURISMO",1.34235074054513,29660,20726
2411403,"MINISTERIO DAS CIDADES",-0.500466718757573,21134,30671.375
2411403,"MINISTERIO DO TURISMO",-0.779370254518799,9635,18242.25
2411429,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.707106781186547,20952,19483
2411429,"MINISTERIO DAS CIDADES",-0.638290610023784,9717,21871.375
2411429,"MINISTERIO DO ESPORTE",0.0219701343584558,21300,21162.6666666667
2411502,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.44140311212976,14133,31396.6666666667
2411700,"MINISTERIO DA INTEGRACAO NACIONAL",-0.707106781186547,9983,13381
2411700,"MINISTERIO DAS CIDADES",-0.835790892438589,9717,19504.3333333333
2411700,"MINISTERIO DO ESPORTE",1.51289395298858,28856,18595
2411700,"MINISTERIO DO TURISMO",-1.00061783335224,9635,41323.8333333333
2411809,"MINISTERIO DAS CIDADES",-1.09457444802521,9717,41518.875
2411809,"MINISTERIO DO ESPORTE",-1.12690865758678,9635,25459.6
2411908,"MINISTERIO DAS CIDADES",0.523847831788248,33637,26647.2222222222
2411908,"MINISTERIO DO TURISMO",-0.407409103697836,19270,29252.6666666667
2412005,"MINISTERIO DAS CIDADES",-0.273592082865597,23479,27497.6
2412104,"MINISTERIO DAS CIDADES",-0.22853824511595,19434,23066.6666666667
2412104,"MINISTERIO DO TURISMO",-0.645243645654625,11317,16627.5714285714
2412203,"MINISTERIO DA SAUDE",-0.944263416232593,669,16265
2412302,"MINISTERIO DAS CIDADES",-0.807268050753845,9717,16548.1666666667
2412401,"MINISTERIO DAS CIDADES",0.655368815355229,29151,20926
2412401,"MINISTERIO DO TURISMO",1.49804457749814,41783,18513
2412500,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.511501842581165,9635,13580
2412500,"MINISTERIO DAS CIDADES",-0.344943420427863,30557,40631.8888888889
2412500,"MINISTERIO DO TURISMO",0.184637064515734,19270,17891.1428571429
2412559,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.0424678514249341,16184,16553
2412559,"MINISTERIO DAS CIDADES",-0.430390634141204,16318,23917.1428571429
2412559,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",0.707106781186548,6732,5178
2412559,"MINISTERIO DO ESPORTE",-0.457354897627654,10391,14553.1666666667
2412559,"MINISTERIO DO TURISMO",1.29316615236206,55325,26234.75
2412609,"MINISTERIO DAS CIDADES",0.299085117008519,35428,29340.625
2412609,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.707106781186548,13383,14224.5
2412708,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",1.2954383586769,19270,14148
2412708,"MINISTERIO DAS CIDADES",-0.642613330263162,25269,40325
2412708,"MINISTERIO DO TURISMO",-0.69221018610286,9635,14528.6666666667
2412807,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",1.08421478102429,35682,23227.3333333333
2412906,"MINISTERIO DA INTEGRACAO NACIONAL",0.707106781186548,9983,6315.5
2412906,"MINISTERIO DA JUSTICA",1,5430,5430
2412906,"MINISTERIO DO ESPORTE",-0.178546841793627,23768,27352.3333333333
2412906,"MINISTERIO DO TURISMO",0.707106781186548,45690,27662.5
2413003,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.778607014393573,9635,32483
2413003,"MINISTERIO DA INTEGRACAO NACIONAL",-0.466958468230994,9983,18000.5
2413003,"MINISTERIO DA SAUDE",1.01689453190091,14723,11303
2413003,"MINISTERIO DAS CIDADES",1.26670057555937,54721,29653.625
2413003,"MINISTERIO DO ESPORTE",1,9635,9635
2413003,"MINISTERIO DO TURISMO",1.06346007252573,30587,25387
2413102,"MINISTERIO DAS CIDADES",-0.115067460887405,32185,34539.5555555556
2413102,"MINISTERIO DO ESPORTE",-0.604894814804184,12173,26996.8333333333
2413102,"MINISTERIO DO TURISMO",-0.347137077438003,22559,32806.2857142857
2413201,"MINISTERIO DAS CIDADES",-0.323654045524662,19434,39367.8333333333
2413201,"MINISTERIO DO ESPORTE",-0.268878747743414,9635,13817.4
2413201,"MINISTERIO DO TURISMO",1.11340888495282,41904,25301.3333333333
2413300,"MINISTERIO DO TURISMO",-0.577350269189626,9635,11818
2413359,"MINISTERIO DA INTEGRACAO NACIONAL",-0.707106781186548,9983,14974.5
2413359,"MINISTERIO DAS CIDADES",0.0335649114648417,19434,19116.2857142857
2413359,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.370721555335027,14102,17379.25
2413359,"MINISTERIO DO ESPORTE",1.47855825790542,24358,14353.75
2413409,"MINISTERIO DAS CIDADES",0.379545739668932,29151,24654.125
2413508,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.581609803080579,16184,22312.25
2413508,"MINISTERIO DA SAUDE",-1.01431284121275,1502,17973.5714285714
2413508,"MINISTERIO DAS CIDADES",-1.06983626980355,9717,32988.9
2413508,"MINISTERIO DO ESPORTE",-1.2064135111882,9635,34510.25
2413508,"MINISTERIO DO TURISMO",-0.184754097503932,20952,23753.3333333333
2413557,"MINISTERIO DA SAUDE",0.212060883108733,16779,15677.8571428571
2413557,"MINISTERIO DAS CIDADES",-0.0808949056316411,19434,20726.4285714286
2413557,"MINISTERIO DO ESPORTE",-1.0072957872422,9635,18030.6
2413607,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.345689312735844,14133,19921.5
2413607,"MINISTERIO DA INTEGRACAO NACIONAL",1,14723,14723
2413607,"MINISTERIO DA SAUDE",-0.707106781186547,16505,19061
2413607,"MINISTERIO DAS CIDADES",1.64235470004784,36138,18967.375
2413607,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.282463833690232,9983,14030.6666666667
2413805,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.445224904652926,9635,11583
2413805,"MINISTERIO DAS CIDADES",-1.35814071600253,13796,35710
2413805,"MINISTERIO DO TURISMO",-0.707106781186548,9635,15763.5
2413904,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.225699505147853,9635,8261.25
2413904,"MINISTERIO DAS CIDADES",-0.25584881352212,23920,29783
2413904,"MINISTERIO DO ESPORTE",1.25861075845198,23768,14800.2
2413904,"MINISTERIO DO TURISMO",1,13048,13048
2414001,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",1.42167729129993,35454,19760
2414001,"MINISTERIO DAS CIDADES",-0.82061493534742,14265,30517.2
2414001,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",1.74661842009619,30417,14844.8
2414001,"MINISTERIO DO TURISMO",1.63953410403011,39583,20776.2
2414100,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-1.42939655257531,3409,12918.4
2414100,"MINISTERIO DAS CIDADES",1.57541986382809,55477,31778.4444444444
2414100,"MINISTERIO DO TURISMO",-0.707106781186548,9635,14162
2414159,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.707106781186548,9635,14707.5
2414159,"MINISTERIO DO TURISMO",-0.975504915497218,9635,18002.25
2414209,"MINISTERIO DAS CIDADES",-0.420435300801528,18171,24891.4285714286
2414209,"MINISTERIO DO ESPORTE",1.38212521907082,31283,16653.2857142857
2414209,"MINISTERIO DO TURISMO",1.15394850889197,50817,23923
2414308,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.358356087292742,19270,15842.4
2414308,"MINISTERIO DA INTEGRACAO NACIONAL",-0.587189819564482,9983,12274
2414308,"MINISTERIO DA SAUDE",0.0934203042571264,9983,9579.71428571429
2414308,"MINISTERIO DO ESPORTE",-0.576911672908825,13277,20005
2414308,"MINISTERIO DO TURISMO",-1.03900786025747,9635,42813.5
2414407,"MINISTERIO DAS CIDADES",-0.748906311480315,19434,28337.8333333333
2414456,"MINISTERIO DAS CIDADES",-1.00242961070015,9717,20288.8571428571
2414506,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.294091739069878,13048,17019.8888888889
2414506,"MINISTERIO DAS CIDADES",0.789388615056203,36138,24021.625
2414506,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.707106781186547,21544,22650.5
2414506,"MINISTERIO DO ESPORTE",1.36420690668884,37901,17373
2414506,"MINISTERIO DO TURISMO",-0.707106781186548,22634,41871
2414605,"MINISTERIO DA INTEGRACAO NACIONAL",-0.707106781186548,14723,48272
2414605,"MINISTERIO DA SAUDE",-0.502729455558308,10830,17676.3333333333
2414605,"MINISTERIO DAS CIDADES",0.571600855482208,53770,42549.875
2414605,"MINISTERIO DO ESPORTE",0.446731115621279,31453,22936.5714285714
2414704,"MINISTERIO DAS CIDADES",-0.495668493267905,16354,25429.2
2414704,"MINISTERIO DO ESPORTE",1.81066947656007,24594,14807.1666666667
2414753,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",1,31927,31927
2414753,"MINISTERIO DA SAUDE",-0.417228673986658,9983,14397.2
2414753,"MINISTERIO DO TURISMO",-0.272271855702396,20952,24704.8
2414803,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.819073647206501,9635,15997.5
2414803,"MINISTERIO DAS CIDADES",-0.743856935085147,14203,25138
2414803,"MINISTERIO DO TURISMO",1,9635,9635
2414902,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",1.12915129248796,32269,16332.6666666667
2414902,"MINISTERIO DAS CIDADES",1.14469443992373,30851,22756.125
2414902,"MINISTERIO DO ESPORTE",1,15588,15588
2414902,"MINISTERIO DO TURISMO",-0.795659093036592,9635,15912.2
2415008,"MINISTERIO DO TURISMO",-0.973221071147145,11317,21434.8333333333
2500106,"MINISTERIO DA INTEGRACAO NACIONAL",-0.030140949244815,13277,13695
2500106,"MINISTERIO DAS CIDADES",1.21412508711742,41584,22462.1111111111
2500106,"MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME",1,13277,13277
2500106,"MINISTERIO DO ESPORTE",1.94285211397977,38867,16386
2500205,"MINISTERIO DA SAUDE",1.1259088540529,14723,11930
2500205,"MINISTERIO DAS CIDADES",0.0152422895013729,11417,11231.8
2500304,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.92268231489633,4892,15427
2500304,"MINISTERIO DA SAUDE",-0.521261383805723,16779,24271
2500304,"MINISTERIO DAS CIDADES",-0.574617686867503,11417,26315.5714285714
2500304,"MINISTERIO DO ESPORTE",1.22492400708972,38412,21636.25
2500304,"MINISTERIO DO TURISMO",0.707106781186547,40430,25032.5
2500403,"MINISTERIO DAS CIDADES",0.440942242302287,37278,32936.75
2500403,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-1.01479227139919,9983,13704
2500403,"MINISTERIO DO TURISMO",1.13175867884508,40917,24281.3333333333
2500502,"MINISTERIO DAS CIDADES",-0.424667799250832,18969,26952.0909090909
2500502,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.707106781186548,3823,8846
2500536,"MINISTERIO DA SAUDE",-0.495130482308761,12173,18920.3333333333
2500536,"MINISTERIO DAS CIDADES",-1.05564188761443,9717,30602.4285714286
2500536,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",1,18889,18889
2500536,"MINISTERIO DO ESPORTE",1,11317,11317
2500577,"MINISTERIO DAS CIDADES",0.426156705170724,28196,23159.875
2500601,"MINISTERIO DAS CIDADES",0.566044916807284,32600,25945.4444444444
2500601,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.611181318050225,7006,18740
2500700,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.04594235131304,20952,20432.5
2500700,"MINISTERIO DA SAUDE",-0.872851543208951,16346,26887.25
2500700,"MINISTERIO DAS CIDADES",-0.401031812927934,32636,40618.8571428571
2500700,"MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME",0.810046111924079,15588,11862
2500700,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.662777512412583,13815,25077.25
2500734,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.706410539307246,4892,24372
2500734,"MINISTERIO DA SAUDE",-0.486176626043496,22156,35838.6666666667
2500734,"MINISTERIO DAS CIDADES",-0.617600312615222,16318,28354.125
2500734,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-1.2848566148671,8346,14427.4
2500775,"MINISTERIO DAS CIDADES",-1.36246078033908,19434,31672.6
2500775,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",0.243035230759869,13815,13013.75
2500775,"MINISTERIO DO ESPORTE",0.244717470408943,25450,22877.3333333333
2500809,"MINISTERIO DA SAUDE",1.28322010362957,26896,17976
2500809,"MINISTERIO DAS CIDADES",-0.251049850681682,14203,17965
2500908,"MINISTERIO DAS CIDADES",-0.473200427823122,19197,28595.5
2500908,"MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME",1,13277,13277
2500908,"MINISTERIO DO TURISMO",0.707106781186548,14133,11884
2501005,"MINISTERIO DA INTEGRACAO NACIONAL",-0.707106781186547,2,642.5
2501005,"MINISTERIO DA SAUDE",2.0183599621459,38065,18185.8333333333
2501005,"MINISTERIO DAS CIDADES",-0.681663993751306,8277,21438.7142857143
2501005,"MINISTERIO DO ESPORTE",-0.470949022759812,12933,18804.4285714286
2501005,"MINISTERIO DO TURISMO",-1.4548276401851,1119,11625.75
2501104,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.468172931896272,19871,29031
2501104,"MINISTERIO DA CULTURA",1,10733,10733
2501104,"MINISTERIO DAS CIDADES",-0.399994796084662,27576,46761
2501104,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-1.01094144206411,5209,12023
2501104,"MINISTERIO DO TURISMO",0.273400781330804,40325,33237.4285714286
2501203,"MINISTERIO DAS CIDADES",-0.437958521639889,23920,30456.1428571429
2501203,"MINISTERIO DO ESPORTE",0.707106781186547,20952,17542.5
2501203,"MINISTERIO DO TURISMO",-0.707106781186548,11317,13750.5
2501302,"MINISTERIO DAS CIDADES",1.89998049817795,47614,20979
2501351,"MINISTERIO DAS CIDADES",-0.402691936329281,21134,29511
2501351,"MINISTERIO DO ESPORTE",-0.577350269189626,11317,13479.3333333333
2501401,"MINISTERIO DA INTEGRACAO NACIONAL",-0.707106781186548,327,5155
2501401,"MINISTERIO DA SAUDE",-0.606273860899864,12173,20435.25
2501500,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.707106781186548,18276,12321.5
2501500,"MINISTERIO DA CULTURA",-0.707106781186548,2505,6244
2501500,"MINISTERIO DA INTEGRACAO NACIONAL",-0.572190606165432,12173,19257.2
2501500,"MINISTÉRIO DA PESCA E AQUICULTURA",1,4523,4523
2501500,"MINISTERIO DAS CIDADES",0.182124880957055,39152,35974.2857142857
2501500,"MINISTERIO DO ESPORTE",0.703054671044039,24358,17728.1666666667
2501500,"MINISTERIO DO TURISMO",0.108722649830855,25235,24148
2501534,"MINISTERIO DA SAUDE",-0.707106781186547,16779,18005.5
2501534,"MINISTERIO DAS CIDADES",-0.817102703892423,9717,26609.5
2501534,"MINISTERIO DO ESPORTE",-0.828362437419266,9635,18644.25
2501534,"MINISTERIO DO TURISMO",0.88151899960007,32318,20062
2501575,"MINISTERIO DA SAUDE",-0.783586369318689,16270,20882.2
2501575,"MINISTERIO DAS CIDADES",0.525450978182839,17859,14942.8571428571
2501609,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.707106781186548,13322,16094.5
2501609,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",1,13055,13055
2501609,"MINISTERIO DO TURISMO",-0.955190108825277,9635,21499.25
2501708,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.98827050806147,26033,14404.6666666667
2501708,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",1,5209,5209
2501708,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-1.23029181216533,12173,21485.75
2501807,"MINISTERIO DA JUSTICA",0.707106781186548,102215,53051
2501807,"MINISTERIO DAS CIDADES",-0.840312443470944,18969,43130
2501807,"MINISTERIO DO ESPORTE",-0.414909494849285,17380,23067.7142857143
2501906,"MINISTERIO DAS CIDADES",-0.69641336064054,17304,25662.875
2501906,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",1,9983,9983
2502003,"MINISTERIO DAS CIDADES",1.44238229013656,41018,22115.6666666667
2502003,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.320424904854423,8346,9259.2
2502003,"MINISTERIO DO TURISMO",-0.577350269189626,16184,18905.6666666667
2502052,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.707106781186547,5412,9230
2502052,"MINISTERIO DA INTEGRACAO NACIONAL",-0.469298291750477,1502,4858.33333333333
2502052,"MINISTERIO DA SAUDE",0.707106781186547,19232,18005.5
2502052,"MINISTERIO DO ESPORTE",1.18561773065595,31539,18644.25
2502102,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.24883876080779,13048,12431.2
2502102,"MINISTERIO DA SAUDE",-0.707106781186547,152,412.5
2502102,"MINISTERIO DAS CIDADES",1.30139322529763,60286,32637.1111111111
2502102,"MINISTERIO DO ESPORTE",-1.1113579838514,10711,13391.4444444444
2502151,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.658978246550658,6959,12058.5714285714
2502151,"MINISTERIO DAS CIDADES",-0.339195388510759,18514,23072.7142857143
2502151,"MINISTERIO DO ESPORTE",0.818212209305788,14133,12431.3333333333
2502201,"MINISTERIO DAS CIDADES",-0.266446754996162,38631,51763.5714285714
2502201,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.0746932109398801,9983,10440.3333333333
2502300,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.784883776575856,11317,19923.3333333333
2502300,"MINISTERIO DAS CIDADES",0.872199502997751,32062,25782.5714285714
2502409,"MINISTERIO DA SAUDE",-0.699509635560888,14723,23131
2502508,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.311452438788554,13717,12039.5
2502508,"MINISTERIO DAS CIDADES",-0.208571892759733,18346,21852.4444444444
2502508,"MINISTERIO DO ESPORTE",-0.5710824731484,9635,16425.4285714286
2502508,"MINISTERIO DO TURISMO",-0.774273364405809,19871,36501.3333333333
2502607,"MINISTERIO DAS CIDADES",0.435667998996932,32972,27723.6666666667
2502706,"MINISTERIO DAS CIDADES",-0.674135887648662,11417,24411.2857142857
2502706,"MINISTERIO DO ESPORTE",-0.472738962957613,17769,20634.25
2502706,"MINISTERIO DO TURISMO",0.628124899650654,27501,21116.3333333333
2502805,"MINISTERIO DA SAUDE",1.69808064579756,44779,24242.1666666667
2502805,"MINISTERIO DAS CIDADES",2.37609185544593,56556,21038.5
2502805,"MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME",1,13277,13277
2502805,"MINISTERIO DO ESPORTE",0.105789252669645,18870,17818.75
2502904,"MINISTERIO DA SAUDE",-1.10959179938438,3105,21447.4
2502904,"MINISTERIO DAS CIDADES",2.09373595540656,48954,19620.625
2502904,"MINISTERIO DO TURISMO",-1.6125227007869,9635,23440
2503001,"MINISTERIO DAS CIDADES",-1.02220399042482,1430,28677.3333333333
2503001,"MINISTERIO DO ESPORTE",-0.655598176225217,13048,20421.5
2503001,"MINISTERIO DO TURISMO",1.13830451623015,38495,21998.6666666667
2503100,"MINISTERIO DAS CIDADES",1.48495408036003,43275,26693.6
2503209,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.589934074927923,15181,25947.75
2503209,"MINISTERIO DA SAUDE",0.852584510289505,33357,20016.5
2503209,"MINISTERIO DAS CIDADES",-0.22949369726394,19054,22740.5
2503209,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",1.48708607776288,85164,29363
2503209,"MINISTERIO DO ESPORTE",1.55133949058636,32363,17608.375
2503209,"MINISTERIO DO TURISMO",0.317734032542772,17771,16236.7142857143
2503308,"MINISTERIO DA INTEGRACAO NACIONAL",-0.707106781186548,19385,34245.5
2503308,"MINISTERIO DAS CIDADES",-0.783286864794175,16318,33969.8
2503308,"Presidencia da República",1,2784,2784
2503407,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.707106781186548,10680,12322.5
2503506,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.564940973613941,6959,17490
2503506,"MINISTERIO DAS CIDADES",-0.659491249250308,9717,31276.625
2503506,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",1,29789,29789
2503506,"MINISTERIO DO ESPORTE",-0.213337397187936,11088,12022.6666666667
2503506,"MINISTERIO DO TURISMO",-0.707106781186547,16184,44250
2503555,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",1,6959,6959
2503555,"MINISTERIO DA INTEGRACAO NACIONAL",-0.707106781186548,20180,21358.5
2503555,"MINISTERIO DA SAUDE",1.58110272700424,39741,22565.8
2503555,"MINISTERIO DAS CIDADES",-0.910858165832162,9717,19074.5
2503555,"MINISTERIO DO TURISMO",-0.819979114780972,9635,19578.2
2503605,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.213183219080877,14527,13002
2503605,"MINISTERIO DAS CIDADES",-0.839663478092988,9717,27403.7
2503605,"MINISTERIO DO TURISMO",-0.704192011020169,11317,15293.5
2503704,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.765588728227416,3924,31478.8888888889
2503704,"MINISTERIO DA SAUDE",-0.194146993189262,28288,32579.2
2503704,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",1.30608226974166,36129,20101
2503704,"MINISTERIO DO ESPORTE",-0.0280342276320377,19819,20170
2503753,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.6440779007696,4689,28089.6666666667
2503753,"MINISTERIO DA SAUDE",-0.0373315036528539,16779,17167.6666666667
2503753,"MINISTERIO DAS CIDADES",-1.14774264320891,11417,51521.5
2503753,"MINISTERIO DO TURISMO",0.118173954216446,29383,27008.6666666667
2503803,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.707106781186547,19827,17251.5
2503803,"MINISTERIO DAS CIDADES",-0.0596138080326315,23920,24657.4285714286
2503803,"MINISTERIO DO ESPORTE",-0.586044417605654,9635,18303.4285714286
2503902,"MINISTERIO DA INTEGRACAO NACIONAL",0.0109784333546594,28133,27805.6
2503902,"MINISTERIO DAS CIDADES",0.50161345601463,30851,24065.4
2504009,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-1.22955677054713,1812,40627.1666666667
2504009,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",-0.922618774204326,13363,27693.6666666667
2504009,"MINISTERIO DA CULTURA",-0.757890673915579,8348,64102.5714285714
2504009,"MINISTERIO DA EDUCACAO",-0.243912207871473,160315,197824.666666667
2504009,"MINISTERIO DA INTEGRACAO NACIONAL",-0.545830383220801,13277,32691.6666666667
2504009,"MINISTERIO DA SAUDE",1.35817189960767,268919,135756.7
2504009,"MINISTERIO DAS CIDADES",-0.20193055435572,51509,56870.1
2504009,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.0549059808587269,91072,94505.5
2504009,"MINISTERIO DO ESPORTE",-0.800022482819506,33869,90637.9
2504009,"MINISTERIO DO TRABALHO E EMPREGO",-0.81978930585222,244,15479
2504009,"MINISTERIO DO TURISMO",-0.389989314532254,8346,158706.333333333
2504009,"Presidencia da República",-0.980205509336644,13197,73913
2504033,"MINISTERIO DAS CIDADES",-0.760359951767454,14203,30473.25
2504033,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",-0.707106781186548,9499,15009
2504033,"MINISTERIO DO ESPORTE",-0.707106781186547,20952,21793
2504033,"MINISTERIO DO TURISMO",0.247796994503136,13048,12435.8
2504074,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.893735682050123,9635,19207.4
2504074,"MINISTERIO DA CIENCIA, TECNOLOGIA E INOVACAO",1,5209,5209
2504074,"MINISTERIO DA INTEGRACAO NACIONAL",0.290872501235103,36519,31021.6666666667
2504074,"MINISTERIO DAS CIDADES",-0.0403975772072913,29151,29840.6666666667
2504074,"MINISTERIO DO ESPORTE",0.547823184463742,28905,24782
2504108,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",0.463875471203667,10672,9311.66666666667
2504108,"MINISTERIO DA INTEGRACAO NACIONAL",1.30997804937791,16779,13062.25
2504108,"MINISTERIO DA SAUDE",-0.370399758592242,16779,21415.5
2504157,"MINISTERIO DA SAUDE",1.05085376811743,28952,20388.4
2504157,"MINISTERIO DAS CIDADES",0.0427080759489208,31346,30344.5
2504157,"MINISTERIO DO ESPORTE",0.707106781186547,13048,11341.5
2504207,"MINISTERIO DA SAUDE",1.0728389378761,32832,22787.25
2504306,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.95358763851893,13048,36122.3333333333
2504306,"MINISTERIO DA INTEGRACAO NACIONAL",-0.74882056459487,12173,47135
2504306,"MINISTERIO DAS CIDADES",2.02420996161617,93394,30098.2857142857
2504306,"MINISTERIO DO DESENVOLVIMENTO AGRARIO",1.074954017314,40907,24455
2504306,"MINISTERIO DO TURISMO",-0.356191378687607,20952,22614.7142857143
2504355,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.186323190085866,21157,24058.8333333333
2504355,"MINISTERIO DA INTEGRACAO NACIONAL",1,16779,16779
2504355,"MINISTERIO DAS CIDADES",-0.588968066011701,19197,31839.7142857143
2504355,"MINISTERIO DO ESPORTE",1.13996658920346,49815,20277.6666666667
2504355,"MINISTERIO DO TURISMO",0.13396800195725,16779,15799.1666666667
2504405,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.62309440439988,2334,19522.3333333333
2504405,"MINISTERIO DAS CIDADES",0.507752608326776,79184,52046
2504405,"MINISTERIO DO ESPORTE",-0.26652732853839,15401,17601.75
2504504,"MINISTERIO DAS CIDADES",0.531859387753824,36590,28360.4285714286
2504504,"MINISTERIO DO DESENV. SOCIAL E COMBATE A FOME",1,13277,13277
2504504,"MINISTERIO DO ESPORTE",-0.608510336711953,11317,22376.25
2504504,"MINISTERIO DO TURISMO",0.689221462138938,19270,15284.8
2504603,"MINISTÉRIO DA AGRICULTURA,PECUARIA E ABASTECIMENTO",-0.927371753075516,4689,17931.375
2504603,"MINISTERIO DAS CIDADES",-0.582489034578515,19434,28892.5
2504603,"MINISTERIO DO ESPORTE",-0.457909726446744,11317,17542.5
