"n1","n2","n3","n4","n5","n6","origem","origem.nome","n1.nome","n2.nome","n3.nome"
2310902,2311264,2310803,2309458,2209559,2301851,2204600,"Hugo Napoleão PI","Piquet Carneiro CE","Quiterianópolis CE","Pereiro CE"
2604809,2209955,2500106,2105450,2110302,2702702,2204659,"Ilha Grande PI","Cortês PE","São João da Varjota PI","Água Branca PB"
2311504,2406809,2401651,3115474,2515930,2901403,2204709,"Inhuma PI","Quixeré CE","Lajes Pintadas RN","Bodó RN"
2101251,2301802,2402105,1703826,2305605,2513653,2204808,"Ipiranga do Piauí PI","Bacabeira MA","Baixio CE","Campo Redondo RN"
1100338,2802304,1101757,2905602,1101609,1101500,2204907,"Isaías Coelho PI","Nova Mamoré RO","Frei Paulo SE","Vale do Anari RO"
2603702,2905156,2205706,2108702,1506112,2602407,2205003,"Itainópolis PI","Canhotinho PE","Caetanos BA","Luís Correia PI"
2616209,2901353,2923902,2510659,2501708,2508604,2205102,"Itaueira PI","Vertentes PE","Andorinha BA","Pau Brasil BA"
2702553,2104073,2612109,2206803,2202851,2504033,2205151,"Jacobina do Piauí PI","Estrela de Alagoas AL","Feira Nova do Maranhão MA","Salgadinho PE"
2608008,1302207,2701209,2909208,2701100,2702108,2205201,"Jaicós PI","Jataúba PE","Juruá AM","Cacimbinhas AL"
2303907,2304806,2929255,2806404,2300150,2201556,2205250,"Jardim do Mulato PI","Chaval CE","Granjeiro CE","São Gabriel BA"
2206100,2210052,1301159,2207504,2110807,2510402,2205276,"Jatobá do Piauí PI","Matias Olímpio PI","São José do Divino PI","Careiro da Várzea AM"
2406403,3153301,1721109,2707107,2929404,2413409,2205300,"Jerumenha PI","Lagoa de Velhos RN","Presidente Kubitschek MG","Tocantínia TO"
2901155,2922052,2306603,1503002,2205516,2301307,2205359,"João Costa PI","América Dourada BA","Mulungu do Morro BA","Itatira CE"
2202174,2405900,2709202,1500909,2208650,2206696,2205409,"Joaquim Pires PI","Campo Largo do Piauí PI","João Dias RN","Traipu AL"
2701605,1300631,2207553,2700904,1301506,2100303,2205458,"Joca Marques PI","Canapi AL","Beruri AM","Paquetá PI"
2411502,2804003,2203305,1600808,1200385,1400209,2205508,"José de Freitas PI","Santo Antônio RN","Maruim SE","Demerval Lobão PI"
2922052,2515971,2100204,2300408,2905503,2304657,2205516,"Juazeiro do Piauí PI","Mulungu do Morro BA","Sobrado PB","Alcântara MA"
1502855,1303007,2303931,2308377,2308807,2112605,2205524,"Júlio Borges PI","Curuá PA","Nhamundá AM","Choró CE"
2923050,2203255,2703759,2207959,2600401,2201002,2205532,"Jurema PI","Novo Triunfo BA","Curralinhos PI","Jequiá da Praia AL"
2112001,2904308,2602704,2505907,2911402,2210508,2205540,"Lagoinha do Piauí PI","Tasso Fragoso MA","Brejões BA","Buenos Aires PE"
2804201,2602407,2506400,1506559,2911006,2700102,2205557,"Lagoa Alegre PI","Monte Alegre de Sergipe SE","Brejão PE","Gurinhém PB"
2207793,1718501,2103554,2105963,2506251,1504950,2205565,"Lagoa do Barro do Piauí PI","Pau D'Arco do Piauí PI","Recursolândia TO","Conceição do Lago-Açu MA"
2210391,2701506,2612901,2612554,2110906,2702603,2205573,"Lagoa de São Francisco PI","São Miguel do Fidalgo PI","Campo Grande AL","São Benedito do Sul PE"
2500601,2508554,2511509,2916856,2206753,2927507,2205581,"Lagoa do Piauí PI","Alhandra PB","Logradouro PB","Pilar PB"
2210391,2918456,2917904,2901908,3126950,2807501,2205599,"Lagoa do Sítio PI","São Miguel do Fidalgo PI","Jucuruçu BA","Jandaíra BA"
1711803,2512903,2933406,2202091,2105989,2504702,2205607,"Landri Sales PI","Juarina TO","Rio Tinto PB","Wagner BA"
1506112,2603702,2205003,2108702,2604700,2905156,2205706,"Luís Correia PI","Quatipuru PA","Canhotinho PE","Itainópolis PI"
2915106,2616506,2509008,2509107,2201929,2708501,2205805,"Luzilândia PI","Itagi BA","Xexéu PE","Manaíra PB"
2100477,2106409,2930758,1506401,2104099,1300508,2205854,"Madeiro PI","Alto Alegre do Pindaré MA","Mata Roma MA","Sítio do Mato BA"
1711951,2905503,1600253,2904209,1504604,2517209,2205904,"Manoel Emídio PI","Lagoa do Tocantins TO","Caldeirão Grande BA","Itaubal AP"
2209757,2918555,2207405,2210201,2204154,2602100,2205953,"Marcolândia PI","São Gonçalo do Gurguéia PI","Jussari BA","Palmeira do Piauí PI"
2208809,2401800,2408409,2504074,2805208,2915403,2206001,"Marcos Parente PI","Regeneração PI","Brejinho RN","Olho-D'Água do Borges RN"
2922805,2702009,1200393,2504033,2700904,2612109,2206050,"Massapê do Piauí PI","Nova Itarana BA","Coité do Nóia AL","Porto Walter AC"
2205276,2110807,2207504,2210052,2905909,1301159,2206100,"Matias Olímpio PI","Jatobá do Piauí PI","São Félix de Balsas MA","Palmeirais PI"
3165552,2903607,2509339,2501302,2514453,2500809,2206209,"Miguel Alves PI","Setubinha MG","Biritinga BA","Matinhas PB"
2200806,3119500,1717909,2513208,2411908,2403301,2206308,"Miguel Leão PI","Antônio Almeida PI","Coronel Murta MG","Ponte Alta do Tocantins TO"
2202539,2924207,1302801,1508308,1500909,2205409,2206357,"Milton Brandão PI","Caraúbas do Piauí PI","Pedro Alexandre BA","Maraã AM"
2930006,2410009,2405207,2513208,2200806,3149150,2206407,"Monsenhor Gil PI","Sebastião Laranjeiras BA","Pilões RN","Janduís RN"
1503093,2906899,3130556,2602605,3163508,2612703,2206506,"Monsenhor Hipólito PI","Goianésia do Pará PA","Caraíbas BA","Imbé de Minas MG"
2802809,2202059,2902658,2203008,2609105,2516151,2206605,"Monte Alegre do Piauí PI","Indiaroba SE","Cabeceiras do Piauí PI","Banzaê BA"
2106631,2104099,1506401,2208858,1501907,2106672,2206654,"Morro Cabeça no Tempo PI","Matões do Norte MA","Formosa da Serra Negra MA","Santa Cruz do Arari PA"
1507508,2500809,2501302,1301001,2603801,2614709,2206670,"Morro do Chapéu do Piauí PI","São João do Araguaia PA","Araçagi PB","Aroeiras PB"
2405900,2112456,3162450,1300029,1500909,1303908,2206696,"Murici dos Portelas PI","João Dias RN","Turilândia MA","São João das Missões MG"
2614808,2201556,2517001,2311900,2513356,2304806,2206704,"Nazaré do Piauí PI","Tacaratu PE","Bela Vista do Piauí PI","Umbuzeiro PB"
2411106,3108503,2907707,2300606,3135357,2608503,2206720,"Nazária PI","Ruy Barbosa RN","Botumirim MG","Chorrochó BA"
2924058,2516607,2916856,2923407,2205581,2927507,2206753,"Nossa Senhora de Nazaré PI","Pé de Serra BA","Tavares PB","Itatim BA"
2612901,2110906,2104073,2612109,2702603,2205151,2206803,"Nossa Senhora dos Remédios PI","São Benedito do Sul PE","São Francisco do Maranhão MA","Feira Nova do Maranhão MA"
2503506,2509800,1301308,3145877,2208106,2703106,2206902,"Novo Oriente do Piauí PI","Cacimba de Dentro PB","Mulungu PB","Codajás AM"
2609204,1302207,2708501,2702801,2930766,2201929,2206951,"Novo Santo Antônio PI","Maraial PE","Juruá AM","São Luís do Quitunde AL"
2614501,2615904,1722081,2930774,2611002,2400802,2207009,"Oeiras PI","Surubim PE","Tuparetama PE","Wanderlândia TO"
2601508,2102903,2313252,2921054,2920304,2402907,2207108,"Olho D'Água do Piauí PI","Belém de Maria PE","Carutapera MA","Tarrafas CE"
2509008,2905107,2706109,2610301,2102754,2915106,2207207,"Padre Marcos PI","Manaíra PB","Caém BA","Ouro Branco AL"
2915007,1712801,2413706,2100832,2106326,2311900,2207306,"Paes Landim PI","Itaeté BA","Maurilândia do Tocantins TO","Sítio Novo RN"
2201309,2700508,2201945,2911006,2701357,2925758,2207355,"Pajeú do Piauí PI","Barreiras do Piauí PI","Barra de Santo Antônio AL","Boqueirão do Piauí PI"
2204154,2209757,2210201,2205953,2932507,2703908,2207405,"Palmeira do Piauí PI","Francisco Macedo PI","São Gonçalo do Gurguéia PI","São José do Piauí PI"
2206100,2410405,1301159,2110807,2210409,2205276,2207504,"Palmeirais PI","Matias Olímpio PI","Pureza RN","Careiro da Várzea AM"
1300631,1301506,2201988,2924405,2205458,2608602,2207553,"Paquetá PI","Beruri AM","Envira AM","Brejo do Piauí PI"
2201176,2202026,2900207,2926202,2514651,2313203,2207603,"Parnaguá PI","Barra D'Alcântara PI","Buriti dos Montes PI","Abaré BA"
3304144,2602902,2930709,3171204,2603454,2305506,2207702,"Parnaíba PI","Queimados RJ","Cabo de Santo Agostinho PE","Simões Filho BA"
1508050,2904803,2611705,3132305,2204402,1712405,2207751,"Passagem Franca do Piauí PI","Trairão PA","Caatiba BA","Riacho das Almas PE"
2204352,2202075,2903706,2311207,2201150,2409605,2207777,"Patos do Piauí PI","Geminiano PI","Cajazeiras do Piauí PI","Boa Nova BA"
2506251,2103554,2615805,2200954,2919108,2701506,2207793,"Pau D'Arco do Piauí PI","Gado Bravo PB","Conceição do Lago-Açu MA","Tupanatinga PE"
2932606,1506609,2516003,2917300,2706448,2700805,2207801,"Paulistana PI","Urandi BA","Santa Maria do Pará PA","Solânea PB"
1300904,2919108,2708105,2615805,2508406,2701506,2207850,"Pavussu PI","Canutama AM","Lamarão BA","Santana do Mundaú AL"
2613206,2917201,2501500,2703205,2931004,2515807,2207900,"Pedro Ii PI","São João PE","Ituaçu BA","Bananeiras PB"
2102077,1300680,2603926,2109270,2313906,2107258,2207934,"Pedro Laurentino PI","Bom Lugar MA","Boa Vista do Ramos AM","Carnaubeira da Penha PE"
2703759,2409506,2923050,2404606,2503753,2205532,2207959,"Nova Santa Rita PI","Jequiá da Praia AL","Pedra Grande RN","Novo Triunfo BA"
2203909,2403103,4119608,2304285,5213087,4123907,2208007,"Picos PI","Floriano PI","Currais Novos RN","Pitanga PR"
2505501,2503506,2206902,2703106,1301308,2509800,2208106,"Pimenteiras PI","Vista Serrana PB","Cacimba de Dentro PB","Novo Oriente do Piauí PI"
2104404,2507101,1300102,2700201,2111953,2311207,2208205,"Pio Ix PI","Gonçalves Dias MA","Itapororoca PB","Anori AM"
2903409,2606903,2506806,2504504,2906857,2707909,2208304,"Piracuruca PI","Belmonte BA","Iguaraci PE","Ingá PB"
2903904,2930501,1502707,2610608,1300144,2706703,2208403,"Piripiri PI","Bom Jesus da Lapa BA","Serrinha BA","Conceição do Araguaia PA"
2703502,2801702,2922607,2411601,2916708,2201507,2208502,"Porto PI","Jacuípe AL","Cristinápolis SE","Nilo Peçanha BA"
2202737,2921609,2930402,2109700,2920205,2202000,2208551,"Porto Alegre do Piauí PI","Coivaras PI","Morpará BA","Serra Preta BA"
2514552,2916609,2311207,2513109,2517209,2111953,2208601,"Prata do Piauí PI","São José de Princesa PB","Itapitanga BA","Potengi CE"
2208874,2205409,1504950,2919108,2615805,2708105,2208650,"Queimada Nova PI","Ribeira do Piauí PI","Joaquim Pires PI","Nova Esperança do Piriá PA"
2411403,2410900,1507102,3144672,2410108,2506608,2208700,"Redenção do Gurguéia PI","Santana do Matos RN","Riachuelo RN","São Caetano de Odivelas PA"
2206001,2504074,2401800,2805208,2408409,2918357,2208809,"Regeneração PI","Marcos Parente PI","Caraúbas PB","Brejinho RN"
2922250,2513505,1504000,2203453,2112704,2106672,2208858,"Riacho Frio PI","Muquém de São Francisco BA","Santana de Mangueira PB","Limoeiro do Ajuru PA"
2708105,2208650,2702504,1301654,2805406,2209872,2208874,"Ribeira do Piauí PI","Santana do Mundaú AL","Queimada Nova PI","Dois Riachos AL"
2502102,2513927,2301604,3152170,3127800,2600807,2208908,"Ribeiro Gonçalves PI","Boa Ventura PB","São Bentinho PB","Assaré CE"
2210102,2911659,1720150,2704500,2907558,2924702,2209005,"Rio Grande do Piauí PI","São José do Peixe PI","Guajeru BA","São Félix do Tocantins TO"
2804706,2803807,2807303,2408706,2607406,2403756,2209104,"Santa Cruz do Piauí PI","Nossa Senhora de Lourdes SE","Malhada dos Bois SE","Telha SE"
2302057,2311900,2614808,2413706,2304806,2604155,2209153,"Santa Cruz dos Milagres PI","Barroquinha CE","Saboeiro CE","Tacaratu PE"
2805802,2515906,3127073,3160207,1502004,2202109,2209203,"Santa Filomena PI","Riachão do Dantas SE","Serraria PB","Fruta de Leite MG"
2406502,2902500,2601052,2930907,2202059,2506608,2209302,"Santa Luz PI","Lagoa Nova RN","Baianópolis BA","Araçoiaba PE"
2701902,2101301,2509404,2921054,2708204,2108900,2209351,"Santana do Piauí PI","Chã Preta AL","Bacuri MA","Mogeiro PB"
2513356,2604809,2105450,2701308,2204659,2608305,2209377,"Santa Rosa do Piauí PI","Santa Inês PB","Cortês PE","Jatobá MA"
2910909,2932804,2903102,2931707,2607703,2707008,2209401,"Santo Antônio de Lisboa PI","Firmino Alves BA","Utinga BA","Barra do Rocha BA"
2301406,2400406,2104909,2312106,2311108,2109056,2209450,"Santo Antônio dos Milagres PI","Aratuba CE","Água Nova RN","Guimarães MA"
2307635,2308609,2930303,2307106,2407005,2306702,2209500,"Santo Inácio do Piauí PI","Madalena CE","Monsenhor Tabosa CE","Serra Dourada BA"
2200707,2806503,2307403,2311264,2309458,2204600,2209559,"São Braz do Piauí PI","Anísio de Abreu PI","Santa Rosa de Lima SE","Jucás CE"
2109551,2410504,2613404,2406205,2111607,2203206,2209609,"São Félix do Piauí PI","Ribamar Fiquene MA","Rafael Fernandes RN","São José da Coroa Grande PE"
1303601,2105963,2205565,1718501,1200351,2111722,2209658,"São Francisco de Assis do Piauí PI","Santa Isabel do Rio Negro AM","Lagoa Grande do Maranhão MA","Lagoa do Barro do Piauí PI"
2510204,2701704,2304608,2610806,2509206,3148756,2209708,"São Francisco do Piauí PI","Nova Olinda PB","Capela AL","General Sampaio CE"
2205953,2207405,2204154,2918555,2210201,1704105,2209757,"São Gonçalo do Gurguéia PI","Marcolândia PI","Palmeira do Piauí PI","Francisco Macedo PI"
2300903,2302909,2414159,2312809,2304269,2304459,2209807,"São Gonçalo do Piauí PI","Apuiarés CE","Capistrano CE","Tenente Laurentino Cruz RN"
2109700,2202133,2201101,2921609,2506400,2208551,2209856,"São João da Canabrava PI","Sambaíba MA","Campo Grande do Piauí PI","Avelino Lopes PI"
2708105,1505205,2208874,1507805,1300904,2919108,2209872,"São João da Fronteira PI","Santana do Mundaú AL","Oeiras do Pará PA","Ribeira do Piauí PI"
2703403,1505601,1711951,2614402,2606705,2912509,2209906,"São João da Serra PI","Jacaré dos Homens AL","Peixe-Boi PA","Lagoa do Tocantins TO"
2204659,2702702,2515401,2703700,2606606,2110302,2209955,"São João da Varjota PI","Ilha Grande PI","Feliz Deserto AL","Seridó PB"
2505352,2104651,2607000,2111078,2205151,2707206,2209971,"São João do Arraial PI","Damião PB","Governador Newton Bello MA","Inajá PE"
2211308,2514909,2403806,2802502,2904902,2608057,2210003,"São João do Piauí PI","Valença do Piauí PI","São Mamede PB","Florânia RN"
2409506,2205276,2206100,2510402,2513109,2508208,2210052,"São José do Divino PI","Pedra Grande RN","Jatobá do Piauí PI","Matias Olímpio PI"
2924702,2209005,2500536,2907558,2924306,1720150,2210102,"São José do Peixe PI","Piripá BA","Rio Grande do Piauí PI","Alcantil PB"
2204154,2207405,2209757,2205953,2205805,2509107,2210201,"São José do Piauí PI","Francisco Macedo PI","Palmeira do Piauí PI","São Gonçalo do Gurguéia PI"
1716208,1100379,2803906,2615607,1200054,1200138,2210300,"São Julião PI","Paranã TO","Alto Alegre dos Parecis RO","Malhador SE"
2502300,2700706,2923035,2407906,2505600,2107407,2210359,"São Lourenço do Piauí PI","Bom Sucesso PB","Batalha AL","Novo Horizonte BA"
2514107,2707503,1507706,2311207,2204352,2203255,2210375,"São Luis do Piauí PI","São João do Tigre PB","Porto Real do Colégio AL","São Sebastião da Boa Vista PA"
3145877,1505700,2505501,2208106,2206902,2503506,2210383,"São Miguel da Baixa Grande PI","Orizânia MG","Ponta de Pedras PA","Vista Serrana PB"
2918456,2205573,2205599,2612554,3126950,2919009,2210391,"São Miguel do Fidalgo PI","Jucuruçu BA","Lagoa de São Francisco PI","Lagoa do Sítio PI"
1301100,2905909,2913804,2110807,2207504,1501907,2210409,"São Miguel do Tapuio PI","Careiro AM","Campo Alegre de Lourdes BA","Ipecaetá BA"
2406155,2505907,2610400,2904308,2305209,2410801,2210508,"São Pedro do Piauí PI","Jundiá RN","Emas PB","Parnamirim PE"
2805703,3163300,2412104,2927705,2312502,1400506,2210607,"São Raimundo Nonato PI","Propriá SE","São José do Divino MG","São João do Sabugi RN"
2405900,3108255,2910008,2703809,2709202,1507201,2210623,"Sebastião Barros PI","João Dias RN","Bonito de Minas MG","Dário Meira BA"
2802700,2920809,2210904,1200427,2706208,2508505,2210631,"Sebastião Leal PI","Ilha das Flores SE","Marcionílio Souza BA","Socorro do Piauí PI"
1507466,2100808,2904852,2100709,2305266,2910776,2210656,"Sigefredo Pacheco PI","São João da Ponta PA","Anapurus MA","Cabaceiras do Paraguaçu BA"
3102704,2931004,2209005,2703205,2704500,1506104,2210706,"Simões PI","Cachoeira de Pajeú MG","Tanhaçu BA","Rio Grande do Piauí PI"
3141504,2912103,1714880,3109402,2201804,2508307,2210805,"Simplício Mendes PI","Mendes Pimentel MG","Ibicaraí BA","Nova Olinda TO"
2210631,2920809,2802700,2922656,2706208,1200427,2210904,"Socorro do Piauí PI","Sebastião Leal PI","Marcionílio Souza BA","Ilha das Flores SE"
2200277,2110856,2200301,2200905,2805109,2202604,2210938,"Sussuapara PI","Alegrete do Piauí PI","São Francisco do Brejão MA","Alto Longá PI"
2705002,1304104,2608404,2211506,2706000,2607505,2210953,"Tamboril do Piauí PI","Mata Grande AL","Tapauá AM","Jurema PE"
2104206,2513356,2516755,2608305,2514602,2400307,2210979,"Tanque do Piauí PI","Fortuna MA","Santa Inês PB","Tenório PB"
2408102,2507507,3303500,5002704,3534401,3304904,2211001,"Teresina PI","Natal RN","João Pessoa PB","Nova Iguaçu RJ"
2909901,2605301,2916856,2500601,2502003,2914208,2211100,"União PI","Curaçá BA","Exu PE","Itatim BA"
3138104,3117504,3123858,1700400,3145703,3136504,2211209,"Uruçuí PI","Lassance MG","Conceição do Mato Dentro MG","Entre Folhas MG"
2210003,2403806,3126901,2802502,1101484,1600535,2211308,"Valença do Piauí PI","São João do Piauí PI","Florânia RN","Frei Inocêncio MG"
2100436,2807501,2911303,2106607,2917904,2510006,2211357,"Várzea Branca PI","Alto Alegre do Maranhão MA","Tomar do Geru SE","Gentio do Ouro BA"
2702702,2405108,2918308,2604809,2110302,2500106,2211407,"Várzea Grande PI","Feliz Deserto AL","Jandaíra RN","Jitaúna BA"
2705002,2210953,2926509,2111029,2100154,2609154,2211506,"Vera Mendes PI","Mata Grande AL","Tamboril do Piauí PI","Ribeira do Amparo BA"
2904050,2910750,2501153,2113009,2104503,2933158,2211605,"Vila Nova do Piauí PI","Bonito BA","Fátima BA","Areia de Baraúnas PB"
2103158,2509909,2203800,2800704,2508703,2705408,2211704,"Wall Ferraz PI","Centro do Guilherme MA","Natuba PB","Flores do Piauí PI"
2300903,2209807,2302305,2106805,2313807,1703826,2300101,"Abaiara CE","Apuiarés CE","São Gonçalo do Piauí PI","Bela Cruz CE"
1718659,2604304,2507804,2929255,2205250,2807303,2300150,"Acarape CE","Rio da Conceição TO","Cedro PE","Junco do Seridó PB"
2701001,2919157,2302008,1505106,1503903,2308708,2300200,"Acaraú CE","Boca da Mata AL","Lapão BA","Barro CE"
2105708,2930600,2103257,2707305,2403756,2311355,2300309,"Acopiara CE","Lago da Pedra MA","Serrolândia BA","Cidelândia MA"
2205516,2922052,2100204,2515971,2306603,2304657,2300408,"Aiuaba CE","Juazeiro do Piauí PI","Mulungu do Morro BA","Alcântara MA"
2914406,2303303,2913101,1713957,2303105,2616308,2300507,"Alcântaras CE","Iraquara BA","Cariús CE","Ibititá BA"
2300804,2307403,2608503,3127503,2411106,2206720,2300606,"Altaneira CE","Antonina do Norte CE","Jucás CE","Lagoa de Itaenga PE"
2924504,2615508,2610400,2904308,2112001,2405009,2300705,"Alto Santo CE","Pindaí BA","Tracunhaém PE","Parnamirim PE"
2313559,2305332,2111003,2101905,2920452,2304004,2300754,"Amontada CE","Tururu CE","Ibicuitinga CE","São João Batista MA"
2606309,2608503,2503407,2300606,2305209,2405009,2300804,"Antonina do Norte CE","Granito PE","Lagoa de Itaenga PE","Cacimba de Areia PB"
2209807,2300101,2302909,2313500,2414159,2304269,2300903,"Apuiarés CE","São Gonçalo do Piauí PI","Abaiara CE","Capistrano CE"
2707701,2407104,2304103,2610608,2605202,2311405,2301000,"Aquiraz CE","Rio Largo AL","Macaíba RN","Crateús CE"
2403004,2306009,2101202,2307254,2911600,2310258,2301109,"Aracati CE","Cruzeta RN","Iracema CE","Bacabal MA"
2303600,2308203,2304277,2909703,2108009,2106755,2301208,"Aracoiaba CE","Catarina CE","Meruoca CE","Ererê CE"
3146552,2109239,2806503,2308906,2411700,2910776,2301257,"Ararendá CE","Pai Pedro MG","Presidente Médici MA","Santa Rosa de Lima SE"
2102101,2201002,2922052,2310308,2205359,2904753,2301307,"Araripe CE","Brejo MA","Arraial PI","Mulungu do Morro BA"
2209450,2104909,2400406,2311108,2304301,2109056,2301406,"Aratuba CE","Santo Antônio dos Milagres PI","Guimarães MA","Água Nova RN"
2929750,2309904,2403202,2400604,2306801,2512606,2301505,"Arneiroz CE","Saubara BA","Pacujá CE","Doutor Severiano RN"
1718758,2208908,3152170,2513927,1718907,2400505,2301604,"Assaré CE","Rio Sono TO","Ribeiro Gonçalves PI","Ponto dos Volantes MG"
2305308,2309409,2805307,2616100,2602209,2928406,2301703,"Aurora CE","Ibiapina CE","Novo Oriente CE","Pirambu SE"
2204808,2101251,2513653,2406809,2402105,2314003,2301802,"Baixio CE","Ipiranga do Piauí PI","Bacabeira MA","Santarém PB"
2407005,2930303,2310902,2310506,2307106,3108503,2301851,"Banabuiú CE","Luís Gomes RN","Serra Dourada BA","Piquet Carneiro CE"
3122801,3553856,2513406,2412401,2604007,2307601,2301901,"Barbalha CE","Dom Viçoso MG","Taquarivaí SP","Santa Luzia PB"
2909703,2304954,2311504,2515930,2312205,2308609,2301950,"Barreira CE","Cristópolis BA","Guaiúba CE","Quixeré CE"
2311702,2923035,2701001,2919157,2612406,2503001,2302008,"Barro CE","Reriutaba CE","Novo Horizonte BA","Boca da Mata AL"
2209153,2604155,2614808,2106300,2413706,2311900,2302057,"Barroquinha CE","Santa Cruz dos Milagres PI","Casinhas PE","Tacaratu PE"
2308401,2512408,2305357,2803302,2410207,2112803,2302107,"Baturité CE","Missão Velha CE","Puxinanã PB","Icapuí CE"
2313302,2105500,2803609,2926103,2108603,3164209,2302206,"Beberibe CE","Tauá CE","João Lisboa MA","Laranjeiras SE"
2311108,1703826,2106805,2104909,2402105,2300101,2302305,"Bela Cruz CE","Porteiras CE","Cachoeirinha TO","Mirinzal MA"
2602209,2928000,2103208,1504802,2925808,2608503,2302404,"Boa Viagem CE","Bom Jardim PE","Santaluz BA","Chapadinha MA"
2313609,2803609,2411429,2929008,2929909,2102556,2302503,"Brejo Santo CE","Ubajara CE","Laranjeiras SE","Santana do Seridó RN"
2109452,2304459,2506509,2517407,2927309,2106508,2302602,"Camocim CE","Raposa MA","Fortim CE","Gurjão PB"
2306256,1200336,2913309,2104552,2414704,2804300,2302701,"Campos Sales CE","Itaitinga CE","Mâncio Lima AC","Ichu BA"
2308708,2312304,2103703,2926400,2613503,2305803,2302800,"Canindé CE","Morada Nova CE","São Benedito CE","Cururupu MA"
2209807,2300903,2313500,2312809,2303659,2414159,2302909,"Capistrano CE","São Gonçalo do Piauí PI","Apuiarés CE","Trairi CE"
2930154,3136959,2313708,2408607,1506906,2923704,2303006,"Caridade CE","Serra do Ramalho BA","Juvenília MG","Umari CE"
2904407,1713957,2914406,2303303,2300507,1300086,2303105,"Cariré CE","Brejolândia BA","Muricilândia TO","Iraquara BA"
2108900,2905305,2308500,2509404,2706802,2107308,2303204,"Caririaçu CE","Poção de Pedras MA","Cafarnaum BA","Mombaça CE"
2914406,2300507,2303105,2919157,2913101,2102309,2303303,"Cariús CE","Iraquara BA","Alcântaras CE","Cariré CE"
2614006,2414605,2307908,2308906,2910776,2200707,2303402,"Carnaubal CE","Serrita PE","Upanema RN","Martinópole CE"
2311405,3152204,3138658,1502202,2105500,1703008,2303501,"Cascavel CE","Quixeramobim CE","Porteirinha MG","Lontra MG"
2909703,2304954,2513653,2301208,2515930,2308203,2303600,"Catarina CE","Cristópolis BA","Guaiúba CE","Santarém PB"
2312601,2302909,1718659,2604304,2517407,2300150,2303659,"Catunda CE","São Luís do Curu CE","Capistrano CE","Rio da Conceição TO"
1506807,2307304,3154606,2307650,2602902,2905701,2303709,"Caucaia CE","Santarém PA","Juazeiro do Norte CE","Ribeirão das Neves MG"
2926301,1507003,2925402,2308401,2410207,2803302,2303808,"Cedro CE","Riachão do Jacuípe BA","Santo Antônio do Tauá PA","Potiraguá BA"
2304806,2205250,2201556,2806404,2209153,2907608,2303907,"Chaval CE","Granjeiro CE","Jardim do Mulato PI","Bela Vista do Piauí PI"
2205524,2308377,2308807,2112605,2310951,2609303,2303931,"Choró CE","Júlio Borges PI","Miraíma CE","Moraújo CE"
2404705,2111763,2516706,2203206,2412500,2920502,2303956,"Chorozinho CE","Ipanguaçu RN","Senador La Rocque MA","Teixeira PB"
2306108,2305332,2306553,2101905,2108009,2103109,2304004,"Coreaú CE","Irauçuba CE","Ibicuitinga CE","Itarema CE"
2707701,2407104,2301000,2802106,2610608,2109106,2304103,"Crateús CE","Rio Largo AL","Macaíba RN","Aquiraz CE"
3516309,2312908,3510203,3107307,2510808,3541901,2304202,"Crato CE","Francisco Morato SP","Sobral CE","Capão Bonito SP"
2111706,2101905,2920452,2310951,2609303,2112605,2304236,"Croatá CE","São Vicente Ferrer MA","Bequimão MA","Mansidão BA"
2310852,2108504,2311603,2109601,2313005,1720002,2304251,"Cruz CE","Pindoretama CE","Pindaré-Mirim MA","Redenção CE"
2101939,2903235,2110203,2312809,2108009,2104305,2304269,"Deputado Irapuan Pinheiro CE","Bernardo do Mearim MA","Barro Alto BA","Santa Rita MA"
2111052,2106755,2311231,2919900,2301208,2309102,2304277,"Ererê CE","São João do Paraíso MA","Miranda do Norte MA","Potiretama CE"
4119608,3550209,4212007,4123956,4126900,4112801,2304285,"Eusébio CE","Pitanga PR","São Miguel Arcanjo SP","Palma Sola SC"
2104909,2301406,2311108,2101103,1703826,2209450,2304301,"Farias Brito CE","Guimarães MA","Aratuba CE","Porteiras CE"
2310852,2911600,1720002,2313807,2108504,2313609,2304350,"Forquilha CE","Pindoretama CE","Governador Mangabeira BA","Santa Terezinha do Tocantins TO"
2927408,3106200,5300108,1302603,4106902,2611606,2304400,"Fortaleza CE","Salvador BA","Belo Horizonte MG","Brasília DF"
2414159,2109452,2512606,2310704,2517407,2506509,2304459,"Fortim CE","Tenente Laurentino Cruz RN","Raposa MA","Quixabá PB"
2932002,2919900,1507961,2913101,2103752,2615201,2304509,"Frecheirinha CE","Uauá BA","Macururé BA","Terra Alta PA"
2505006,2610806,2209708,2510204,2701704,1503408,2304608,"General Sampaio CE","Cubati PB","Pedra PE","São Francisco do Piauí PI"
2922052,2205516,2300408,2515971,2100204,2305266,2304657,"Graça CE","Mulungu do Morro BA","Juazeiro do Piauí PI","Aiuaba CE"
2112407,1501907,2108454,2104099,2102705,1300060,2304707,"Granja CE","Turiaçu MA","Bujaru PA","Peritoró MA"
2806404,2303907,2517001,2201556,2209153,2206704,2304806,"Granjeiro CE","Santana do São Francisco SE","Chaval CE","Umbuzeiro PB"
1712454,2506509,2517407,1703800,2305100,2109452,2304905,"Groaíras CE","Luzinópolis TO","Gurjão PB","Zabelê PB"
