"n1","n2","n3","n4","n5","n6","origem","origem.nome","n1.nome","n2.nome","n3.nome"
2407807,2706901,2203701,2926707,2907301,2200400,2927200,"Ruy Barbosa BA","Monte Alegre RN","Pilar AL","Esperantina PI"
2106508,2925600,2306801,2800100,2313955,2307809,2927309,"Salinas da Margarida BA","Matinha MA","Presidente Dutra BA","Jaguaribara CE"
2304400,5300108,3106200,1302603,4106902,2611606,2927408,"Salvador BA","Fortaleza CE","Brasília DF","Belo Horizonte MG"
2202406,2516607,2923407,2924058,2406601,2902609,2927507,"Santa Bárbara BA","Capitão de Campos PI","Tavares PB","Palmas de Monte Alto BA"
2615102,2709103,2607307,2708808,2508703,2606606,2927606,"Santa Brígida BA","Terezinha PE","Taquarana AL","Ipubi PE"
2312502,2109106,1101484,3164001,1400456,3126901,2927705,"Santa Cruz Cabrália BA","São João do Jaguaribe CE","Presidente Dutra MA","São Felipe D'Oeste RO"
2513307,2903276,1507409,2608453,2917359,2513927,2927804,"Santa Cruz da Vitória BA","Santa Helena PB","Barrocas BA","São Francisco do Pará PA"
2707008,2924900,1704105,2918308,2106003,2931707,2927903,"Santa Inês BA","Pindoba AL","Planaltino BA","Centenário TO"
2311702,2908903,2925808,2610509,2614204,2909505,2928000,"Santaluz BA","Reriutaba CE","Coração de Maria BA","Queimadas BA"
2918209,2911808,2511608,2902906,2917805,1505700,2928059,"Santa Luzia BA","Jiquiriçá BA","Guaratinga BA","Pilões PB"
2309300,2608800,1507904,2604205,2908408,2614105,2928109,"Santa Maria da Vitória BA","Nova Russas CE","Lajedo PE","Soure PA"
2807105,2400505,2907301,2800670,2500700,2516805,2928208,"Santana BA","Simão Dias SE","Alexandria RN","Castro Alves BA"
2505600,2511806,2202091,2605152,2414902,2502300,2928307,"Santanópolis BA","Diamante PB","Pirpirituba PB","Caldeirão Grande do Piauí PI"
2409100,2606101,2414001,2613503,2805307,2301703,2928406,"Santa Rita de Cássia BA","Passa E Fica RN","Glória do Goitá PE","Tangará RN"
2908101,3171030,3156502,3150570,3170909,3127057,2928505,"Santa Teresinha BA","Cocos BA","Verdelândia MG","Rubelita MG"
2917508,2211308,1502707,2802106,2210003,2905008,2928604,"Santo Amaro BA","Jacobina BA","Valença do Piauí PI","Conceição do Araguaia PA"
2510808,5102504,5221403,5220454,3519303,2101400,2928703,"Santo Antônio de Jesus BA","Patos PB","Cáceres MT","Trindade GO"
2901007,3119203,3133907,1713601,3145455,3122207,2928802,"Santo Estêvão BA","Amargosa BA","Coroaci MG","Itaverava MG"
2704203,2401701,2917607,1302702,2920106,2800209,2928901,"São Desidério BA","Limoeiro de Anadia AL","Bom Jesus RN","Jaguaquara BA"
2200202,1507003,2411205,1703206,1507979,2904902,2928950,"São Domingos BA","Água Branca PI","Santo Antônio do Tauá PA","Santa Cruz RN"
2403707,2803609,2926103,2309805,2411429,2313609,2929008,"São Félix BA","Felipe Guerra RN","Laranjeiras SE","Retirolândia BA"
3138906,2413003,2402303,2923506,2601607,2913200,2929057,"São Félix do Coribe BA","Machacalis MG","São Vicente RN","Caraúbas RN"
3149150,2412302,2612471,2904001,2510709,2206407,2929107,"São Felipe BA","Pedras de Maria da Cruz MG","São José do Campestre RN","Santa Cruz da Baixa Verde PE"
2506301,3168002,1720655,4121505,3170800,3201001,2929206,"São Francisco do Conde BA","Guarabira PB","Taiobeiras MG","Silvanópolis TO"
2806404,2300150,2205250,2517001,2607406,2103505,2929255,"São Gabriel BA","Santana do São Francisco SE","Acarape CE","Jardim do Mulato PI"
2409902,1503804,2906873,2204303,1101104,1100080,2929305,"São Gonçalo dos Campos BA","Pendências RN","Jacundá PA","Capim Grosso BA"
2610103,2509107,2929800,2105658,2918100,2925907,2929354,"São José da Vitória BA","Palmeirina PE","Mari PB","Saúde BA"
2608701,2201309,2512754,2925758,2700508,2207355,2929370,"São José do Jacuípe BA","Lagoa dos Gatos PE","Barreiras do Piauí PI","Riachão do Bacamarte PB"
2414100,1721109,1718907,3153301,2205300,3152170,2929404,"São Miguel das Matas BA","Tenente Ananias RN","Tocantínia TO","Santa Rosa do Tocantins TO"
2607604,3203304,2403608,3203163,2904605,3306156,2929503,"São Sebastião do Passé BA","Ilha de Itamaracá PE","Mantenópolis ES","Extremoz RN"
2501351,2507002,2410504,2201408,1720101,2613404,2929602,"Sapeaçu BA","Assunção PB","Itaporanga PB","Rafael Fernandes RN"
2608602,2206050,2903607,2702009,2206209,1302405,2929701,"Sátiro Dias BA","Lagoa do Ouro PE","Massapê do Piauí PI","Biritinga BA"
2301505,2512606,2307809,2309904,2306801,2400604,2929750,"Saubara BA","Arneiroz CE","Quixabá PB","Marco CE"
2105658,2610103,2608255,2929354,2925907,2108108,2929800,"Saúde BA","Junco do Maranhão MA","Palmeirina PE","Jucati PE"
2607752,2411205,2926301,2200202,2314003,1600212,2929909,"Seabra BA","Itapissuma PE","Santa Cruz RN","Riachão do Jacuípe BA"
2405207,2410009,2407252,2206407,2104107,2413359,2930006,"Sebastião Laranjeiras BA","Janduís RN","Pilões RN","Major Sales RN"
2313401,1200203,2805703,2210607,2606804,2100055,2930105,"Senhor do Bonfim BA","Tianguá CE","Cruzeiro do Sul AC","Propriá SE"
2311264,2303006,2923704,2309458,2307403,2209559,2930154,"Serra do Ramalho BA","Quiterianópolis CE","Caridade CE","Paratinga BA"
2705101,2313203,1304401,2926202,2802809,2514651,2930204,"Sento Sé BA","Matriz de Camaragibe AL","Tamboril CE","Urucurituba AM"
2308609,2407005,2307635,2301851,2209500,2307106,2930303,"Serra Dourada BA","Monsenhor Tabosa CE","Luís Gomes RN","Madalena CE"
2202737,2208551,2109700,2202000,2920205,2906105,2930402,"Serra Preta BA","Coivaras PI","Porto Alegre do Piauí PI","Sambaíba MA"
2903904,2208403,2407104,2706703,2610608,2803500,2930501,"Serrinha BA","Bom Jesus da Lapa BA","Piripiri PI","Macaíba RN"
2707305,2607802,2915403,2104008,2400307,2105708,2930600,"Serrolândia BA","Porto Calvo AL","Itaquitinga PE","Itaju do Colônia BA"
2305506,3304144,2207702,2910057,2506301,2804805,2930709,"Simões Filho BA","Iguatu CE","Queimados RJ","Parnaíba PI"
1300508,2205854,2100477,2106409,2107209,2303931,2930758,"Sítio do Mato BA","Barreirinha AM","Madeiro PI","Alto Alegre do Pindaré MA"
2701209,2609204,2708501,2600500,2705606,2206951,2930766,"Sítio do Quinto BA","Cacimbinhas AL","Maraial PE","São Luís do Quitunde AL"
2615904,1507003,1722081,2303808,2401008,1703206,2930774,"Sobradinho BA","Tuparetama PE","Santo Antônio do Tauá PA","Wanderlândia TO"
2112902,2612802,1300086,2907608,1718303,1703891,2930808,"Souto Soares BA","Vitória do Mearim MA","Santa Terezinha PE","Anamã AM"
2904852,2100709,1507466,2209302,2910776,2210656,2930907,"Tabocas do Brejo Velho BA","Cabaceiras do Paraguaçu BA","Anajatuba MA","São João da Ponta PA"
2210706,3102704,1506104,2933257,2611408,2917201,2931004,"Tanhaçu BA","Simões PI","Cachoeira de Pajeú MG","Primavera PA"
1718907,1718758,1716208,2414100,2400505,2903409,2931053,"Tanque Novo BA","Santa Rosa do Tocantins TO","Rio Sono TO","Paranã TO"
2926905,3144672,2410900,2411403,2513604,2510303,2931103,"Tanquinho BA","Rio do Pires BA","Nova Belém MG","Riachuelo RN"
2704401,2705705,2807006,2900900,2805505,2708303,2931202,"Taperoá BA","Major Isidoro AL","Olho D'Água das Flores AL","São Miguel do Aleixo SE"
3102852,2501104,2613107,2514503,2504405,2933174,2931301,"Tapiramutá BA","Angelândia MG","Areia PB","São Caitano PE"
2925303,2900702,2913606,3171204,2910727,2924009,2931350,"Teixeira de Freitas BA","Porto Seguro BA","Alagoinhas BA","Ilhéus BA"
2513604,2911402,2915205,2504504,2918704,2205540,2931400,"Teodoro Sampaio BA","Santana dos Garrotes PB","Glória BA","Itagibá BA"
2801207,2409803,2925006,3146750,2920106,1502756,2931509,"Teofilândia BA","Canindé de São Francisco SE","Pedro Velho RN","Planalto BA"
2801702,2411601,1303304,2208502,2703502,1300102,2931608,"Teolândia BA","Cristinápolis SE","São Bento do Norte RN","Novo Aripuanã AM"
2908804,2707008,2106003,2903102,2927903,2911907,2931707,"Terra Nova BA","Contendas do Sincorá BA","Pindoba AL","Lima Campos MA"
1503705,1302108,1302405,2919959,1505486,2508406,2931806,"Tremedal BA","Itupiranga PA","Japurá AM","Lábrea AM"
2704005,2915700,2907806,2933109,2903102,2209401,2931905,"Tucano BA","Junqueiro AL","Itamari BA","Cícero Dantas BA"
2304509,2913101,2103752,1507961,2919900,2914406,2932002,"Uauá BA","Frecheirinha CE","Ibititá BA","Davinópolis MA"
2203503,2605806,2109502,2702207,2508901,2603108,2932101,"Ubaíra BA","Elesbão Veloso PI","Frei Miguelinho PE","Riachão MA"
2916807,2806008,2917300,2904704,3164472,2908002,2932200,"Ubaitaba BA","Itarantim BA","Ribeirópolis SE","Ituberá BA"
2611309,3146206,2801405,1508357,1507458,2504801,2932309,"Ubatã BA","Pombos PE","Ouro Verde de Minas MG","Carira SE"
2305357,2803302,2512408,1713700,2103802,2911105,2932408,"Uibaí BA","Icapuí CE","Japaratuba SE","Puxinanã PB"
2111631,2108256,2111078,2201051,2707206,2100873,2932457,"Umburanas BA","São Raimundo do Doca Bezerra MA","Pedro do Rosário MA","São João do Soter MA"
2203107,2602100,2703908,2207405,2500908,2205953,2932507,"Una BA","Cristino Castro PI","Bom Conselho PE","Jundiá AL"
2207801,1506609,2516003,2700805,2917300,2615607,2932606,"Urandi BA","Paulistana PI","Santa Maria do Pará PA","Solânea PB"
2608800,2201705,2614105,2204204,5107776,1502939,2932705,"Uruçuca BA","Lajedo PE","Bertolínia PI","Sertânia PE"
2607703,2605103,2209401,2907806,2805000,2504074,2932804,"Utinga BA","Itapetim PE","Custódia PE","Santo Antônio de Lisboa PI"
2607208,2803500,2601706,2402600,2708600,2930501,2932903,"Valença BA","Ipojuca PE","Lagarto SE","Belo Jardim PE"
2806107,2200608,2414308,2801603,1702901,2401008,2933000,"Valente BA","Rosário do Catete SE","Angical do Piauí PI","Timbaúba dos Batistas RN"
3115458,2707404,2925709,2901205,2201919,1504901,2933059,"Várzea da Roça BA","Catuji MG","Porto de Pedras AL","Presidente Jânio Quadros BA"
2903102,2924900,2707008,2927903,1704105,2704005,2933109,"Várzea do Poço BA","Barra do Rocha BA","Planaltino BA","Pindoba AL"
2608255,2904050,2910750,2929800,2701308,2507903,2933158,"Várzea Nova BA","Jucati PE","Bonito BA","Fátima BA"
2509602,2702207,3140555,2510907,2600906,2931301,2933174,"Varzedo BA","Monte Horebe PB","Coqueiro Seco AL","Mata Verde MG"
3123700,3158201,3144003,3203700,4121752,3143807,2933208,"Vera Cruz BA","Engenheiro Caldas MG","Santa Maria do Suaçuí MG","Mutum MG"
1506104,2931004,2804458,3102704,2800506,3160306,2933257,"Vereda BA","Primavera PA","Tanhaçu BA","Nossa Senhora Aparecida SE"
2604106,1504208,2611101,2905701,2918407,3301900,2933307,"Vitória da Conquista BA","Caruaru PE","Marabá PA","Petrolina PE"
2900603,2205607,2402501,2508604,2110658,2901601,2933406,"Wagner BA","Aiquara BA","Landri Sales PI","Carnaubais RN"
2916203,2606101,2510303,2909505,2931103,2926707,2933455,"Wanderley BA","Itapé BA","Glória do Goitá PE","Nova Palmeira PB"
2513968,2919959,2204402,3132305,3145356,2914000,2933505,"Wenceslau Guimarães BA","São Domingos PB","Maetinga BA","Gilbués PI"
2512903,2921203,2205607,2906006,1711803,2202091,2933604,"Xique-Xique BA","Rio Tinto PB","Miguel Calmon BA","Landri Sales PI"
4316451,3108909,4313060,3132206,5103304,4101200,3100104,"Abadia dos Dourados MG","Salto do Jacuí RS","Brasópolis MG","Nova Hartz RS"
4302659,3166808,4314076,4215455,4302451,3111002,3100203,"Abaeté MG","Brochier RS","Serra do Salitre MG","Passo do Sobrado RS"
3107901,5205513,1703909,3112307,3168309,3129202,3100302,"Abre Campo MG","Bom Repouso MG","Cocalzinho de Goiás GO","Caseara TO"
4216800,3123106,3168408,3132800,5212709,3123304,3100401,"Acaiaca MG","São José do Cerrito SC","Dores de Guanhães MG","Tarumirim MG"
3157104,3110806,3112109,5219803,3102100,1712702,3100500,"Açucena MG","Salto da Divisa MG","Campanário MG","Caparaó MG"
1200179,1504455,4105201,2914901,3125952,5205307,3100609,"Água Boa MG","Capixaba AC","Medicilândia PA","Cerro Azul PR"
3131505,4308250,4315156,4312500,4316956,4204103,3100708,"Água Comprida MG","Ipuiúna MG","Floriano Peixoto RS","Progresso RS"
3102050,3168200,3162922,3109105,3124203,5207253,3100807,"Aguanil MG","Alto Caparaó MG","Tapiraí MG","São Joaquim de Bicas MG"
3102506,1703883,4209706,3143609,3162807,3162609,3100906,"Águas Formosas MG","Amparo do Serra MG","Carmolândia TO","Lebon Régis SC"
2605400,1200013,3105202,3121704,1200500,5207907,3101003,"Águas Vermelhas MG","Feira Nova PE","Acrelândia AC","Bandeira MG"
3104106,1100155,3204658,4320578,3203056,4311601,3101102,"Aimorés MG","Arceburgo MG","Ouro Preto do Oeste RO","São Domingos do Norte ES"
3171105,3154804,3124708,4316972,3129103,4306908,3101201,"Aiuruoca MG","Veríssimo MG","Rio Acima MG","Estrela do Indaiá MG"
3171709,1702406,1718899,4314464,5106315,5002803,3101300,"Alagoa MG","Virgínia MG","Arraias TO","Santa Rita do Tocantins TO"
5203401,3205176,1716604,5101407,3201704,3134806,3101409,"Albertina MG","Bom Jardim de Goiás GO","Vila Valério ES","Peixe TO"
4102000,4205506,3146008,3508702,3149200,4304309,3101508,"Além Paraíba MG","Assis Chateaubriand PR","Fraiburgo SC","Ouro Fino MG"
1709500,3526803,3540606,3510500,3525003,4118402,3101607,"Alfenas MG","Gurupi TO","Lençóis Paulista SP","Porto Feliz SP"
3171808,3154408,4101655,3523305,1703602,4202131,3101631,"Alfredo Vasconcelos MG","Virginópolis MG","Ressaquinha MG","Arapuã PR"
1304203,2615003,4114351,5000906,5106505,4211058,3101706,"Almenara MG","Tefé AM","Taquaritinga do Norte PE","Manfrinópolis PR"
5002803,3143807,1717503,4121752,3171709,1702406,3101805,"Alpercata MG","Caracol MS","Munhoz MG","Pium TO"
3146008,3152907,4314779,4320206,3508702,3108305,3101904,"Alpinópolis MG","Ouro Fino MG","Pratápolis MG","Pontão RS"
5107859,3519253,3124906,3160009,3124203,3200508,3102001,"Alterosa MG","São Félix do Araguaia MT","Iaras SP","Eugenópolis MG"
3100807,3162922,3124203,3168200,3109105,3172103,3102050,"Alto Caparaó MG","Aguanil MG","São Joaquim de Bicas MG","Espera Feliz MG"
3202553,3123304,3169505,3105707,3110806,4311429,3102100,"Alto Rio Doce MG","Ibitirama ES","Dores do Turvo MG","Tumiritinga MG"
4109500,3120151,1507458,2915908,2906303,1508357,3102209,"Alvarenga MG","Guaraqueçaba PR","Crisólita MG","São Geraldo do Araguaia PA"
4215752,5209804,3138708,3107505,1722107,3159902,3102308,"Alvinópolis MG","São Bernardino SC","Hidrolina GO","Luminárias MG"
2912905,2913457,3145307,1505635,3125952,1500347,3102407,"Alvorada de Minas MG","Ibirataia BA","Igrapiúna BA","Novo Cruzeiro MG"
1703883,3157302,3100906,3162807,3143609,3162575,3102506,"Amparo do Serra MG","Carmolândia TO","Santa Bárbara do Tugúrio MG","Águas Formosas MG"
3151503,4311304,4203006,4211306,3156908,5005400,3102605,"Andradas MG","Piumhi MG","Lagoa Vermelha RS","Caçador SC"
2210706,2931004,1506104,2611408,2209005,1720150,3102704,"Cachoeira de Pajeú MG","Simões PI","Tanhaçu BA","Primavera PA"
3544202,1707009,3527702,3501103,3510302,3515194,3102803,"Andrelândia MG","Riolândia SP","Dianópolis TO","Luiziânia SP"
2501104,2931301,2514503,2516003,2916906,2502201,3102852,"Angelândia MG","Areia PB","Tapiramutá BA","São José de Piranhas PB"
3107703,3523305,5212956,3172202,5107008,3205150,3102902,"Antônio Carlos MG","Bom Jesus do Amparo MG","Itariri SP","Matrinchã GO"
3123528,5105507,3167301,1711100,3126208,3131802,3103009,"Antônio Dias MG","Durandé MG","Vila Bela da Santíssima Trindade MT","Silveirânia MG"
5207600,3127404,4307401,4102752,3159308,4315958,3103108,"Antônio Prado de Minas MG","Fazenda Nova GO","Gonçalves MG","Esmeralda RS"
4127908,3169059,3509106,3521705,4102505,4116604,3103207,"Araçaí MG","Tuneiras do Oeste PR","Tocos do Moji MG","Caiuá SP"
3203601,3163607,3160504,1719004,3104502,5102694,3103306,"Aracitaba MG","Mucurici ES","São José do Mantimento MG","Santo Antônio do Rio Abaixo MG"
3202108,2925204,5219605,5107883,5204003,2921005,3103405,"Araçuaí MG","Ecoporanga ES","Pojuca BA","Santa Tereza de Goiás GO"
3506508,3152501,3550704,3170701,3549706,3522307,3103504,"Araguari MG","Birigui SP","Pouso Alegre MG","São Sebastião SP"
3139904,5213855,5219704,5219506,5101209,3110400,3103603,"Arantina MG","Maria da Fé MG","Morro Agudo de Goiás GO","Santa Terezinha de Goiás GO"
1200344,2926657,3166303,2919959,2204402,1504703,3103702,"Araponga MG","Manoel Urbano AC","Ribeirão do Largo BA","Sericita MG"
4218301,5104203,4110052,4113908,3157203,4112959,3103751,"Araporã MG","Três Barras SC","Guiratinga MT","Iguatu PR"
3153004,3146503,3111804,4212403,5217104,4314787,3103801,"Arapuá MG","Pratinha MG","Pains MG","Canápolis MG"
3110707,3130804,5101902,4126652,5203500,3104601,3103900,"Araújos MG","Cambuquira MG","Ingaí MG","Brasnorte MT"
4127700,3534708,4317509,3555000,3504503,3503307,3104007,"Araxá MG","Toledo PR","Ourinhos SP","Santo Ângelo RS"
4320578,3101102,3204658,4103370,3551405,4114401,3104106,"Arceburgo MG","Sete de Setembro RS","Aimorés MG","São Domingos do Norte ES"
3110608,4209409,3149903,3140001,4305355,3126109,3104205,"Arcos MG","Cambuí MG","Laguna SC","Perdões MG"
3532108,3109808,3543808,4305405,3204203,3520301,3104304,"Areado MG","Murutinga do Sul SP","Cachoeira Dourada MG","Rinópolis SP"
4311254,1101559,3125705,3111903,4314175,1100809,3104403,"Argirita MG","Lagoão RS","Teixeirópolis RO","Felixlândia MG"
2907400,2906402,2908705,2916856,2514404,2406403,3104452,"Aricanduva MG","Catolândia BA","Candeal BA","Condeúba BA"
3108602,5209457,3142908,5106455,3126703,1719004,3104502,"Arinos MG","Brasília de Minas MG","Guarinos GO","Monte Azul MG"
4126652,3130804,3110707,3107000,3103900,3111507,3104601,"Astolfo Dutra MG","Sulina PR","Ingaí MG","Cambuquira MG"
3143450,5205307,2914901,5003157,5101605,2604502,3104700,"Ataléia MG","Montezuma MG","Cavalcante GO","Itacaré BA"
5208301,5206701,5221080,5106455,5203104,3136603,3104809,"Augusto de Lima MG","Divinópolis de Goiás GO","Damianópolis GO","Teresina de Goiás GO"
5108501,3128105,3133709,3142205,5205802,3127404,3104908,"Baependi MG","Vera MT","Guapé MG","Itatiaiuçu MG"
4100905,4125407,3200136,4113734,4122651,3106002,3105004,"Baldim MG","Amaporã PR","São José da Boa Vista PR","Águia Branca ES"
4212502,4201703,5212253,4216305,4218806,4300703,3105103,"Bambuí MG","Penha SC","Ascurra SC","Lagoa Santa GO"
3101003,3121704,2605400,1200013,1200500,1717800,3105202,"Bandeira MG","Águas Vermelhas MG","Diogo de Vasconcelos MG","Feira Nova PE"
4125001,3144409,4119103,5220264,3125309,3304128,3105301,"Bandeira do Sul MG","São João do Ivaí PR","Natércia MG","Piên PR"
3509908,3539608,3502309,3141108,3200409,3136652,3105400,"Barão de Cocais MG","Cananéia SP","Planalto SP","Anhembi SP"
5209903,3163805,3165560,3158003,3137908,3201159,3105509,"Barão de Monte Alto MG","Iaciara GO","São Miguel do Anta MG","Sem-Peixe MG"
3525300,3170701,3152501,3171303,3550704,3131703,3105608,"Barbacena MG","Jaú SP","Varginha MG","Pouso Alegre MG"
3202553,3169505,3122603,3123304,3167608,3141405,3105707,"Barra Longa MG","Ibitirama ES","Tumiritinga MG","Dom Joaquim MG"
3536208,3510906,3532058,3534005,4317954,4126702,3105905,"Barroso MG","Pariquera-Açu SP","Cássia dos Coqueiros SP","Motuca SP"
1702000,5214705,4101853,5107156,3108206,4306429,3106002,"Bela Vista de Minas MG","Araguaçu TO","Nova América GO","Ariranha do Ivaí PR"
5204854,5205513,1703909,3161403,3165008,5106315,3106101,"Belmiro Braga MG","Campo Limpo de Goiás GO","Cocalzinho de Goiás GO","Caseara TO"
5300108,2304400,2927408,4106902,1302603,2611606,3106200,"Belo Horizonte MG","Brasília DF","Fortaleza CE","Salvador BA"
5220009,3201605,5216908,3169703,5204904,5103437,3106309,"Belo Oriente MG","São João D'Aliança GO","Conceição da Barra ES","Pilar de Goiás GO"
3532306,4313953,4304689,4320263,4305132,1711506,3106408,"Belo Vale MG","Natividade da Serra SP","Pantano Grande RS","Capela de Santana RS"
1713809,4115739,2513802,3152402,5214903,3165503,3106507,"Berilo MG","Palmeiras do Tocantins TO","Mato Rico PR","Santa Teresinha PB"
3126802,5207907,2502805,2500502,2504801,2412708,3106606,"Bertópolis MG","Frei Gaspar MG","Flores de Goiás GO","Brejo do Cruz PB"
2411007,2616100,1703073,2701001,2612406,2302008,3106655,"Berizal MG","Rodolfo Fernandes RN","Verdejante PE","Barra do Ouro TO"
3510609,3551009,3205002,3518701,3513801,3529401,3106705,"Betim MG","Carapicuíba SP","São Vicente SP","Serra ES"
3171907,3162658,4302055,3153202,3136553,1101450,3106804,"Bias Fortes MG","Virgolândia MG","São João do Pacuí MG","Benjamin Constant do Sul RS"
5221304,3519105,3514601,3541604,4305702,3500501,3106903,"Bicas MG","Três Ranchos GO","Iacanga SP","Dumont SP"
3104601,4126652,3130804,4313391,3135001,4321105,3107000,"Biquinhas MG","Astolfo Dutra MG","Sulina PR","Ingaí MG"
4302808,3133006,3129707,3114501,3110707,3111507,3107109,"Boa Esperança MG","Caçapava do Sul RS","Itamonte MG","Ibiraci MG"
5106208,3158607,4319125,3130200,3167509,5107792,3107208,"Bocaina de Minas MG","Nova Brasilândia MT","Santana do Deserto MG","São Martinho da Serra RS"
3526100,3121803,5219704,4124202,5210158,1705557,3107307,"Bocaiúva MG","Juquiá SP","Dionísio MG","Santa Terezinha de Goiás GO"
3533502,3550407,3505203,3540804,4205456,4306106,3107406,"Bom Despacho MG","Novo Horizonte SP","São Pedro SP","Bariri SP"
4215752,5209804,3102308,3138708,5103908,1722107,3107505,"Bom Jardim de Minas MG","São Bernardino SC","Hidrolina GO","Alvinópolis MG"
4309506,3503950,3534005,3519204,3171006,3200409,3107604,"Bom Jesus da Penha MG","Guarani das Missões RS","Aspásia SP","Onda Verde SP"
4309126,3102902,4311718,5107008,3166907,4115002,3107703,"Bom Jesus do Amparo MG","Gramado dos Loureiros RS","Antônio Carlos MG","Maçambará RS"
3136108,2514008,3151909,3120839,3128204,1101450,3107802,"Bom Jesus do Galho MG","Joanésia MG","São João do Cariri PB","Pocrane MG"
3100302,3168309,3129202,3111903,4121752,3156106,3107901,"Bom Repouso MG","Abre Campo MG","Taquaraçu de Minas MG","Heliodora MG"
3304128,4314704,4103404,3147709,5217302,3300902,3108008,"Bom Sucesso MG","Quatis RJ","Planalto RS","Cafeara PR"
4309951,4306056,3130200,5007505,5106208,3107208,3108107,"Bonfim MG","Ibirapuitã RS","Cristal RS","Igaratinga MG"
3119955,3121308,4115903,3200136,5214705,4122503,3108206,"Bonfinópolis de Minas MG","Córrego Fundo MG","Descoberto MG","Mirador PR"
1507201,1508035,2910008,2202109,3162450,2210623,3108255,"Bonito de Minas MG","São Domingos do Capim PA","Tracuateua PA","Dário Meira BA"
3152907,4302238,3515400,4308854,3101904,3165537,3108305,"Borda da Mata MG","Pratápolis MG","Boa Vista do Incra RS","Fartura SP"
4311981,4202602,3167400,4319604,3540507,3111101,3108404,"Botelhos MG","Mariana Pimentel RS","Bom Retiro SC","Silvianópolis MG"
2206720,2411106,2310902,2301851,3170008,2609709,3108503,"Botumirim MG","Nazária PI","Ruy Barbosa RN","Piquet Carneiro CE"
1714203,3139706,3144375,3164902,1707306,3115805,3108552,"Brasilândia de Minas MG","Natividade TO","Maravilhas MG","Natalândia MG"
3104502,3142908,5106455,3126703,5206701,5209457,3108602,"Brasília de Minas MG","Arinos MG","Monte Azul MG","Planalto da Serra MT"
1709807,3155603,3124302,1716653,1400472,1400175,3108701,"Brás Pires MG","Ipueiras TO","Rio Pardo de Minas MG","Espinosa MG"
3112653,4121257,1500131,3154150,3204500,2905206,3108800,"Braúnas MG","Capitão Andrade MG","Ramilândia PR","Abel Figueiredo PA"
3100104,5107065,3132206,4313060,5103304,4316451,3108909,"Brasópolis MG","Abadia dos Dourados MG","Querência MT","Itaguara MG"
4304630,4313508,4201950,3509700,4300554,4321451,3109006,"Brumadinho MG","Capão da Canoa RS","Osório RS","Balneário Arroio do Silva SC"
4319125,5107792,3166402,3158607,3124203,3100807,3109105,"Bueno Brandão MG","São Martinho da Serra RS","Santo Antônio do Leste MT","Seritinga MG"
4306429,3302304,2400703,3160801,3508009,5220157,3109204,"Buenópolis MG","Dois Irmãos das Missões RS","Laje do Muriaé RJ","Alto do Rodrigues RN"
3162658,3126604,3166006,3153103,3167707,3148707,3109253,"Bugre MG","São João do Pacuí MG","Francisco Dumont MG","Senhora de Oliveira MG"
3204104,5103353,5105002,5211008,3305901,1400308,3109303,"Buritis MG","Pinheiros ES","Confresa MT","Jauru MT"
2506004,2912103,2408201,2516300,2210805,2409308,3109402,"Buritizeiro MG","Esperança PB","Ibicaraí BA","Nísia Floresta RN"
3305307,3147501,2204501,4117271,1600105,3127305,3109451,"Cabeceira Grande MG","São Sebastião do Alto RJ","Passabém MG","Guadalupe PI"
3128402,3112406,5007406,4300307,3140506,5001508,3109501,"Cabo Verde MG","Guarani MG","Capetinga MG","Rio Verde de Mato Grosso MS"
3536000,3500808,3513850,3548401,3545001,4107306,3109600,"Cachoeira da Prata MG","Parapuã SP","Alfredo Marcondes SP","Dirce Reis SP"
3509809,4112959,3144706,3523701,5221700,3544202,3109709,"Cachoeira de Minas MG","Campos Novos Paulista SP","Juranda PR","Nova Era MG"
3114709,3104304,4305405,3532108,3204203,4100509,3109808,"Cachoeira Dourada MG","Carvalhópolis MG","Areado MG","Chiapetta RS"
3507456,1700707,3515657,3117801,3524204,3117900,3109907,"Caetanópolis MG","Borebi SP","Alvorada TO","Fernão SP"
3520301,3520004,4101101,1716505,4124806,3147303,3110004,"Caeté MG","Iguape SP","Igaraçu do Tietê SP","Andirá PR"
4311130,3167004,3161650,3134103,5106182,3169505,3110103,"Caiana MG","Jari RS","Serranos MG","São Geraldo do Baixio MG"
1718865,4302055,1708304,1101450,3134707,3136553,3110202,"Cajuri MG","Santa Fé do Araguaia TO","Benjamin Constant do Sul RS","Goianorte TO"
3127008,3161304,4311775,3151701,3129103,3154804,3110301,"Caldas MG","Fronteira MG","São Francisco de Sales MG","Maquiné RS"
3514809,3126406,3154408,5101209,1703602,5219506,3110400,"Camacho MG","Eldorado SP","Fortuna de Minas MG","Ressaquinha MG"
5217708,5206305,4116208,4308805,5107065,4316006,3110509,"Camanducaia MG","Pontalina GO","Cristianópolis GO","Morretes PR"
3104205,4206207,3530102,4209409,4305355,3507308,3110608,"Cambuí MG","Arcos MG","Gravatal SC","Mirandópolis SP"
3103900,3111507,3130804,4200101,4126652,3104601,3110707,"Cambuquira MG","Araújos MG","Campos Altos MG","Ingaí MG"
3112109,4311429,3169505,3102100,4126678,3105707,3110806,"Campanário MG","Caparaó MG","Lajeado do Bugre RS","Tumiritinga MG"
3203346,4301206,3141306,4306601,5005004,3151602,3110905,"Campanha MG","Marechal Floriano ES","Arroio do Tigre RS","Medeiros MG"
