"n1","n2","n3","n4","n5","n6","origem","origem.nome","n1.nome","n2.nome","n3.nome"
4106605,3202603,4314423,3545159,3554409,4214201,3507407,"Borborema SP","Cruzeiro do Oeste PR","Iconha ES","Picada Café RS"
4114906,3109907,3144508,3112505,3502309,3515657,3507456,"Borebi SP","Marilândia do Sul PR","Caetanópolis MG","Nazareno MG"
4127700,3104007,3503307,3133808,4218707,4208906,3507506,"Botucatu SP","Toledo PR","Araxá MG","Araras SP"
4101408,4103701,3302205,3201506,3302700,4204202,3507605,"Bragança Paulista SP","Apucarana PR","Cambé PR","Itaperuna RJ"
5217302,3555604,5219001,3520905,3557204,3500550,3507704,"Braúna SP","Pirenópolis GO","Uchoa SP","Sanclerlândia GO"
3522000,5215900,3130309,3550803,4311643,4100806,3507753,"Brejo Alegre SP","Itaju SP","Palminópolis GO","Iguatama MG"
4219002,3114402,3511300,3526001,4209201,3550407,3507803,"Brodowski SP","Urussanga SC","Carmo do Rio Claro MG","Cedral SP"
3544251,3535309,4124053,4125209,3553658,3515152,3507902,"Brotas SP","Rosana SP","Palmital SP","Santa Terezinha de Itaipu PR"
1702000,3106002,5107156,5214705,4101853,4306429,3508009,"Buri SP","Araguaçu TO","Bela Vista de Minas MG","Reserva do Cabaçal MT"
3504206,4103453,3514700,3553203,3546009,5205406,3508108,"Buritama SP","Auriflama SP","Cafelândia PR","Echaporã SP"
4323705,4118808,3552700,4200200,4205001,4306452,3508207,"Buritizal SP","Vista Gaúcha RS","Peabiru PR","Tabatinga SP"
5200852,4110052,3536570,3103751,3544400,3552551,3508306,"Cabrália Paulista SP","Americano do Brasil GO","Iguatu PR","Paulistânia SP"
3514403,3528403,3540606,3534609,3526803,3546603,3508405,"Cabreúva SP","Dracena SP","Mairinque SP","Porto Feliz SP"
3504008,4128203,3136207,1709500,3506102,3533403,3508504,"Caçapava SP","Assis SP","União da Vitória PR","João Monlevade MG"
3518206,3504206,3519303,3501152,3508108,3546009,3508603,"Cachoeira Paulista SP","Guararapes SP","Auriflama SP","Ibaté SP"
3537503,3162948,3101904,3146008,4314779,4320206,3508702,"Caconde SP","Pereiras SP","São José da Barra MG","Alpinópolis MG"
4206207,3529708,3110608,3204203,3510708,3171006,3508801,"Cafelândia SP","Gravatal SC","Miguelópolis SP","Cambuí MG"
3529104,4107553,5215405,3544301,5214507,3548401,3508900,"Caiabu SP","Marinópolis SP","Farol PR","Ouro Verde de Goiás GO"
3136207,3513405,3508504,3542602,3504008,3527207,3509007,"Caieiras SP","João Monlevade MG","Cruzeiro SP","Caçapava SP"
4109005,3532843,4127908,3202702,3549201,3518008,3509106,"Caiuá SP","Guapirama PR","Nova Canaã Paulista SP","Tuneiras do Oeste PR"
5101803,3305554,3304706,5205109,5220108,3550100,3509205,"Cajamar SP","Barra do Garças MT","Seropédica RJ","Santo Antônio de Pádua RJ"
3105905,3136652,3510906,3105400,3536208,4317756,3509254,"Cajati SP","Barroso MG","Juatuba MG","Cássia dos Coqueiros SP"
4213104,4209607,3511409,3527603,3556800,3518859,3509304,"Cajobi SP","Piratuba SC","Lauro Muller SC","Cerqueira César SP"
3531506,4313466,3507407,3556909,3545159,4106605,3509403,"Cajuru SP","Monte Azul Paulista SP","Novo Xingu RS","Borborema SP"
4217956,3151107,4125456,3519204,3109808,3503950,3509452,"Campina do Monte Alegre SP","Tigrinhos SC","Pirapetinga MG","São José das Palmeiras PR"
2408102,3301009,2507507,5201405,5002704,4314902,3509502,"Campinas SP","Natal RN","Campos dos Goytacazes RJ","João Pessoa PB"
3515103,3168705,3200607,3543303,3151206,3546801,3509601,"Campo Limpo Paulista SP","Embu-Guaçu SP","Timóteo MG","Aracruz ES"
4309100,4313508,4303905,4304630,3200904,4217501,3509700,"Campos do Jordão SP","Gramado RS","Osório RS","Campo Bom RS"
3533700,3504305,4123600,3523701,3554656,5221700,3509809,"Campos Novos Paulista SP","Ocauçu SP","Avaí SP","Santa Inês PR"
4317756,3510906,4203303,3165305,3534005,4119657,3509908,"Cananéia SP","Santo Antônio do Planalto RS","Cássia dos Coqueiros SP","Campo Alegre SC"
3532157,3542800,3158409,5106000,3529906,3515806,3509957,"Canas SP","Nantes SP","Ribeira SP","Santana de Cataguases MG"
3500709,5208509,3505807,3144706,3517901,3520004,3510005,"Cândido Mota SP","Agudos SP","Goiandira GO","Bastos SP"
3550902,3512001,4113601,4204251,3502200,1707009,3510104,"Cândido Rodrigues SP","São Simão SP","Colina SP","Lobato PR"
4109757,3119955,3122504,3200136,3300159,3108206,3510153,"Canitar SP","Ibema PR","Córrego Fundo MG","Dom Cavati MG"
3528809,3513306,3545001,3151206,3511003,3109600,3510203,"Capão Bonito SP","Maracaí SP","Cruzália SP","Salesópolis SP"
4108205,5221809,4124806,3521150,4118857,4321469,3510302,"Capela do Alto SP","Formosa do Oeste PR","Urutaí GO","São João PR"
3519600,4111803,3524709,4304408,4110706,4311809,3510401,"Capivari SP","Ibitinga SP","Jacarezinho PR","Jaguariúna SP"
3511102,3525003,3554003,3534708,1709500,3503307,3510500,"Caraguatatuba SP","Catanduva SP","Jandira SP","Tatuí SP"
3513801,3529401,2609600,3549904,3127701,3302502,3510609,"Carapicuíba SP","Diadema SP","Mauá SP","Olinda PE"
3521507,4315149,3508801,4112751,4206207,3152907,3510708,"Cardoso SP","Irapuã SP","Presidente Lucena RS","Cafelândia SP"
4319000,4308904,3527306,4307807,3302254,5002951,3510807,"Casa Branca SP","São Marcos RS","Getúlio Vargas RS","Louveira SP"
3509908,3136652,3165305,4119657,4317756,3536208,3510906,"Cássia dos Coqueiros SP","Cananéia SP","Juatuba MG","São Vicente de Minas MG"
3536000,3545001,3547403,3534104,4111605,3548054,3511003,"Castilho SP","Parapuã SP","Salesópolis SP","Santa Rita D'Oeste SP"
3525003,3146107,3510500,3554003,4118402,1709500,3511102,"Catanduva SP","Jandira SP","Ouro Preto MG","Caraguatatuba SP"
4210407,4213005,3528858,3553955,3106903,4104709,3511201,"Catiguá SP","Maracajá SC","Pinheiro Preto SC","Marapoama SP"
4209201,3114402,3507803,4202859,4218608,4217550,3511300,"Cedral SP","Lacerdópolis SC","Carmo do Rio Claro MG","Brodowski SP"
4209607,3509304,4213104,3556800,3527603,3551306,3511409,"Cerqueira César SP","Lauro Muller SC","Cajobi SP","Piratuba SC"
3549409,4114203,3520442,3524808,3539509,4107207,3511508,"Cerquilho SP","São Joaquim da Barra SP","Mandaguari PR","Ilha Solteira SP"
5100300,3139607,4118907,5204250,4204004,4104501,3511607,"Cesário Lange SP","Alto Araguaia MT","Mantena MG","Pérola PR"
3532504,3518859,3553658,3533007,3511409,3542503,3511706,"Charqueada SP","Neves Paulista SP","Guatapará SP","Taquaral SP"
3526506,4218756,3527603,3523800,4128401,3509304,3511904,"Clementina SP","Lavínia SP","Tunápolis SC","Luís Antônio SP"
3510104,3550902,3502200,4113601,3537404,3514502,3512001,"Colina SP","Cândido Rodrigues SP","São Simão SP","Angatuba SP"
3203809,4120705,4111555,3517802,3546108,3546504,3512100,"Colômbia SP","Muqui ES","Quatiguá PR","Ivaté PR"
4104659,5002951,4306809,4312385,4301057,5103502,3512209,"Conchal SP","Carambeí PR","Chapadão do Sul MS","Encantado RS"
4115606,4305207,3531407,4207601,3500600,4309605,3512308,"Conchas SP","Matelândia PR","Cerro Largo RS","Monte Aprazível SP"
5104104,4216008,4117909,3531209,3203130,4116703,3512407,"Cordeirópolis SP","Guarantã do Norte MT","São Carlos SC","Palotina PR"
3529609,3542503,4126108,3532702,3555307,3518859,3512506,"Coroados SP","Meridiano SP","Reginópolis SP","São Tomé PR"
3540853,1707553,3537206,4200051,5220009,5103437,3512605,"Coronel Macedo SP","Pracinha SP","Fátima TO","Pedro de Toledo SP"
3153905,3506409,3540101,4211751,4215604,3503406,3512704,"Corumbataí SP","Raposos MG","Bilac SP","Pongaí SP"
3121605,3550704,5218003,3502101,3169406,3546405,3512803,"Cosmópolis SP","Diamantina MG","São Sebastião SP","Porangatu GO"
3142403,3533601,3527009,3525854,4323309,4128658,3512902,"Cosmorama SP","Moema MG","Nuporanga SP","Lindóia SP"
4314100,3523909,4316907,3505708,4204608,5003702,3513009,"Cotia SP","Passo Fundo RS","Itu SP","Santa Maria RS"
3541604,4117503,3537107,4217204,3554805,4206702,3513108,"Cravinhos SP","Promissão SP","Paiçandu PR","Pedreira SP"
4215307,4219176,3504602,4112108,3204955,3540408,3513207,"Cristais Paulista SP","Salete SC","Vargem Bonita SC","Bady Bassitt SP"
3520806,3106309,3500808,3517307,4107702,3109600,3513306,"Cruzália SP","Inúbia Paulista SP","Belo Oriente MG","Alfredo Marcondes SP"
3542602,3509007,3531100,3149309,3136207,3501707,3513405,"Cruzeiro SP","Registro SP","Caieiras SP","Mongaguá SP"
5102504,1702109,3524402,3303203,2403251,5221858,3513504,"Cubatão SP","Cáceres MT","Araguaína TO","Jacareí SP"
3128303,3168804,4113809,4120333,3103801,5207501,3513603,"Cunha SP","Guaranésia MG","Tiradentes MG","Lupionópolis PR"
3546405,4318903,3547601,5218003,3507803,3541604,3513702,"Descalvado SP","Santa Cruz do Rio Pardo SP","São Luiz Gonzaga RS","Santa Rosa de Viterbo SP"
3529401,3510609,2609600,2207702,3515004,3530607,3513801,"Diadema SP","Mauá SP","Carapicuíba SP","Olinda PE"
5207808,5221700,3502408,3500808,3113206,3527801,3513850,"Dirce Reis SP","Firminópolis GO","Uruana GO","Anhumas SP"
4309001,3535002,4104253,4320602,4202859,4312476,3513900,"Divinolândia SP","Giruá RS","Palestina SP","Campo Magro PR"
3543600,3304110,5220058,3535200,4107504,5200209,3514007,"Dobrada SP","Rifaina SP","Porto Real RJ","São João da Paraúna GO"
4217709,3553302,4218806,4216305,5004700,5221601,3514106,"Dois Córregos SP","Sombrio SC","Tambaú SP","Turvo SC"
3554904,3544400,3536570,3544301,3534104,4218301,3514205,"Dolcinópolis SP","Três Fronteiras SP","Rubiácea SP","Paulistânia SP"
3538204,4125308,4205191,3541109,3535309,4302907,3514304,"Dourado SP","Pinhalzinho SP","São Jorge do Ivaí PR","Ermo SC"
3508405,3528403,3540606,3534609,3526803,5205406,3514403,"Dracena SP","Cabreúva SP","Mairinque SP","Porto Feliz SP"
3544905,4215604,5218607,4211751,3537404,3501152,3514502,"Duartina SP","Sales Oliveira SP","Santa Rosa de Lima SC","Rialma GO"
3519105,3535101,4117107,5221304,4312153,4207809,3514601,"Dumont SP","Iacanga SP","Palmares Paulista SP","Nova Londrina PR"
3546256,4103453,3506409,4311270,4107108,3508108,3514700,"Echaporã SP","Santa Cruz da Esperança SP","Cafelândia PR","Bilac SP"
3168002,3154408,3110400,1703602,4101655,4211108,3514809,"Eldorado SP","Taiobeiras MG","Ressaquinha MG","Camacho MG"
3525508,4322251,4312005,4312138,4300661,4110953,3514908,"Elias Fausto SP","Joanópolis SP","Tupandi RS","Mariano Moro RS"
4218301,5104203,3555208,3534500,4107504,3554904,3514924,"Elisiário SP","Três Barras SC","Guiratinga MT","Turiúba SP"
4121802,4312385,4215075,4100806,4318432,4110607,3514957,"Embaúba SP","Ribeirão Claro PR","Monte Belo do Sul RS","Riqueza SC"
3551009,5108402,3143302,3529401,3530607,3513801,3515004,"Embu SP","São Vicente SP","Várzea Grande MT","Montes Claros MG"
3509601,3151206,3200607,3546801,3168705,3535507,3515103,"Embu-Guaçu SP","Campo Limpo Paulista SP","Pirapora MG","Aracruz ES"
3202702,5108204,3533304,3500758,3530003,3516853,3515129,"Emilianópolis SP","Itaguaçu ES","Torixoréu MT","Nova Luzitânia SP"
3533007,4120358,3528601,3555307,3529609,3556008,3515152,"Engenheiro Coelho SP","Nova Granada SP","Pranchita PR","Manduri SP"
4304408,4117909,5104104,4208302,3540200,3501905,3515186,"Espírito Santo do Pinhal SP","Canela RS","Palotina PR","Guarantã do Norte MT"
3554607,5221502,5108857,3204807,5211602,3531704,3515194,"Espírito Santo do Turvo SP","Timburi SP","Turvânia GO","Nova Marilândia MT"
3147303,3553609,3554300,3169356,3520301,5105200,3515202,"Estrela D'Oeste SP","Paraisópolis MG","Tapiratiba SP","Teodoro Sampaio SP"
5106653,3523008,3527256,3546900,3534203,3525607,3515301,"Estrela do Norte SP","Pontal do Araguaia MT","Itapura SP","Lourdes SP"
3301801,3518008,3549201,3532843,3509106,4109005,3515350,"Euclides da Cunha Paulista SP","Engenheiro Paulo de Frontin RJ","Guarani D'Oeste SP","São João das Duas Pontes SP"
3149903,3121209,3108305,3147204,3117900,4302238,3515400,"Fartura SP","Perdões MG","Delfinópolis MG","Borda da Mata MG"
4204301,3507001,3527108,3503901,3527207,3505302,3515509,"Fernandópolis SP","Concórdia SC","Boituva SP","Lins SP"
4305702,4210035,4314035,4204509,3546702,4104709,3515608,"Fernando Prestes SP","Condor RS","Luzerna SC","Pareci Novo RS"
3117801,3112505,3144508,4114906,3170750,3507456,3515657,"Fernão SP","Conceição dos Ouros MG","Capim Branco MG","Nazareno MG"
2510808,2928703,3524402,3156700,3516200,3529005,3515707,"Ferraz de Vasconcelos SP","Patos PB","Santo Antônio de Jesus BA","Jacareí SP"
4116505,3515350,3521705,5106000,3532157,2919926,3515806,"Flora Rica SP","Nova Aliança do Ivaí PR","Euclides da Cunha Paulista SP","Itaberá SP"
3533304,3516507,3531001,5108204,3500758,4103008,3515905,"Floreal SP","Nova Luzitânia SP","Gabriel Monteiro SP","Monções SP"
3545704,3301405,5103361,3300936,4106308,3552304,3516002,"Flórida Paulista SP","Santa Albertina SP","Conceição de Macabu RJ","Conquista D'Oeste MT"
3505005,3544400,4112959,3547403,3536000,5200852,3516101,"Florínia SP","Barão de Antonina SP","Rubiácea SP","Juranda PR"
3530607,3541000,3552403,3167202,4115200,3306305,3516200,"Franca SP","Mogi das Cruzes SP","Praia Grande SP","Sumaré SP"
2610707,2603454,2305506,3515707,2312908,2304202,3516309,"Francisco Morato SP","Paulista PE","Camaragibe PE","Iguatu CE"
5220454,4322400,3522307,3131703,4208203,3519071,3516408,"Franco da Rocha SP","Senador Canedo GO","Uruguaiana RS","Itapetininga SP"
3533304,3515905,3531001,3515129,5108204,4103008,3516507,"Gabriel Monteiro SP","Nova Luzitânia SP","Floreal SP","Monções SP"
5103957,3102803,5210604,4210852,4215604,4128302,3516606,"Gália SP","Glória D'Oeste MT","Andrelândia MG","Itaguaru GO"
3533403,4128203,3545308,3539509,3524808,3511508,3516705,"Garça SP","Nova Odessa SP","União da Vitória PR","Salto de Pirapora SP"
5206602,4107538,4317905,3553807,4205605,5003801,3516804,"Gastão Vidigal SP","Cumari GO","Entre Rios do Oeste PR","Santo Cristo RS"
3202702,3515129,3500758,5108204,3533304,3515905,3516853,"Gavião Peixoto SP","Itaguaçu ES","Emilianópolis SP","Alambari SP"
3301405,3300936,3303005,4106308,4125308,3504602,3516903,"General Salgado SP","Conceição de Macabu RJ","Carapebus RJ","Miracema RJ"
4108106,3544608,4318499,3536406,3549003,3553658,3517000,"Getulina SP","Flórida PR","Sabino SP","São José do Inhacorá RS"
4209854,4202057,4206405,4210555,4208104,4214003,3517109,"Glicério SP","Lindóia do Sul SC","Balneário Barra do Sul SC","Guaraciaba SC"
5203203,3536901,3532900,3544806,3154705,4303707,3517208,"Guaiçara SP","Barro Alto GO","Pedranópolis SP","Nova Europa SP"
4107702,3513306,3106309,3520806,3500808,3109600,3517307,"Guaimbê SP","Fênix PR","Cruzália SP","Belo Oriente MG"
3506359,3518305,4113502,4102109,4122404,3303708,3517406,"Guaíra SP","Bertioga SP","Guararema SP","Loanda PR"
4214607,4316105,3151602,3133402,4215109,4207106,3517505,"Guapiaçu SP","Rio do Oeste SC","Ronda Alta RS","Planura MG"
2412401,2513406,3521200,3553856,3503158,3503505,3517604,"Guapiara SP","São José do Seridó RN","Santa Luzia PB","Iporanga SP"
4307559,3521903,4205803,4309555,5100201,4101903,3517703,"Guará SP","Estação RS","Itajobi SP","Garuva SC"
3546108,3546504,3512100,3555802,4120705,4127205,3517802,"Guaraçaí SP","Santa Clara D'Oeste SP","Santa Ernestina SP","Colômbia SP"
1707009,4316477,5219738,3144706,4113601,3528908,3517901,"Guaraci SP","Dianópolis TO","Salvador das Missões RS","Santo Antônio de Goiás GO"
3549201,3301801,3532843,3519006,3530003,4109005,3518008,"Guarani D'Oeste SP","São João das Duas Pontes SP","Engenheiro Paulo de Frontin RJ","Nova Canaã Paulista SP"
4313805,4125803,4104709,4314035,4121901,4305702,3518107,"Guarantã SP","Palmitinho RS","São Pedro do Ivaí PR","Carlópolis PR"
3501152,3537404,3508603,3544905,3541208,3546009,3518206,"Guararapes SP","Alumínio SP","Pereira Barreto SP","Cachoeira Paulista SP"
4105409,4113502,4102109,3517406,4114807,4123501,3518305,"Guararema SP","Chopinzinho PR","Loanda PR","Astorga PR"
3103504,3306107,3162500,3505500,3138203,3115300,3518404,"Guaratinguetá SP","Araguari MG","Valença RJ","São João Del Rei MG"
5207352,4123402,5106190,4115309,5204409,4313490,3518503,"Guareí SP","Edealina GO","Santa Fé PR","Nova Santa Helena MT"
4114807,3536703,4106506,3556008,4105409,5101803,3518602,"Guariba SP","Marialva PR","Pederneiras SP","Coronel Vivida PR"
5108402,4209102,3551009,4125506,3127701,3515004,3518701,"Guarujá SP","Várzea Grande MT","Joinville SC","São Vicente SP"
3304904,3303500,4106902,2607901,2611606,1501402,3518800,"Guarulhos SP","São Gonçalo RJ","Nova Iguaçu RJ","Curitiba PR"
3532504,3511706,3509304,3553658,4209607,4126108,3518859,"Guatapará SP","Neves Paulista SP","Charqueada SP","Cajobi SP"
4121000,4302907,3536406,4108007,4124020,3548203,3518909,"Guzolândia SP","Querência do Norte PR","Cacequi RS","Paulicéia SP"
3539103,3549201,3532843,3552908,3518008,3542008,3519006,"Herculândia SP","Pirapora do Bom Jesus SP","São João das Duas Pontes SP","Nova Canaã Paulista SP"
4314001,4126355,4217501,4309100,4322707,4321451,3519055,"Holambra SP","Paraí RS","Serranópolis do Iguaçu PR","Seara SC"
3522208,5220454,3302858,3552809,3522307,3545803,3519071,"Hortolândia SP","Itapecerica da Serra SP","Senador Canedo GO","Mesquita RJ"
3514601,4312153,4210605,3535101,4117107,3524907,3519105,"Iacanga SP","Dumont SP","Mato Leitão RS","Massaranduba SC"
3509452,3109808,4100509,3507209,4217956,3151107,3519204,"Iacri SP","Campina do Monte Alegre SP","Cachoeira Dourada MG","Altônia PR"
3160009,3200508,3135001,3166600,2916104,3124906,3519253,"Iaras SP","Santo Antônio do Aventureiro MG","Apiacá ES","Jaguaraçu MG"
3551306,3556800,3537156,3546603,3508603,3504206,3519303,"Ibaté SP","Sebastianópolis do Sul SP","Viradouro SP","Pedrinhas Paulista SP"
4104600,5103502,4311643,3138807,4307864,4308904,3519402,"Ibirá SP","Capitão Leônidas Marques PR","Diamantino MT","Linha Nova RS"
3504404,5004007,3553005,3555604,3131406,4127403,3519501,"Ibirarema SP","Avanhandava SP","Glória de Dourados MS","Taguaí SP"
3510401,4110706,4111803,3524709,3501905,4304408,3519600,"Ibitinga SP","Capivari SP","Irati PR","Jacarezinho PR"
4303004,4317103,4303103,4301602,4211900,3170404,3519709,"Ibiúna SP","Cachoeira do Sul RS","Sant'Ana do Livramento RS","Cachoeirinha RS"
4105607,3551900,4117222,3527504,4126405,2409407,3519808,"Icém SP","Cidade Gaúcha PR","Severínia SP","Nova Santa Rosa PR"
3531605,4113908,3541703,3525607,5218904,3534203,3519907,"Iepê SP","Monte Castelo SP","Mallet PR","Quatá SP"
4101101,3501707,4316477,3534757,5214804,3500709,3520004,"Igaraçu do Tietê SP","Andirá PR","Américo Brasiliense SP","Salvador das Missões RS"
3300233,4304671,5219308,4124103,5209101,5215702,3520103,"Igarapava SP","Armação dos Búzios RJ","Capivari do Sul RS","Santa Helena de Goiás GO"
3147600,3540259,3555356,3554953,3505104,5218789,3520202,"Igaratá SP","Passa Quatro MG","Pontalinda SP","Ubarana SP"
3169356,3554300,3147303,3515202,4128005,4112009,3520301,"Iguape SP","Três Marias MG","Teodoro Sampaio SP","Paraisópolis MG"
3538808,4114203,3544004,3531506,4107207,1709302,3520400,"Ilhabela SP","Piraju SP","Mandaguari PR","Rio das Pedras SP"
3543709,3530409,3532801,5200209,3556602,3520707,3520426,"Ilha Comprida SP","Rincão SP","Mirassolândia SP","Nova Aliança SP"
3539509,4107207,3527405,3511508,3531506,3524808,3520442,"Ilha Solteira SP","Pitangueiras SP","Dois Vizinhos PR","Lucélia SP"
3302007,3502804,4204608,3205309,1721000,5107602,3520509,"Indaiatuba SP","Itaguaí RJ","Araçatuba SP","Criciúma SC"
3548054,5201702,3544509,3555505,4107306,3544707,3520608,"Indiana SP","Santo Antônio do Aracanguá SP","Aragarças GO","Rubinéia SP"
3530409,3536307,3541208,3557154,5218607,3543709,3520707,"Indiaporã SP","Mirassolândia SP","Patrocínio Paulista SP","Presidente Bernardes SP"
3500808,3513306,3106309,3517307,4107702,5207808,3520806,"Inúbia Paulista SP","Alfredo Marcondes SP","Cruzália SP","Belo Oriente MG"
3500550,5219001,3557204,3507704,4303806,3554409,3520905,"Ipaussu SP","Águas de Santa Bárbara SP","Sanclerlândia GO","Chavantes SP"
3200805,3538501,3534203,3515301,5106653,3546900,3521002,"Iperó SP","Baixo Guandu ES","Piquete SP","Orindiúva SP"
5005202,4207650,3556909,4313466,3539400,4305207,3521101,"Ipeúna SP","Ladário MS","Iporã do Oeste SC","Vista Alegre do Alto SP"
4124806,3510302,4108205,5221809,4321469,4118857,3521150,"Ipiguá SP","São João PR","Capela do Alto SP","Formosa do Oeste PR"
2412401,1715150,5210158,4204152,1705557,4109658,3521200,"Iporanga SP","São José do Seridó RN","Novo Alegre TO","Ipiranga de Goiás GO"
4300208,4308102,4316758,4124509,4310462,4316501,3521309,"Ipuã SP","Ajuricaba RS","Feliz RS","Santa Clara do Sul RS"
3539202,5211206,3540002,4217303,4202453,4301958,3521408,"Iracemápolis SP","Pirapozinho SP","Itapuranga GO","Pompéia SP"
4112751,4125456,3510708,4310900,4217956,4308854,3521507,"Irapuã SP","Jesuítas PR","São José das Palmeiras PR","Cardoso SP"
3204401,3529500,4123808,3525854,3532108,3153400,3521606,"Irapuru SP","Rio Novo do Sul ES","Mendonça SP","Santa Izabel do Oeste PR"
3543238,3540754,3515350,3554755,3515806,3529906,3521705,"Itaberá SP","Ribeirão dos Índios SP","Potim SP","Euclides da Cunha Paulista SP"
4117107,3500501,4210605,4301008,3514601,4321907,3521804,"Itaí SP","Nova Londrina PR","Águas de Lindóia SP","Massaranduba SC"
4309555,3517703,4307559,4101903,4205803,4211405,3521903,"Itajobi SP","Harmonia RS","Guará SP","Estação RS"
3507753,3550803,3130309,5107248,5215900,5206800,3522000,"Itaju SP","Brejo Alegre SP","São Sebastião da Grama SP","Iguatama MG"
3545209,3168705,3543303,3509601,3557006,3513504,3522109,"Itanhaém SP","Salto SP","Timóteo MG","Ribeirão Pires SP"
2404804,5105309,4101853,2400109,1702000,3508009,3522158,"Itaóca SP","Ipueira RN","Luciara MT","Ariranha do Ivaí PR"
3519071,5220454,3522307,3552502,3302858,2910057,3522208,"Itapecerica da Serra SP","Hortolândia SP","Senador Canedo GO","Itapetininga SP"
5220454,3545803,3556503,3118304,3103504,3119401,3522307,"Itapetininga SP","Senador Canedo GO","Santa Bárbara D'Oeste SP","Várzea Paulista SP"
2203909,3305554,3523206,3303609,3302809,2208007,3522406,"Itapeva SP","Floriano PI","Seropédica RJ","Itararé SP"
3552502,2910057,3519071,3522208,3143302,3129806,3522505,"Itapevi SP","Suzano SP","Dias D'Ávila BA","Hortolândia SP"
4201406,4218707,3133808,4110706,3555000,3519600,3522604,"Itapira SP","Araranguá SC","Tubarão SC","Itaúna MG"
3142908,1708254,3120102,3131109,5102694,2901106,3522653,"Itapirapuã Paulista SP","Monte Azul MG","Fortaleza do Tabocão TO","Couto de Magalhães de Minas MG"
5104807,4308508,3524105,3137205,3524303,4115804,3522703,"Itápolis SP","Jaciara MT","Frederico Westphalen RS","Ituverava SP"
4120200,3534757,5214804,4123204,3547650,4116000,3522802,"Itaporanga SP","Porto Rico PR","Ouroeste SP","Nova Aurora GO"
4107801,4316709,4209508,4116703,4110607,3554706,3522901,"Itapuí SP","Floraí PR","Santa Bárbara do Sul RS","Laurentino SC"
5106653,3527256,3515301,4102505,3556958,3546900,3523008,"Itapura SP","Pontal do Araguaia MT","Lourdes SP","Estrela do Norte SP"
2207702,3106705,2930709,3302502,3201308,2609600,3523107,"Itaquaquecetuba SP","Parnaíba PI","Betim MG","Simões Filho BA"
3301801,3530003,3539103,3518008,3519006,3516507,3523206,"Itararé SP","Engenheiro Paulo de Frontin RJ","Mira Estrela SP","Pirapora do Bom Jesus SP"
3172202,3553500,3123403,3171808,3159902,3102902,3523305,"Itariri SP","Wenceslau Braz MG","Tapiraí SP","Doresópolis MG"
3304300,4101507,3548807,4127106,3556206,5107909,3523404,"Itatiba SP","Rio Bonito RJ","Arapongas PR","São Caetano do Sul SP"
4213153,4200754,3133501,4308854,3152907,4305801,3523503,"Itatinga SP","Planalto Alegre SC","Alto Bela Vista SC","Itapecerica MG"
3553807,3542909,3306206,5003801,5102637,3535408,3523602,"Itirapina SP","Taquarituba SP","Ribeirão Bonito SP","Vassouras RJ"
3554656,3533700,3504305,3528908,4218954,5219738,3523701,"Itirapuã SP","Torre de Pedra SP","Ocauçu SP","Avaí SP"
3553005,4114005,4117453,3511904,4128401,3526506,3523800,"Itobi SP","Taguaí SP","Mamborê PR","Ouro Verde do Oeste PR"
4309308,4316808,4314100,4101408,3302700,3201506,3523909,"Itu SP","Guaíba RS","Santa Cruz do Sul RS","Passo Fundo RS"
3137205,3530300,4313706,3505609,3520400,3544004,3524006,"Itupeva SP","Lagoa da Prata MG","Mirassol SP","Palmeira das Missões RS"
4114609,4115705,5102678,3505906,3522703,4320909,3524105,"Ituverava SP","Marechal Cândido Rondon PR","Matinhos PR","Campo Verde MT"
1700707,3539608,3503950,3117900,3151107,3107604,3524204,"Jaborandi SP","Alvorada TO","Planalto SP","Aspásia SP"
4202305,4105508,3536505,3555000,3529302,3522703,3524303,"Jaboticabal SP","Biguaçu SC","Cianorte PR","Paulínia SP"
2928703,3529005,3513504,2403251,1702109,5102504,3524402,"Jacareí SP","Santo Antônio de Jesus BA","Marília SP","Cubatão SP"
4123709,5220058,3543600,3542107,4318499,3543105,3524501,"Jaci SP","Santa Isabel do Ivaí PR","São João da Paraúna GO","Rifaina SP"
4124806,4321469,4108205,4115853,3510302,5221809,3524600,"Jacupiranga SP","São João PR","Tio Hugo RS","Formosa do Oeste PR"
3302601,4311809,4111803,4115804,3510401,3519600,3524709,"Jaguariúna SP","Mangaratiba RJ","Marau RS","Jacarezinho PR"
3539509,3549409,3511508,3520442,4107207,4128203,3524808,"Jales SP","Pitangueiras SP","São Joaquim da Barra SP","Cerquilho SP"
4312153,4211603,3519105,3535101,3514601,4302378,3524907,"Jambeiro SP","Mato Leitão RS","Nova Veneza SC","Iacanga SP"
3511102,3510500,3554003,3146107,3543907,1709500,3525003,"Jandira SP","Catanduva SP","Caraguatatuba SP","Tatuí SP"
4213203,3551603,3107406,4108601,3533502,3125101,3525102,"Jardinópolis SP","Pomerode SC","Serra Negra SP","Bom Despacho MG"
4321808,4323200,4101606,4208401,4304903,3545605,3525201,"Jarinu SP","Três de Maio RS","Victor Graeff RS","Arapoti PR"
3105608,3147105,4317103,2907509,4202909,3148103,3525300,"Jaú SP","Barbacena MG","Pará de Minas MG","Sant'Ana do Livramento RS"
3543105,5220058,4121000,4117453,3527702,3514007,3525409,"Jeriquara SP","Ribeirão Corrente SP","São João da Paraúna GO","Querência do Norte PR"
