"n1","n2","n3","n4","n5","n6","origem","origem.nome","n1.nome","n2.nome","n3.nome"
2603900,2404705,2311900,2101350,2706604,2412500,2102358,"Buritirana MA","Carnaíba PE","Ipanguaçu RN","Saboeiro CE"
2106409,2609709,2100477,1502855,2205854,2205524,2102374,"Cachoeira Grande MA","Mata Roma MA","Orobó PE","Alto Alegre do Pindaré MA"
2312700,2313351,2310407,2603009,2303105,2108801,2102408,"Cajapió MA","Senador Pompeu CE","Tejuçuoca CE","Paramoti CE"
2610400,2206605,2802809,2922250,2210508,2110104,2102507,"Cajari MA","Parnamirim PE","Monte Alegre do Piauí PI","Indiaroba SE"
2305100,2412104,2927705,2911600,2310001,1400506,2102556,"Campestre do Maranhão MA","Guaramiranga CE","São João do Sabugi RN","Santa Cruz Cabrália BA"
2908903,2311959,2610509,2203750,1504604,2501575,2102606,"Cândido Mendes MA","Coração de Maria BA","Salitre CE","Passira PE"
2104099,2108454,2106631,1506401,2112407,2313203,2102705,"Cantanhede MA","Formosa da Serra Negra MA","Peritoró MA","Matões do Norte MA"
2800704,2804607,2203800,2203271,2100550,2606606,2102754,"Capinzal do Norte MA","Brejo Grande SE","Nossa Senhora das Dores SE","Flores do Piauí PI"
3141801,2909109,1400175,3138682,1710706,3170909,2102804,"Carolina MA","Minas Novas MG","Coribe BA","Cantá RR"
2606101,2501906,2920809,2601508,2107407,2210904,2102903,"Carutapera MA","Glória do Goitá PE","Belém PB","Marcionílio Souza BA"
2802106,2501807,2304103,2513703,2616407,2407104,2103000,"Caxias MA","Estância SE","Bayeux PB","Crateús CE"
2108405,2513653,2303600,2108009,2406809,2304004,2103109,"Cedral MA","Peri Mirim MA","Santarém PB","Catarina CE"
2304269,2903235,2312809,2110203,2406700,2302701,2103125,"Central do Maranhão MA","Deputado Irapuan Pinheiro CE","Barro Alto BA","Senador Sá CE"
2211704,2501534,2200509,2616183,2705903,2515401,2103158,"Centro do Guilherme MA","Wall Ferraz PI","Baraúna PB","Amarante PI"
2104651,1200393,2201739,2507200,2509206,2504033,2103174,"Centro Novo do Maranhão MA","Governador Newton Bello MA","Porto Walter AC","Betânia do Piauí PI"
2302404,1504802,2602209,2101707,2605202,2308104,2103208,"Chapadinha MA","Boa Viagem CE","Monte Alegre PA","Bom Jardim PE"
2105427,2806404,2803807,2517001,2105203,2908200,2103257,"Cidelândia MA","Itinga do Maranhão MA","Santana do São Francisco SE","Malhada dos Bois SE"
2101608,1505304,2930501,1502103,1501709,2402600,2103307,"Codó MA","Barra do Corda MA","Oriximiná PA","Serrinha BA"
2933604,2112506,2708402,2801306,2100600,2111029,2103406,"Coelho Neto MA","Xique-Xique BA","Tutóia MA","São José da Tapera AL"
2604601,2918357,2506905,2608750,2401206,2607406,2103505,"Colinas MA","Condado PE","João Dourado BA","Itabaiana PB"
2506251,2511202,2105963,1300102,2706422,2701506,2103554,"Conceição do Lago-Açu MA","Gado Bravo PB","Pedras de Fogo PB","Lagoa Grande do Maranhão MA"
1508209,2615300,2200400,2933604,2305902,2108256,2103604,"Coroatá MA","Vigia PA","Timbaúba PE","Altos PI"
2301703,2105104,2101731,2102309,2613503,2305308,2103703,"Cururupu MA","Aurora CE","Icatu MA","Belágua MA"
1507961,2932408,2305357,2512408,2615201,1720200,2103752,"Davinópolis MA","Terra Alta PA","Uibaí BA","Icapuí CE"
2907608,2803302,2303907,2101004,2512408,1507961,2103802,"Dom Pedro MA","Central BA","Japaratuba SE","Chaval CE"
2204006,2605152,2106904,2706802,2405405,2100832,2103901,"Duque Bacelar MA","Francinópolis PI","Dormentes PE","Monção MA"
2400307,2104206,2210979,2613404,2104503,2930600,2104008,"Esperantinópolis MA","Afonso Bezerra RN","Fortuna MA","Tanque do Piauí PI"
4126207,4302006,3113909,4310553,5215603,3300506,2104057,"Estreito MA","Sapopema PR","Barros Cassal RS","Carmo da Cachoeira MG"
2612109,1507508,2505352,2607950,2504207,2204550,2104073,"Feira Nova do Maranhão MA","Salgadinho PE","São João do Araguaia PA","Damião PB"
2925956,2205565,1303569,2923407,1303601,2924306,2104081,"Fernando Falcão MA","Rafael Jambeiro BA","Lagoa do Barro do Piauí PI","Rio Preto da Eva AM"
2106631,2102705,1506401,2108454,2112407,2313203,2104099,"Formosa da Serra Negra MA","Matões do Norte MA","Cantanhede MA","Santa Cruz do Arari PA"
1502608,3146552,2307908,2604403,2411700,2511004,2104107,"Fortaleza dos Nogueiras MA","Colares PA","Pai Pedro MG","Martinópole CE"
2104503,2104008,2400307,2915403,2210979,2608305,2104206,"Fortuna MA","Governador Archer MA","Esperantinópolis MA","Afonso Bezerra RN"
2304277,2308203,2500734,1200336,2107456,2311231,2104305,"Godofredo Viana MA","Ererê CE","Meruoca CE","Amparo PB"
2208205,2928208,2205573,2410108,2903409,2700201,2104404,"Gonçalves Dias MA","Pio Ix PI","Santana BA","Lagoa de São Francisco PI"
2104206,2608305,2516755,2104008,2400307,2611002,2104503,"Governador Archer MA","Fortuna MA","Jupi PE","Tenório PB"
2903235,2303907,1600535,2406700,2410207,2907608,2104552,"Governador Edison Lobão MA","Barro Alto BA","Chaval CE","Porto Grande AP"
2201101,2926806,2616001,2508703,2900355,2202554,2104602,"Governador Eugênio Barros MA","Avelino Lopes PI","Rio do Antônio BA","Venturosa PE"
2505402,2915007,2204659,2906204,2414803,2914109,2104628,"Governador Luiz Rocha MA","Desterro PB","Itaeté BA","Ilha Grande PI"
2103174,1200393,2507200,2610806,2915353,2504033,2104651,"Governador Newton Bello MA","Centro Novo do Maranhão MA","Porto Walter AC","Itatuba PB"
2303204,2905305,2506707,2918506,3109402,2515401,2104677,"Governador Nunes Freire MA","Caririaçu CE","Cafarnaum BA","Imaculada PB"
2925931,2912509,2202802,2911303,1400209,2404309,2104701,"Graça Aranha MA","Quixabeira BA","Ibipitanga BA","Conceição do Canindé PI"
2708600,1502939,2601904,2610905,2515302,2918100,2104800,"Grajaú MA","São Miguel dos Campos AL","Dom Eliseu PA","Bezerros PE"
2105500,2301406,2311108,2304301,2209450,3164209,2104909,"Guimarães MA","João Lisboa MA","Aratuba CE","Porteiras CE"
2303006,2106102,2405306,2313708,1506906,2929107,2105005,"Humberto de Campos MA","Caridade CE","Loreto MA","Januário Cicco RN"
2613503,2312007,2102309,2928406,2103703,2101731,2105104,"Icatu MA","São José do Belmonte PE","Santana do Acaraú CE","Buriti Bravo MA"
2111532,2607802,2517001,2403756,2103257,2804706,2105153,"Igarapé do Meio MA","São Pedro da Água Branca MA","Itaquitinga PE","Umbuzeiro PB"
2806404,2112233,2304806,2103257,2105427,2206704,2105203,"Igarapé Grande MA","Santana do São Francisco SE","Trizidela do Vale MA","Granjeiro CE"
2603454,2408003,2914802,1400100,2903201,1505536,2105302,"Imperatriz MA","Camaragibe PE","Mossoró RN","Itabuna BA"
2109403,2925808,2306603,2100204,2922052,2614600,2105351,"Itaipava do Grajaú MA","Primeira Cruz MA","Queimadas BA","Itatira CE"
2112803,2306256,2616308,2107456,2312304,2106755,2105401,"Itapecuru Mirim MA","Viana MA","Itaitinga CE","Vicência PE"
2103257,2806404,2803807,2112233,2105203,2309003,2105427,"Itinga do Maranhão MA","Cidelândia MA","Santana do São Francisco SE","Malhada dos Bois SE"
2111763,2920502,2412500,2410256,2106326,2111607,2105450,"Jatobá MA","Senador La Rocque MA","Maracás BA","São Miguel RN"
2112456,1304237,2905909,2206696,1500909,1301100,2105476,"Jenipapo dos Vieiras MA","Turilândia MA","Tonantins AM","Campo Alegre de Lourdes BA"
2104909,2311108,2301406,2313559,3164209,2308302,2105500,"João Lisboa MA","Guimarães MA","Porteiras CE","Aratuba CE"
2907301,2601805,2209971,2201051,2907004,2900504,2105609,"Joselândia MA","Castro Alves BA","Betânia PE","São João do Arraial PI"
2912202,2509305,2929800,2405108,2407708,2803401,2105658,"Junco do Maranhão MA","Ibicoara BA","Mataraca PB","Saúde BA"
2108306,2707305,2110708,2402204,2101970,2309300,2105708,"Lago da Pedra MA","Penalva MA","Porto Calvo AL","São Domingos do Maranhão MA"
2503001,2414753,2106375,2409209,2612406,2603603,2105807,"Lago do Junco MA","Caaporã PB","Venha-Ver RN","Maranhãozinho MA"
2802700,1200427,2107407,2202455,2210631,2606101,2105906,"Lago Verde MA","Ilha das Flores SE","Rodrigues Alves AC","Olho D'Água das Cunhãs MA"
2708204,2101301,2509404,2107001,2204006,2405405,2105922,"Lagoa do Mato MA","São Brás AL","Bacuri MA","Mogeiro PB"
1703891,2803302,2201556,2512408,2304806,2103802,2105948,"Lago dos Rodrigues MA","Carrasco Bonito TO","Japaratuba SE","Bela Vista do Piauí PI"
1300102,2506251,2701506,2507101,2103554,2511202,2105963,"Lagoa Grande do Maranhão MA","Anori AM","Gado Bravo PB","Campo Grande AL"
2414803,2511806,2905305,2509156,2914109,2502052,2105989,"Lajeado Novo MA","Vera Cruz RN","Pirpirituba PB","Cafarnaum BA"
2501153,2504074,2401800,2805208,2211605,2931707,2106003,"Lima Campos MA","Areia de Baraúnas PB","Caraúbas PB","Brejinho RN"
3136959,1506906,2206720,2408607,2405306,2105005,2106102,"Loreto MA","Juvenília MG","Santarém Novo PA","Nazária PI"
2209153,2802007,2922201,2101350,2302057,2111904,2106201,"Luís Domingues MA","Santa Cruz dos Milagres PI","Divina Pastora SE","Muniz Ferreira BA"
2303303,2605707,2926400,2102200,2701001,2107605,2106300,"Magalhães de Almeida MA","Cariús CE","Floresta PE","Riacho de Santana BA"
2920502,2309300,2111607,2105450,2111763,2412500,2106326,"Maracaçumé MA","Maracás BA","Nova Russas CE","São Raimundo das Mangabeiras MA"
1303908,1506302,2909307,2514404,2206696,2504603,2106359,"Marajá do Sena MA","São Paulo de Olivença AM","Salvaterra PA","Correntina BA"
2503001,2105807,2414753,2202455,2612406,2100873,2106375,"Maranhãozinho MA","Caaporã PB","Lago do Junco MA","Venha-Ver RN"
2205854,1303007,1502855,2100477,2929107,3170008,2106409,"Mata Roma MA","Madeiro PI","Nhamundá AM","Curuá PA"
2300150,1507003,2927309,2925600,2306801,1718659,2106508,"Matinha MA","Acarape CE","Santo Antônio do Tauá PA","Salinas da Margarida BA"
2203701,2906808,2105609,2907301,2201051,2112100,2106607,"Matões MA","Esperantina PI","Cansanção BA","Joselândia MA"
2104099,2108454,2102705,1506401,2112407,2313203,2106631,"Matões do Norte MA","Formosa da Serra Negra MA","Peritoró MA","Cantanhede MA"
2110237,2207603,2410405,2111805,2910107,1702208,2106672,"Milagres do Maranhão MA","Santana do Maranhão MA","Parnaguá PI","Pureza RN"
2924603,2925808,2100204,2901155,2600203,2109403,2106706,"Mirador MA","Pindobaçu BA","Queimadas BA","Alcântara MA"
2302701,2107456,2306256,2304277,2104305,2101939,2106755,"Miranda do Norte MA","Campos Sales CE","Olinda Nova do Maranhão MA","Itaitinga CE"
2402105,2926103,2301802,2204808,1304302,2101251,2106805,"Mirinzal MA","Campo Redondo RN","Retirolândia BA","Baixio CE"
2112308,2103901,2604205,2308500,2114007,2100832,2106904,"Monção MA","Tuntum MA","Duque Bacelar MA","Catende PE"
2405405,2204006,2401602,2105922,2708204,2509404,2107001,"Montes Altos MA","Japi RN","Francinópolis PI","Bento Fernandes RN"
2111904,1302553,1504406,2604155,2111250,2107605,2107100,"Morros MA","Sucupira do Norte MA","Manaquiri AM","Marapanim PA"
2309508,2312106,2109304,2307635,2308351,2306504,2107209,"Nina Rodrigues MA","Orós CE","Santana do Cariri CE","Presidente Vargas MA"
1300680,2601052,2305266,2414001,2313906,1720309,2107258,"Nova Colinas MA","Boa Vista do Ramos AM","Araçoiaba PE","Ibaretama CE"
2806909,2204659,2903300,2505402,2900108,2918506,2107308,"Nova Iorque MA","São Francisco SE","Ilha Grande PI","Barro Preto BA"
2109759,2922656,2100105,2300408,2313252,2100204,2107357,"Nova Olinda do Maranhão MA","Santa Filomena do Maranhão MA","Nordestina BA","Afonso Cunha MA"
2920809,2210631,2802700,2601508,2102903,2606101,2107407,"Olho D'Água das Cunhãs MA","Marcionílio Souza BA","Sebastião Leal PI","Ilha das Flores SE"
2111052,2919900,2913200,1200336,2304277,1707405,2107456,"Olinda Nova do Maranhão MA","São João do Paraíso MA","Macururé BA","Ibotirama BA"
3135100,1600279,2909802,2111201,2307601,1600600,2107506,"Paço do Lumiar MA","Janaúba MG","Laranjal do Jari AP","Cruz das Almas BA"
2914406,2926400,2303303,2106300,2102200,2111904,2107605,"Palmeirândia MA","Iraquara BA","Riacho de Santana BA","Cariús CE"
2407708,2902807,2906824,2509305,2925907,2908606,2107704,"Paraibano MA","Montanhas RN","Barra da Estiva BA","Canudos BA"
2600401,2612554,2707503,1507706,2702900,2612604,2107803,"Parnarama MA","Água Preta PE","Santa Filomena PE","Porto Real do Colégio AL"
2100154,2905156,2602407,2911006,2205557,2700508,2107902,"Passagem Franca MA","Água Doce do Maranhão MA","Caetanos BA","Brejão PE"
2301208,2308203,2500734,2303600,2103109,2306553,2108009,"Pastos Bons MA","Aracoiaba CE","Meruoca CE","Amparo PB"
2303105,2904407,2616308,2313351,2913200,2310407,2108058,"Paulino Neves MA","Cariré CE","Brejolândia BA","Vicência PE"
2910750,2507903,2927903,2608255,2511400,2918308,2108108,"Paulo Ramos MA","Fátima BA","Juripiranga PB","Santa Inês BA"
2401107,1600055,3532157,3158409,5106000,3135100,2108207,"Pedreiras MA","Areia Branca RN","Serra do Navio AP","Nantes SP"
2111409,2111631,2906105,2200400,2705408,2603306,2108256,"Pedro do Rosário MA","São Luís Gonzaga do Maranhão MA","São Raimundo do Doca Bezerra MA","Canápolis BA"
2707305,2309300,2921401,2105708,2920502,2101970,2108306,"Penalva MA","Porto Calvo AL","Nova Russas CE","Mirangaba BA"
2103109,2304004,2303600,2513653,2406809,2920452,2108405,"Peri Mirim MA","Cedral MA","Coreaú CE","Catarina CE"
2102705,2106631,2104099,2313203,2112407,1300060,2108454,"Peritoró MA","Cantanhede MA","Matões do Norte MA","Formosa da Serra Negra MA"
2109601,2803609,2304251,2300903,2302909,2305605,2108504,"Pindaré-Mirim MA","Rosário MA","Laranjeiras SE","Cruz CE"
2202208,2302206,2313500,2306306,2306405,2313302,2108603,"Pinheiro MA","Campo Maior PI","Beberibe CE","Trairi CE"
2500403,2905156,1502756,2600302,2915353,2925006,2108702,"Pio Xii MA","Alagoa Nova PB","Caetanos BA","Concórdia do Pará PA"
2309409,2312700,2605905,2102408,2604403,2603009,2108801,"Pirapemas MA","Novo Oriente CE","Senador Pompeu CE","Gameleira PE"
2706802,2506707,2605152,2922854,3157658,2509404,2108900,"Poção de Pedras MA","Piaçabuçu AL","Imaculada PB","Dormentes PE"
3147402,5101308,4119707,4305439,4101705,3526209,2109007,"Porto Franco MA","Paraopeba MG","Arenápolis MT","Planaltina do Paraná PR"
2901403,3132107,2309201,2402303,2311504,2903003,2109056,"Porto Rico do Maranhão MA","Angical BA","Itacarambi MG","Nova Olinda CE"
2302602,2929909,2411205,2109452,2926301,2310209,2109106,"Presidente Dutra MA","Camocim CE","Seabra BA","Santa Cruz RN"
2111706,2307007,2304236,2614303,2301950,2504108,2109205,"Presidente Juscelino MA","São Vicente Ferrer MA","Jaguaruana CE","Croatá CE"
2411700,3146552,2603926,2301257,2306702,3139250,2109239,"Presidente Médici MA","São Bento do Trairí RN","Pai Pedro MG","Carnaubeira da Penha PE"
2608503,2100709,2904852,2305266,2930907,2111789,2109270,"Presidente Sarney MA","Lagoa de Itaenga PE","Anajatuba MA","Cabaceiras do Paraguaçu BA"
2312106,2308351,2107209,2308005,2309508,2400406,2109304,"Presidente Vargas MA","Santana do Cariri CE","Milhã CE","Nina Rodrigues MA"
2105351,2306603,2925808,2100204,2614600,2922052,2109403,"Primeira Cruz MA","Itaipava do Grajaú MA","Itatira CE","Queimadas BA"
2304459,2312601,2303659,2517407,2414159,2200202,2109452,"Raposa MA","Fortim CE","São Luís do Curu CE","Catunda CE"
2912707,2931202,2202653,2203503,2608602,1301506,2109502,"Riachão MA","Ibirapitanga BA","Taperoá BA","Caxingó PI"
2403905,2414456,1717008,2413607,2410504,2210979,2109551,"Ribamar Fiquene MA","Francisco Dantas RN","Triunfo Potiguar RN","Pindorama do Tocantins TO"
2108504,2304251,2302909,2803609,2300903,2310852,2109601,"Rosário MA","Pindaré-Mirim MA","Cruz CE","Capistrano CE"
2508703,2509909,2201101,1711803,2209856,2616001,2109700,"Sambaíba MA","Mãe D'Água PB","Natuba PB","Avelino Lopes PI"
2922656,2107357,2300408,2313252,2100105,2611533,2109759,"Santa Filomena do Maranhão MA","Nordestina BA","Nova Olinda do Maranhão MA","Aiuaba CE"
2706901,2701407,2102903,2606101,2614204,2928000,2109809,"Santa Helena MA","Pilar AL","Campo Alegre AL","Carutapera MA"
2600054,2309706,2311801,1504422,2606804,2111201,2109908,"Santa Inês MA","Abreu E Lima PE","Pacatuba CE","Russas CE"
2102325,2928109,2601409,2908408,1503200,2606606,2110005,"Santa Luzia MA","Buriticupu MA","Santa Maria da Vitória BA","Barreiros PE"
2608305,2611002,2208809,2104503,2804409,2918357,2110039,"Santa Luzia do Paruá MA","Jupi PE","Petrolândia PE","Regeneração PI"
2904753,2305209,2102507,2610400,2110401,2110609,2110104,"Santa Quitéria do Maranhão MA","Buritirama BA","Hidrolândia CE","Cajari MA"
2302107,2903235,2103125,2308401,2303907,2907608,2110203,"Santa Rita MA","Baturité CE","Barro Alto BA","Central do Maranhão MA"
2106672,1702208,2705101,2410405,2207603,2111805,2110237,"Santana do Maranhão MA","Milagres do Maranhão MA","Araguatins TO","Matriz de Camaragibe AL"
2301307,2609006,1300607,2300705,2907103,2406502,2110278,"Santo Amaro do Maranhão MA","Araripe CE","Macaparana PE","Benjamin Constant AM"
2604908,2703700,2111748,2901601,2503555,2601300,2110302,"Santo Antônio dos Lopes MA","Cumaru PE","Jaramataia AL","Senador Alexandre Costa MA"
2110609,1501006,2904753,2111789,1503002,2305209,2110401,"São Benedito do Rio Preto MA","São Bernardo MA","Aveiro PA","Buritirama BA"
2307007,2109205,2301950,2111706,2304236,2312205,2110500,"São Bento MA","Jaguaruana CE","Presidente Juscelino MA","Barreira CE"
2110401,1501006,2904753,2111789,1503002,2904852,2110609,"São Bernardo MA","São Benedito do Rio Preto MA","Aveiro PA","Buritirama BA"
2503605,2702702,2907905,2201572,2415008,2405108,2110658,"São Domingos do Azeitão MA","Caiçara PB","Feliz Deserto AL","Cipó BA"
2607802,2930600,2300309,2105708,2106326,2707305,2110708,"São Domingos do Maranhão MA","Itaquitinga PE","Serrolândia BA","Acopiara CE"
2205276,2206100,2913804,2916856,2906402,2208908,2110807,"São Félix de Balsas MA","Jatobá do Piauí PI","Matias Olímpio PI","Ipecaetá BA"
2515005,2914307,2111631,2920205,2921054,2920304,2110856,"São Francisco do Brejão MA","São Miguel de Taipu PB","Iramaia BA","São Raimundo do Doca Bezerra MA"
2800670,2923209,2709004,2702603,2611507,2603207,2110906,"São Francisco do Maranhão MA","Boquim SE","Oliveira dos Brejinhos BA","Tanque D'Arca AL"
2305332,2313559,2308302,2920452,2304004,2101905,2111003,"São João Batista MA","Ibicuitinga CE","Tururu CE","Milagres CE"
2706505,2801306,2512903,2509909,2508703,2100550,2111029,"São João do Carú MA","Passo de Camaragibe AL","Capela SE","Rio Tinto PB"
2919900,2107456,2304277,1200336,2601607,2403400,2111052,"São João do Paraíso MA","Macururé BA","Olinda Nova do Maranhão MA","Ererê CE"
2920403,2907004,2205151,2704609,2902054,2201051,2111078,"São João do Soter MA","Manoel Vitorino BA","Cardeal da Silva BA","Jacobina do Piauí PI"
2805000,2926608,2512309,3122355,2201408,2607703,2111102,"São João dos Patos MA","Pedra Mole SE","Ribeira do Pombal BA","Princesa Isabel PB"
2612208,1600600,2107506,1600279,2600054,3135100,2111201,"São José de Ribamar MA","Salgueiro PE","Santana AP","Paço do Lumiar MA"
2909406,1504406,2612406,1302553,2414753,2509503,2111250,"São José dos Basílios MA","Cotegipe BA","Marapanim PA","Sanharó PE"
2211001,1502400,3518800,1500800,5208707,3304904,2111300,"São Luís MA","Teresina PI","Castanhal PA","Guarulhos SP"
2108256,2111631,2906105,2516409,2515005,2921054,2111409,"São Luís Gonzaga do Maranhão MA","Pedro do Rosário MA","São Raimundo do Doca Bezerra MA","Canápolis BA"
1502707,2111102,2605103,2409902,2805000,2929305,2111508,"São Mateus do Maranhão MA","Conceição do Araguaia PA","São João dos Patos MA","Custódia PE"
2403756,2607802,1717008,2930600,2105153,2210979,2111532,"São Pedro da Água Branca MA","Fernando Pedroza RN","Itaquitinga PE","Pindorama do Tocantins TO"
2516706,2209153,2201556,2311355,2614808,2101350,2111573,"São Pedro dos Crentes MA","Teixeira PB","Santa Cruz dos Milagres PI","Bela Vista do Piauí PI"
2513356,2106326,2514602,2105450,2404002,2516300,2111607,"São Raimundo das Mangabeiras MA","Santa Inês PB","Maracaçumé MA","São José do Bonfim PB"
2515005,2920205,2111409,2110856,2906105,2921054,2111631,"São Raimundo do Doca Bezerra MA","São Miguel de Taipu PB","Malhada BA","São Luís Gonzaga do Maranhão MA"
2311207,1507102,2901908,1709005,2517209,2916609,2111672,"São Roberto MA","Potengi CE","São Caetano de Odivelas PA","Aporá BA"
2304236,2109205,2307007,2614303,2308609,2301950,2111706,"São Vicente Ferrer MA","Croatá CE","Presidente Juscelino MA","Jaguaruana CE"
2708956,2205599,2903706,2807501,2917904,2207777,2111722,"Satubinha MA","Senador Rui Palmeira AL","Lagoa do Sítio PI","Boa Nova BA"
2604908,2110302,2901601,2703700,2601300,2503555,2111748,"Senador Alexandre Costa MA","Cumaru PE","Santo Antônio dos Lopes MA","Antas BA"
2412500,2105450,2920502,2311900,1712801,2404705,2111763,"Senador La Rocque MA","São Miguel RN","Jatobá MA","Maracás BA"
2904852,1503002,1501006,2110609,2930907,2110401,2111789,"Serrano do Maranhão MA","Cabaceiras do Paraguaçu BA","Faro PA","Aveiro PA"
2926202,2106672,1300060,2207603,2410405,2110237,2111805,"Sítio Novo MA","Riachão das Neves BA","Milagres do Maranhão MA","Amaturá AM"
2107100,2302057,2107605,2106201,2112274,2604155,2111904,"Sucupira do Norte MA","Morros MA","Barroquinha CE","Palmeirândia MA"
2500536,2210391,2513604,2311207,2210375,2918456,2111953,"Sucupira do Riachão MA","Alcantil PB","São Miguel do Fidalgo PI","Santana dos Garrotes PB"
1200385,2205540,2802205,2201002,2904308,2516151,2112001,"Tasso Fragoso MA","Plácido de Castro AC","Lagoinha do Piauí PI","Feira Nova SE"
2709400,1504604,2927200,2610509,2311959,2203701,2112100,"Timbiras MA","Viçosa AL","Mocajuba PA","Ruy Barbosa BA"
2501807,2606200,2400208,2101202,2103000,2616407,2112209,"Timon MA","Bayeux PB","Goiana PE","Açu RN"
2304806,2806404,2105203,2201556,2105427,2311355,2112233,"Trizidela do Vale MA","Granjeiro CE","Santana do São Francisco SE","Igarapé Grande MA"
2604155,1507904,2413706,2917334,2402709,1302553,2112274,"Tufilândia MA","Casinhas PE","Soure PA","Sítio Novo RN"
2308500,2106904,2604205,2114007,2103901,2506004,2112308,"Tuntum MA","Mombaça CE","Monção MA","Catende PE"
2106631,2104099,2108454,2102705,2313203,1506401,2112407,"Turiaçu MA","Matões do Norte MA","Formosa da Serra Negra MA","Peritoró MA"
2105476,2905909,1304237,1301100,1500909,2913804,2112456,"Turilândia MA","Jenipapo dos Vieiras MA","Campo Alegre de Lourdes BA","Tonantins AM"
2933604,2103406,2100600,2708808,2801306,2708402,2112506,"Tutóia MA","Xique-Xique BA","Coelho Neto MA","Amarante do Maranhão MA"
2301851,2609303,2308807,2310951,2310803,2311264,2112605,"Urbano Santos MA","Banabuiú CE","Mirandiba PE","Moraújo CE"
1702208,2201200,2110237,2909901,2705101,1301159,2112704,"Vargem Grande MA","Araguatins TO","Barras PI","Santana do Maranhão MA"
2306256,2105401,2106755,2110203,2306900,2112902,2112803,"Viana MA","Itaitinga CE","Itapecuru Mirim MA","Miranda do Norte MA"
2101970,2604809,2500106,2209377,2514602,2707305,2112852,"Vila Nova dos Martírios MA","Boa Vista do Gurupi MA","Cortês PE","Água Branca PB"
2306900,2101004,2103802,2932002,2907608,2302107,2112902,"Vitória do Mearim MA","Jaguaribe CE","Arari MA","Dom Pedro MA"
2208809,2904050,2211605,2110039,2106003,2507002,2113009,"Vitorino Freire MA","Regeneração PI","Bonito BA","Vila Nova do Piauí PI"
2112308,2604205,2106904,2308500,2103901,2305902,2114007,"Zé Doca MA","Tuntum MA","Catende PE","Monção MA"
2927606,2906600,2101509,2610301,2207207,2910859,2200053,"Acauã PI","Santa Brígida BA","Candiba BA","Barão de Grajaú MA"
2612802,1718303,2913101,2932408,2103752,2209153,2200103,"Agricolândia PI","Santa Terezinha PE","Praia Norte TO","Ibititá BA"
2512606,2400604,2303659,2517407,2304459,2312601,2200202,"Água Branca PI","Quixabá PB","Almino Afonso RN","Catunda CE"
2800209,2600906,2205003,2505279,2700508,3146750,2200251,"Alagoinha do Piauí PI","Aquidabã SE","Amaraji PE","Itainópolis PI"
2210938,2208551,2408953,2202737,2921609,2921807,2200277,"Alegrete do Piauí PI","Sussuapara PI","Porto Alegre do Piauí PI","Rio do Fogo RN"
2701704,2510204,1506559,2202604,2205557,3148756,2200301,"Alto Longá PI","Capela AL","Nova Olinda PB","Santa Luzia do Pará PA"
2108256,2103604,1508209,2111409,2933604,2305902,2200400,"Altos PI","Pedro do Rosário MA","Coroatá MA","Vigia PA"
2805307,2413102,1720309,2313104,2614006,2414001,2200459,"Alvorada do Gurguéia PI","Pirambu SE","Senador Elói de Souza RN","São Sebastião do Tocantins TO"
2515401,2211704,2501534,2705903,2502052,2103158,2200509,"Amarante PI","Seridó PB","Wall Ferraz PI","Baraúna PB"
2615904,1722081,2801603,2930774,2806107,2514909,2200608,"Angical do Piauí PI","Tuparetama PE","Wanderlândia TO","Cedro de São João SE"
2806503,2910776,2100808,2300606,2930006,2209559,2200707,"Anísio de Abreu PI","Santa Rosa de Lima SE","Feira da Mata BA","Anapurus MA"
2513208,3127503,2410009,2206308,2930006,2300804,2200806,"Antônio Almeida PI","Santa Cruz PB","Gonzaga MG","Pilões RN"
2505006,2304608,3132701,2516102,2203404,2406304,2200905,"Aroazes PI","Cubati PB","General Sampaio CE","Itambacuri MG"
2501005,2500577,1300102,2701506,2507101,2506251,2200954,"Aroeiras do Itaim PI","Araruna PB","Algodão de Jandaíra PB","Anori AM"
2902658,2904308,2203453,2202059,2112001,1200385,2201002,"Arraial PI","Banzaê BA","Brejões BA","Dom Inocêncio PI"
2105609,2907004,2104701,2912509,2925931,2907301,2201051,"Assunção do Piauí PI","Joselândia MA","Cardeal da Silva BA","Graça Aranha MA"
2104602,2508703,2926806,2512036,2616001,2900355,2201101,"Avelino Lopes PI","Governador Eugênio Barros MA","Mãe D'Água PB","Rio do Antônio BA"
2206803,2926905,2800670,2807501,2612901,2110906,2201150,"Baixa Grande do Ribeiro PI","Nossa Senhora dos Remédios PI","Rio do Pires BA","Boquim SE"
2800407,2413557,1507409,1300060,2903276,2410405,2201176,"Barra D'Alcântara PI","Arauá SE","Serrinha dos Pintos RN","São Francisco do Pará PA"
1501204,2112704,2705101,2600401,2909901,1504000,2201200,"Barras PI","Baião PA","Vargem Grande MA","Matriz de Camaragibe AL"
2207355,2929370,2608701,3102852,2200251,2909208,2201309,"Barreiras do Piauí PI","Pajeú do Piauí PI","São José do Jacuípe BA","Lagoa dos Gatos PE"
2805000,2607703,3122355,2512309,2932804,2111102,2201408,"Barro Duro PI","Pedra Mole SE","Itapetim PE","Divisa Alegre MG"
3137007,1507474,2910404,2924405,1300904,2501500,2201507,"Batalha PI","Ladainha MG","São João de Pirabas PA","Encruzilhada BA"
